,Unnamed: 0,Authors,Title,Year,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Type,Article Title,Keywords Plus,Publication Date,Publication Year,DOI Link
391,385,"Castano S., De Antonellis V., De Capitani Di Vimercati S., Melchiori M.",Semi-automated extraction of ontological knowledge from XML datasources,2002.0,10.1109/DEXA.2002.1046003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948667234&doi=10.1109%2fDEXA.2002.1046003&partnerID=40&md5=946db1339a09849d63e2fcc3070494e8,"In the paper we present a methodology for the semiautomated extraction of ontological knowledge from XML data sources in a given domain. We consider an interconnection scenario over the Web, where various independent organizations use XML as a data interchange language for conducting business activities. The resulting ontology is organized into concepts and concept relationships at different levels of detail. Semantic links within and between the different levels are studied in order to capture and formalize semantic relationships between concepts to support multiple views on the ontological knowledge. © 2002 IEEE.",Conferences; Construction industry; Data mining; Industrial relations; Information analysis; LAN interconnection; Mediation; Ontologies; Semantic Web; XML,Automation; Construction industry; Expert systems; Extraction; Industrial relations; Information analysis; Ontology; Semantic Web; XML; Automated extraction; Business activities; Conferences; Data interchange; Levels of detail; Mediation; Semantic relationships; XML data sources; Data mining,Conference Paper,,,,,,
392,182,"Baling M., Katranuschkov P., Schapke S.-E., Scherer R.J.",Semi-automatic process generation with reusable process and knowledge modules,2016.0,10.1109/ICE.2010.7477026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978096921&doi=10.1109%2fICE.2010.7477026&partnerID=40&md5=8b436f838c1f79ba0e5fd70f3fab25b3,"This paper addresses an essential problem in construction process management. Currently, due to their complexity and dynamicity construction processes are handled in conventional manner and are only weakly integrated with engineering models of the building, the construction site, the supply chain and other relevant information and knowledge. Process concurrency is also insufficiently supported. To enable the comprehensive modelling of construction processes it is fundamental to provide an approach that is capable of highly flexible and efficient designing as well as adaptation of already designed processes for similar projects. In the paper we describe the main concepts of a novel approach based on the idea of reusable process knowledge modules enabling the semiautomatic generation of construction schedules. It carries on further the concepts process matrix and business process object (BPO) developed by the authors and others, extending the BPO concept towards reusable process knowledge modules and allocating them to the relevant phases of the reference modelling process. © 2010 IEEE.",Construction Industry; Knowledge Management; Ontology; Process Management; Process Modelling,Construction industry; Industrial management; Knowledge management; Management science; Ontology; Supply chains; Construction process; Construction schedules; Engineering models; Essential problems; Process generation; Process management; Process modelling; Semi-automatic generation; Construction,Conference Paper,,,,,,
398,187,"Pauwels P., Roxin A.",SimpleBIM: From full ifcOWL graphs to simplified building graphs,2016.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016569276&partnerID=40&md5=ba272c0308076f22be93d317a2413570,"Recent research in semantic web technologies for the built environment has resulted in several proposals to further improve information exchange among stakeholders from the domain. Most notable is the production of several OWL ontologies that allow to capture building data in RDF graphs. For example, an ifcOWL ontology allows to capture IFC data in an RDF graph. As the building data is now available in a semantic graph with an explicit formal basis, it can be restructured and simplified so that it more easily matches the different requirements associated with practical use case scenarios. In this paper, we investigate several proposals and technological approaches to simplify ifcOWL building data, thus addressing the needs of specific industrial use cases. © 2016 Taylor & Francis Group.",,Ontology; Process engineering; Built environment; Industrial use case; Information exchanges; OWL ontologies; Practical use; Recent researches; Semantic graphs; Semantic Web technology; Semantic Web,Conference Paper,,,,,,
401,47,"Gligoric N., Krco S., Hakola L., Vehmas K., De S., Moessner K., Jansson K., Polenz I., Van Kranenburg R.",Smarttags: IoT product passport for circular economy based on printed sensors and unique item-level identifiers,2019.0,10.3390/s19030586,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060905926&doi=10.3390%2fs19030586&partnerID=40&md5=5c0e109589a9f148f89eeebb7ccb3ea5,"In this paper, we present a method that facilitates Internet of Things (IoT) for building a product passport and data exchange enabling the next stage of the circular economy. SmartTags based on printed sensors (i.e., using functional ink) and a modified GS1 barcode standard enable unique identification of objects on a per item-level (including Fast-Moving Consumer Goods-FMCG), collecting, sensing, and reading of parameters from environment as well as tracking a products’ lifecycle. The developed ontology is the first effort to define a semantic model for dynamic sensors, including datamatrix and QR codes. The evaluation of decoding and readability of identifiers (QR codes) showed good performance for detection of sensor state printed over and outside the QR code data matrix, i.e., the recognition ability with image vision algorithm was possible. The evaluation of the decoding performance of the QR code data matrix printed with sensors was also efficient, i.e., the QR code ability to be decoded with the reader after reversible and irreversible process of ink (dis)appearing was preserved, with slight drop in performance if ink density is low. © 2019 by the authors.",Barcode; Circular economy; Functional ink; GS1; IoT; Ontology; Printed sensors; Product passport,Bar codes; Decoding; Electronic data interchange; Life cycle; Matrix algebra; Ontology; Semantics; Statistical mechanics; Circular economy; Decoding performance; Fast moving consumer goods; Internet of Things (IOT); Printed sensors; Product passport; Recognition abilities; Unique identifications; Internet of things,Article,,,,,,
406,265,Nawari N.,Standardization of structural BIM,2011.0,10.1061/41182(416)50,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053149986&doi=10.1061%2f41182%28416%2950&partnerID=40&md5=6014199f421d2cae13034284bf56c421,"The BIM standard establishes standard definitions for building information exchanges to support critical business contexts using standard semantics and ontologies. This Standard forms the foundation for accurate and efficient communication and commerce that are needed by the construction industry. The Standard is still in its infancy and the evolution and maturity of BIM Standard will depend largely on the efforts and contribution of various disciplines involved in design, construction, and management of a facility. This paper focuses on advancing standardization of BIM model for structural analysis and design. Specifically speaking, the paper addresses The Information Delivery Manual (IDM) as it aims to provide the integrated reference for process and data required by BIM by identifying the discrete processes undertaken within structural design, the information required for their execution and the results of that activity. Furthermore, it will address Model View Definitions (MVDs) for structural design and analysis to create a robust process for seamless, efficient, reproducible exchange of accurate and reliable structural information that is widely and routinely acknowledged by the industry. © 2011 ASCE.",Building information models; Standards and codes,Building Information Model - BIM; Critical business; Design and analysis; Information delivery; Information exchanges; Standard definitions; Standard form; Standards and codes; Structural analysis and designs; Structural information; Building codes; Civil engineering; Construction industry; Information theory; Models; Ontology; Semantics; Standardization; Structural analysis; Architectural design,Conference Paper,,,,,,
407,145,"Böger L., Huhnt W., Wernik S.",Standardized names for object types and attributes as basis for cooperation between planning and building,2018.0,10.1007/978-3-319-91638-5_17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048971333&doi=10.1007%2f978-3-319-91638-5_17&partnerID=40&md5=c3a01902b12cfa689014bb82465891c3,"When using Building Information Modeling (BIM), it is expected to increase interorganizational collaboration in the construction industry. To reach this goal, it is necessary to use open standards for model exchange such as the Industry Foundation Classes (IFC). The non-profit organization buildingSMART defines this standard. IFC provides object types and attributes, which describe properties of objects. The IFC standard do not address possible values for attributes; but beside coordinated names for object types and attributes, coordinated values for attributes are required. This is necessary for the evaluation of digital models for different purposes. Several approaches in the fields of ontology and classification systems address this issue. However, at present time there is no clear distinction between prerequisites that modeled objects have to fulfill and products, which satisfy these requirements. Suppliers or construction companies at the interface between planning and construction propose products for the modelled requirements of the planning process. This paper describes an approach that bases on a dictionary, which provides standardized object types, attributes and values. A project database and a database with products, called supplier database, use this dictionary as a basis. Resulting from the modeling phase, the project database is ultimately mapped with the supplier database to propose products that fulfill the requirements. The approach presented in this paper can be regarded as a next step in using a standard that already exists: the buildingSMART Data Dictionary. © Springer International Publishing AG, part of Springer Nature 2018.",Building Information Modeling (BIM); BuildingSMART Data Dictionary (bSDD); Industry Foundation Classes (IFC),Construction industry; Database systems; Information theory; Intelligent computing; Building Information Model - BIM; BuildingSMART Data Dictionary (bSDD); Classification system; Construction companies; Industry Foundation Classes - IFC; Interorganizational collaboration; Non profit organizations; Project database; Architectural design,Conference Paper,,,,,,
408,126,Beetz J.,"Structured vocabularies in construction: Classifications, taxonomies and ontologies",2018.0,10.1007/978-3-319-92862-3_8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063562206&doi=10.1007%2f978-3-319-92862-3_8&partnerID=40&md5=a7b4259656153f687ff2d1e4fe3c190a,"Structured vocabularies are an important means of defining and structuring the meaning of concepts and terms used in the building industry to ensure their consistent use by all stakeholders over the life cycle of a construction. In their traditional form as text documents and tables they are designed for use by domain experts to facilitate the creation and use of unambiguous specifications, requirement documents and mutual agreements. In their digital, machine-readable form, they can be used in a Building Information Modeling context for the semantic annotation of model objects to further enhance exchange and interoperability in data exchange scenarios. This chapter introduces the fundamental concepts, application areas and technical implementations of such terminologies and structured vocabularies. © Springer International Publishing AG, part of Springer Nature 2018. All rights reserved.",,Construction industry; Electronic data interchange; Semantics; Application area; Building industry; Building Information Model - BIM; Domain experts; Fundamental concepts; Machine readable form; Semantic annotations; Technical implementation; Life cycle,Book Chapter,,,,,,
409,259,"Scherp A., Eißing D., Staab S.",Strukt - A pattern system for integrating individual and organizational knowledge work,2011.0,10.1007/978-3-642-25073-6_36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055034437&doi=10.1007%2f978-3-642-25073-6_36&partnerID=40&md5=ce8d349392e97e998017a467de7b0135,"Expert-driven business process management is an established means for improving efficiency of organizational knowledge work. Implicit procedural knowledge in the organization is made explicit by defining processes. This approach is not applicable to individual knowledge work due to its high complexity and variability. However, without explicitly described processes there is no analysis and efficient communication of best practices of individual knowledge work within the organization. In addition, the activities of the individual knowledge work cannot be synchronized with the activities in the organizational knowledge work. Solution to this problem is the semantic integration of individual knowledge work and organizational knowledge work by means of the pattern-based core ontology strukt. The ontology allows for defining and managing the dynamic tasks of individual knowledge work in a formal way and to synchronize them with organizational business processes. Using the strukt ontology, we have implemented a prototype application for knowledge workers and have evaluated it at the use case of an architectural office conducting construction projects. © 2011 Springer-Verlag.",,Business Process; Business process management; Construction projects; Dynamic tasks; Improving efficiency; Knowledge work; Knowledge workers; Organizational knowledge; Pattern systems; Procedural knowledge; Semantic integration; Construction industry; Enterprise resource management; Semantics; User interfaces; Ontology,Conference Paper,,,,,,
412,264,"Rezgui Y., Marks A.",Sustainable construction ontology development using information retrieval techniques,2011.0,10.1061/41182(416)18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053154060&doi=10.1061%2f41182%28416%2918&partnerID=40&md5=39f43a68da79555a49e823234d0edd85,"The paper describes the ""SCrIPt"" methodology used to develop a sustainable construction domain ontology, taking into account the wealth of existing semantic resources in the construction sector. The latter range from construction taxonomies (e.g. IFCs) to energy calculation tools' internal data structures (i.e. conceptual database schema). The paper argues that taxonomies provide an ideal backbone for any ontology project. Equally, textual documents have an important role in sharing and conveying knowledge and understanding. Therefore, a construction industry standard taxonomy is used to provide the seeds of the ontology, enriched and expanded with additional concepts extracted from large construction sustainability and energy oriented document bases using information retrieval (tf-idf and Metric Clusters) techniques. The SCrIPt ontology will be used as the semantic engine for a Sustainability Construction Platform, commissioned by the Welsh Assembly Government in the UK. © 2011 ASCE.",Construction management; Information management; Sustainable development; United Kingdom,Construction management; Construction sectors; Database schemas; Domain ontologies; Energy calculation; Ontology development; Semantic resources; Sustainable construction; Textual documents; United kingdom; Welsh Assembly; Civil engineering; Construction industry; Data structures; Information management; Information retrieval; Information use; Project management; Semantics; Sustainable development; Taxonomies; Ontology,Conference Paper,,,,,,
414,10,"Pacheco-López A., Somoza-Tornos A., Graells M., Espuña A.",Synthesis and assessment of waste-to-resource routes for circular economy,2021.0,10.1016/j.compchemeng.2021.107439,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110535453&doi=10.1016%2fj.compchemeng.2021.107439&partnerID=40&md5=c17e5f7ebe42ff294b2cdf23e8a9ace4,"The benefits of the circular economy have been proven during the past two decades, but its application poses some challenges. In particular, the increasing number of potential waste-to-resource processing alternatives obstructs the identification of the most promising ones, besides the lack of efficient knowledge management tools and standardized assessment procedures. This contribution presents a systematic way to generate and assess new processing paths including waste-to-resource technologies, based on the use of a predefined ontological framework. An ontology is filled with transformation processes; then, several alternative paths are generated and assessed, according to a potentially available waste. The resulting list is classified according to pre-established parameters, thus presenting which are the potentially best alternatives to close the material loops and recover chemical resources. The proposed method is tested through the generation and evaluation of different routes for the treatment of plastic waste materials, with a special focus on chemical recycling. © 2021",Chemical recycling; Circular economy; Material upcycling; Ontologies; Plastic waste treatment; Waste-to-resource,Knowledge management; Ontology; Plastic recycling; Assessment procedure; Chemical recycling; Circular economy; ITS applications; Knowledge management tool; Material upcycling; Ontology's; Plastic waste treatment; Potential wastes; Waste-to-resource; Waste treatment,Article,,,,,,
423,31,Wiryomartono B.,The Ontology of Making: Being and Building,2022.0,10.1007/978-3-030-92280-1_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124125925&doi=10.1007%2f978-3-030-92280-1_4&partnerID=40&md5=6df2574facceb96bf5e7285d2677fc3c,"This chapter is about the ontology of the built environment. The task of study for this chapter is to investigate and examine the aspects of presence for the built environment according to human experience in the encounter and interact with its form, function, construction, and material. The task of the search is to unveil, unfold, and divulge the relationship between concepts and phenomena, which are associated with the possibility, actuality, availability, contextuality, historicity, and performance of the built environment. The search is to construct the reality of human habitation. Moreover, the investigation is also to deal with the question of why does humankind builds and dwells on the earth. This study argues that the question is considerably primordial for architectural theory and history; it is expected that being able to respond to the question properly, we can distinguish the presence as a phenomenon from its objectivity. History and theory of architecture need an ontology that explores the sense and essence of why the built environment is the extension of human existence on earth. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Building; Concept; Experience; History; Ontology; The built environment; Truth,,Book Chapter,,,,,,
443,24,"Elshani D., Wortmann T., Staab S.",Towards Better Co-Design with Disciplinary Ontologies: Review and Evaluation of Data Interoperability in the AEC Industry,2022.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139385786&partnerID=40&md5=de7c352df6a3a6e9dcf7851a36352399,"In the building industry, disciplines have specific requirements for capturing, storing and representing information. As a result, one physical object yields several disciplinary representations, allowing designers to describe design options discipline-specifically and thus explore design differently. In a co-design approach, data from disciplines must be integrated and interoperable. But in current practice, interoperability problems between different software often hinders data integration. This paper presents a review and evaluation of interoperability paradigms in centralized, decentralized, and federated data, and it gives AEC application examples for each approach. It discusses data schemas (e.g. IFC) and interoperability tools (e.g. Speckle, BHoM). It also relates the interoperability tools to semantic web standards that are used to share information. It argues the advantages of federated data interoperability and suggests using design tools that employ such a mechanism. Furthermore, this paper suggests developing modular disciplinary ontologies to support collaborative design tools. Such federated interoperability, supported by modular disciplinary ontologies, can provide a solid ground to share and exchange data flexibly. © 2022 Copyright for this paper by its authors.",alignment; Building Information Modelling (BIM); Co-Design; Data mapping; Interoperability; Knowledge representation; Ontologies,Architectural design; Construction industry; Data integration; Interoperability; Ontology; AEC industry; Building industry; Building information modeling; Building Information Modelling; Co-designs; Data interoperability; Data mappings; Knowledge-representation; Modulars; Ontology's; Knowledge representation,Conference Paper,,,,,,
446,340,"Lima C., Yurchyshyna A., Zarli A., Vinot B., Storer G.",Towards a knowledge-based comprehensive approach for the management of (e)regulations in construction,2006.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61849128365&partnerID=40&md5=591b321ababc896e0ecd6d82611381c6,"The Construction Industry is a major user of rules and regulations affecting products and components, project execution and construction activity. Regardless of what or where, buildings and infrastructures are subject to planning and building control, health and safety provision, environmental regulation and much more. Governments publish their rules (laws and regulations) to which Construction products must comply. E-government strategies have been deployed around the world aiming to simplify the application of those rules to control and inspect building projects, but this is not enough. There is still something missing regarding the enforcement and application of such rules on the edge of the e-world. This paper proposes a preliminary insight into innovative work aiming to deliver a sound solution to help the Construction sector to find its place in the even more regulated world. This work is pursued as part of a PhD thesis which has just started. It introduces a formal ontological approach of conformity models for regulations represented through OWL-based ontologies and a set of RuML Rules. The rationale behind the work, its current status, challenges foreseen in the near future are also included in the paper. © 2006 Taylor & Francis Group.",,Buildings; Construction industry; Environmental regulations; Government data processing; Knowledge based systems; Ontology; Building controls; Building projects; Construction activities; Construction products; Construction sectors; Current status; E governments; Health and safeties; Ontological approaches; Phd thesis; Project executions; Rules and regulations; Laws and legislation,Conference Paper,,,,,,
452,301,"Abanda F.H., Tah J.H.M.",Towards developing a sustainable building technology ontology,2008.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861065835&partnerID=40&md5=7da38496a88297af9452aa1af539e8d3,"Construction has a significant effect on human quality of life in the context of sustainable development. The UK government has long recognised this and is taking the lead towards a more sustainable approach to construction processes. Success towards a more sustainable construction can be achieved if the stakeholders are informed of the new technologies, innovations and knowledge emerging in the sector. Unfortunately, researchers and practitioners have pin-pointed some limitations with the current approaches in the management of knowledge within the construction sector. Interestingly, Semantic Web technologies, the next generation of the Web technologies, can be used to overcome these limitations. Semantic web technologies can considerably improve information representation, sharing and re-use. This paper investigates the extent to which Semantic Web technologies could be used in representing knowledge on emerging sustainable building technologies. This is done by reviewing the current state-of-the art of sustainable technologies in the UK construction industry. Furthermore, it examines the development of an ontology-driven knowledge base and its usage in the development of a semantic web application.",Ontology-driven knowledge base; Semantic web technology; Sustainability development,Construction process; Construction sectors; Information representation; Knowledge base; Quality of life; Semantic web applications; Semantic Web technology; State of the art; Sustainable building; Sustainable construction; Sustainable technology; UK construction industry; Web technologies; Construction industry; Intelligent buildings; Knowledge based systems; Project management; Research; Sustainable development; Technology,Conference Paper,,,,,,
453,217,"Roos K., Benevolenskiy A., Scherer R.J.",Towards knowledge-based process configuration in construction,2014.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912544234&partnerID=40&md5=b67ebac8b58aadf59edbc758813335f1,"The essential characteristics of the construction processes are the continuous flow of information and close communication between the participants involved in the construction project. In a significantly large project, where the construction site extends to thousands of hectares and many construction companies, each with different software, are involved, different data models, various standards, the coordination and effective exchange of information can lead to difficulties in quick process configuration. Therefore, a higher-level structure, which would encapsulate the heterogeneity of the distributed environment by providing of common-shared ontological definitions, plays an important role. So the ontology-based approach benefits in consideration of the existing problems. The configuration flexibility is supported by the rule-based applications. In addition, intelligent solutions can be obtained by applying of different building strategies that can optimize the process flow. The processes, ontologies and rules can be presented as different types of knowledge enabling as a combination of an efficient knowledge-based process configuration.",,Construction industry; Intelligent computing; Ontology; Configuration flexibility; Construction companies; Distributed environments; Essential characteristic; Exchange of information; Intelligent solutions; Knowledge-based process; Process configuration; Knowledge based systems,Conference Paper,,,,,,
460,0,"Eray E., Sanchez B., Haas C.",Usage of interface management system in adaptive reuse of buildings,2019.0,10.3390/buildings9050105,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071694534&doi=10.3390%2fbuildings9050105&partnerID=40&md5=5d8be821c28ae1614156969f64cf1a69,"Adaptive reuse of buildings is considered a superior alternative for new construction in terms of sustainability and a disruptive practice in the current capital project delivery model for the renewal of today's built environment. In comparison to green-field construction projects, adaptive reuse projects require distinct stages, definition of interfaces, decision gates, and planning methods in order to secure the success of the building project. Unfortunately, little research has been done regarding establishing feasible systems for the planning, assessment, and management of adaptive reuse projects, leading to underperforming building projects outcomes. Interface management (IM) can improve renovation projects outcomes by defining appropriate ways to identify, record, monitor, and track project interfaces. IM has the potential of bringing cost and time benefits during adaptive reuse projects execution. The aim of this study is to develop a reference framework for implementing IM for adaptive reuse projects. First, the inefficiencies of redevelopment projects are explained inside of a circular economy (CE) context. Second, an ontology of IM for adaptive reuse projects is defined based on the current barriers to adaptive reuse and the most common interface problems in construction projects. Third, the defined ontology is expanded through a case study by showing examples of adaptive reuse barriers on a case project, and how IM could have been part of the solution for these problems. Finally, this study concludes with the suggestions on interface management systems (IMS) implementation for future adaptive reuse projects. © 2019 by the authors.",Adaptive reuse of buildings; Barriers in adaptive reuse projects; Circular economy; Interface management system; Interface problems in construction projects,,Article,,,,,,
462,18,"Schlachter A., Rasmussen M.H., Karlshøj J.",Using Linked Building Data for managing temporary construction items,2022.0,10.1016/j.autcon.2022.104258,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129644349&doi=10.1016%2fj.autcon.2022.104258&partnerID=40&md5=6648fd3dfec5a04d5811f4688fb33975,"For decades, the construction industry has experienced poor productivity due to challenges such as increasing project complexity and a fragmented project environment. Even though some technological innovations around Building Information Modeling (BIM) might have the potential to overcome these challenges, data integration across disciplines, companies and software solutions is yet to be solved entirely. Trending advancements try to enrich existing BIM data using Linked Data technologies to semantically describe the building information and facilitate data integration. By that, project data from different data sources is made available in an accessible format, so project participants can use it for their planning efforts. In this paper we explore the use of Linked Building Data (LBD) on a specific use case to answer the question of how the planning of Temporary Construction Items (TCIs) can be improved by integrating data and automating the demand calculation. A literature review concludes that TCIs only experience little attention in the current planning of construction projects but have a critical impact on the outcome of a project. Thus, the objective of this paper is to develop standard ontologies to provide a semantically rich terminology of the data and to propose a framework for TCI consideration within a BIM based project delivery system. A prototype solution is developed, taking formwork as a TCI representative. The result is a process for automatically creating a TCI utilization plan that quantifies the precise time- and location-based on-site TCI demand by integrating data from BIM, Location-Based Scheduling (LBS) and TCI information. Based on the results of prototyping and findings from expert interviews, this research integrates the solution into the process of construction and finally proposes two implementation scenarios for the solution – one being based on the current industry situation and one exploring the future vision of a more integrated and decentralized project delivery in the construction industry. © 2022 Elsevier B.V.",BIM; Linked Building Data; Temporary construction items,Architectural design; Construction; Construction industry; 'current; Building Information Modelling; Linked building data; Location based; Project complexity; Project environment; Software solution; Technological innovation; Temporary construction; Temporary construction item; Data integration,Review,,,,,,
470,208,Törmä S.,Web of building data - Integrating IFC with the web of data,2015.0,10.1201/b17396-27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907360627&doi=10.1201%2fb17396-27&partnerID=40&md5=529539cd518f1f9da66e764795d0d9e1,"Massive amount of data is created about built environment: building codes, urban plans, infrastructure data, catalogs of building materials/components, building information and facility management models, indoor maps, sensor data streams, etc. But how could different parties efficiently use data produced by others? IFC standard has provided a common ontology across BIM models but so far there has not been a realistic overall paradigm for management of interrelated building data. Web of Data technologies - Semantic Web/Linked Data - can be used to interlink distributed building-related data with connections to activities, social networks, and business operations in buildings. IFC and Web of Data can have complementary roles in cross-model linking. IFC provides the ontology, detailed geometry, and existing export functions.Web of Data enables publishing, accessing, querying, and linking of data, and description of datasets. We discuss how to combine these technologies and what challenges remain. © 2015 Taylor & Francis Group.",,Architectural design; Building codes; Office buildings; Ontology; Process engineering; Social sciences computing; Built environment; Business operation; Cross model; Facility management; Ifc standards; In-buildings; Sensor data; Web of datum; Data integration,Conference Paper,,,,,,
