Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
[No author name available],[No author id available],"16th International Conference on Knowledge-Based and Intelligent Information and Engineering Systems, KES 2012",2013,"Communications in Computer and Information Science","246 CCIS",,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904607120&partnerID=40&md5=e1218e1b2330de2db14440ab74d16c6f",,"","The proceedings contain 21 papers. The special focus in this conference is on Information and Engineering Systems. The topics include: Brain activity measurement for the scores of on-line English grammar tests with white and blue backgrounds; loss aversion behavior utterances extraction in internet with expected utility; extracting market trends from the cross correlation between stock time series; text-shared collaboration in second language using groupware for an idea generation; capturing and scaling up concurrent transactions in uncertain databases; impact of circularity analysis on classification results; an evolved cellular automata based approach to hyperspectral image processing; bootstrapped dendritic classifiers in MRI analysis for Alzheimer's disease recognition; an analytic aggregation-based ontology alignment approach with multiple matchers; intelligent texture reconstruction of missing data in video sequences using neural networks; using multi-agent systems to enhance the level of autonomy in unmanned vehicles; experts' agreement support for distributed engineering knowledge modelling; teams of agents for solving the resource-constrained project scheduling problem; integrating ultra mobile devices in tactical defence environments through middleware; computational approach for measuring the tear film break-up time in an unsupervised manner; an efficient method of characterization of the bad debt customers in the mail order industry and wearable smart system for physical activity support.",,,Conference Review,"Final","",Scopus,2-s2.0-84904607120
"McGinn C.","36976193600;","Truth by Analysis: Games, Names, and Philosophy",2012,"Truth by Analysis: Games, Names, and Philosophy",,,,"1","304",,26,"10.1093/acprof:oso/9780199856145.001.0001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920418285&doi=10.1093%2facprof%3aoso%2f9780199856145.001.0001&partnerID=40&md5=0650f95d20cc7a367d6662c69e98a230","University of Miami, United States","McGinn, C., University of Miami, United States","What kind of subject is philosophy? This book takes up this perennial question, defending the view that philosophy consists of conceptual analysis, construed broadly. Conceptual analysis is understood to involve the search for de re essences, but the book takes up various challenges to this meta-philosophy: that some concepts are merely family resemblance concepts with no definition in terms of necessary and sufficient conditions (""game"", ""language""); that it is impossible to provide sufficient conditions for some philosophically important concepts without circularity (""knowledge"", ""intentional action""); that there exists an unsolved paradox of analysis; that there is no well-defined analytic-synthetic distinction; that names have no definition; and that conceptual analysis is not properly naturalistic. Ultimately, the text finds none of these objections convincing: analysis emerges as both possible and fruitful. At the same time, it rejects the idea of the ""linguistic turn"", arguing that analysis is not directed to language as such, but at reality. Going on to distinguish several types of analysis, with an emphasis on classical decompositional analysis, this book shows different philosophical traditions to be engaged in conceptual analysis when properly understood. Philosophical activity has the kind of value possessed by play, the text claims, which differs from the kind of value possessed by scientific activity. The book concludes with an analytic discussion of the prospects for traditional ontology and the nature of instantiation. © 2012 Oxford University Press. All rights reserved.","Conceptual analysis; De re essences; Decompositional analysis; Game; Intentional action; Knowledge; Language; Linguistic turn; Philosophy",,Book,"Final","",Scopus,2-s2.0-84920418285
"Liu J.N.K., Wang K., He Y.-L., Wang X.-Z.","55851927700;36657954700;56337386000;9734213500;","Formal representation and verification of ontology using state controlled Coloured Petri Nets",2012,"Reliable Knowledge Discovery",,,,"269","290",,1,"10.1007/978-1-4614-1903-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897424892&doi=10.1007%2f978-1-4614-1903-7&partnerID=40&md5=c98b3def6a9badfaf1bf277f3ba1d5c2","Department of Computing, The Hong Kong Polytechnic University, Hong Kong; School of Management, Shanghai University, Shanghai, China; College of Mathematics and Computer Science, Hebei University, Baoding, China","Liu, J.N.K., Department of Computing, The Hong Kong Polytechnic University, Hong Kong; Wang, K., School of Management, Shanghai University, Shanghai, China; He, Y.-L., College of Mathematics and Computer Science, Hebei University, Baoding, China; Wang, X.-Z., College of Mathematics and Computer Science, Hebei University, Baoding, China","Ontologies are widely used in many areas. Different automatic or semiautomatic extraction techniques have been proposed for building domain ontology in recent years. The correctness of the extracted ontology, however, has often been ignored or not verified formally. With increasingly complex and sophisticated realworld domains, the issue of correctness and verification of ontology is becoming more important. This chapter proposes a formal technique for ontology representation and its verification, based on State Controlled Coloured Petri Net (SCCPN), which is a high level net combining Coloured Petri Net and State Controlled Petri Net. It provides the capability of detection and identification of potential anomalies in ontology. We first describe the formal representation of ontology by SCCPN. The definition of SCCPN for modeling ontologies and the mapping between them are presented in detail. Moreover, the ontology inference in SCCPN is also formulated with specified inference mechanisms. After modeling ontology by SCCPN, the formal verification of potential anomalies (including redundancy, circularity and contradiction) is discussed. It is based on the reachable markings generated by transition firings in the Petri nets. © Springer Science+Business Media, LLC 2012. All rights reserved.",,"Formal verification; Petri nets; Software agents; Capability of detection; Coloured Petri Nets; Extraction techniques; Formal representations; Inference mechanism; Ontology representations; Real world domain; Transition firings; Ontology",Book Chapter,"Final","",Scopus,2-s2.0-84897424892
"Warzoszczak P.","55497491700;","The later carnap and contemporary metaphysical debates. Part II, was the later carnap a proponent of epistemicism? [Późny Carnap a współczesne spory ontologiczne. Cz. II. Czy Carnap był zwolennikiem epistemizmu?]",2012,"Filozofia Nauki","20","4",,"45","62",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872070479&partnerID=40&md5=36a003b44980ca8e8b80ac24ddd8af7c","Instytut Filozofii, Uniwersytet Szczeciński, ul. Krakowska 71-79, 71-004 Szczecin, Poland","Warzoszczak, P., Instytut Filozofii, Uniwersytet Szczeciński, ul. Krakowska 71-79, 71-004 Szczecin, Poland","In the paper I consider the prospects of interpreting late Carnap views on ontology as being in part a sort of epistemism. More precisely, I argue that the theses that he maintained in the Empirism, Semantics, and Onotology and the volume of The Library of Living Philosophers devoted to his philosophy put him close to proponents of epistemicism, according to which ontological debates over truth-values of metaphysical theses need not to be verbal disputes, but the prospects of resolving them are meager, since there are no evidences that could support either given metaphysical thesis or its negation. Most likely, Carnap should be read as a proponent of a more radical version of this view, since he maintained that in principle there are no such evidences. I find this view fit well with Carnap's argumentative strategy against substantial character of metaphysical debates, since he stresses the lack of evidences in favour of or against metaphysical claims as the main reason for his deflationism in ontology. However, what is the most worrisome in taking this route of interpreting late Carnap views on ontology is that among the presuppositions of epistemicism is the thesis that one can make sense of the talk about truth-values of metaphysical claims, whereas Carnap maintained they lack truth-values due to lack of cognitive contents. But taking the change of his view on the nature of semantic values in the volume of The Library of Living Philosophers devoted to his philosophy, where he claimed that extralinguistic entities should serve a role of semantic values and the notion of truth should be defined relatively to a given interpretation in a given model, I find his opinion on metaphysical claims unjustified, since one can define the the notion of truth for these claims relatively to models and hence make a talk about their truth values (relatively to models) sensible. It doesn't follow from that that one can also make a sense of a claim being absolutely true, since it would require to take one model to be special one in the sense that it fits the way reality is, which is something that the proponent of epistemicism deny on the ground that there are no evidences that could be taken to show that one of the models of a given language is special in this respect. I also discuss applications of the inference to the best explanation in argumentation in favour of various sorts of realism and argue that this kind of argumentation always leaves room for some ontological dispute between parties from which one deny the existence of entities that the other argued for through application of the inference to the best explanation and hence that no metaphysical debate can be resolved by application of the inference to the best explanation under the threat of circularity. The paper is the continuation of considerations made in my paper The Later Carnap and Contemporary Metaphysical Debates. Part I, in which I've argued that one can treat Carnap to be also a proponent of fictionalism. In effect, Carnap's deflationism in ontology seems to be a combination of fictionalism and epistemicism.","Carnap; Deflationism; Epistemicism; Fictionalism; Metaontology; Ontology",,Article,"Final","",Scopus,2-s2.0-84872070479
"Meng Y.","55872120900;","An investigation on the circulation economical patterns based on the ecology philosophy",2012,"Advanced Materials Research","361-363",,,"1039","1042",,,"10.4028/www.scientific.net/AMR.361-363.1039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80555146660&doi=10.4028%2fwww.scientific.net%2fAMR.361-363.1039&partnerID=40&md5=2fad4c337254071b7371c35a0475a05e","Business School, Jiangxi Normal University, Nanchang, Jiangxi, China","Meng, Y., Business School, Jiangxi Normal University, Nanchang, Jiangxi, China","The circulation economy guides the economic activity through both of the ecology rules and movements of the materials circulation in ecosystem. The purpose of the circulation economy is to change the traditional economical development pattern by the ways of recycling the resources so that a new economic system that conforms the ecology rules would be constructed. It is highly significant to conduct the research of the circulation economical strategy of enterprise development on the basis of ecology's basic philosophy. This study, from the perspective of ecological economics, has analyzed application of the ecology principles in circulation economy process of the enterprise development. © (2012) Trans Tech Publications, Switzerland.","Circular economy; Development pattern; Ecological economics","Circular economy; Development pattern; Ecological economics; Economic activities; Economic system; Economical development; Economical strategy; Enterprise development; Ecology; Economics; Ontology; Planning; Sustainable development; Economic and social effects",Conference Paper,"Final","",Scopus,2-s2.0-80555146660
"Stjernberg F.","35575120400;","Brandom's five-step program for modal health",2009,"CEUR Workshop Proceedings","444",,,"","",5,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888083585&partnerID=40&md5=6dc24611954c25f0690778479a3bfea3","Linkoping University, Sweden","Stjernberg, F., Linkoping University, Sweden","In Chapter 4 of his (2008), Robert Brandom presents an argument to show how our modal thought and thought about counterfactuals is legitimate and indispensable. I find myself in substantial agreement with much of the reasoning, but there are a few things worth discussing (I hope!). I discuss a few issues regarding the argument: First, how bad is the problem it is supposed to solve? Second, how much does the argument prove? Third, can a thoroughgoing pragmatist theory, cashing out modality in terms of commitments, get off the ground? And finally, is there a problematic circularity in the Kant-Sellars thesis?",,"Counterfactuals; Ontology",Conference Paper,"Final","",Scopus,2-s2.0-84888083585
[No author name available],[No author id available],"Proceedings of the 6th European Lisp Workshop: European Conference on Object-Oriented Programming, ELW'09",2009,"Proceedings of the 6th European Lisp Workshop: European Conference on Object-Oriented Programming, ELW'09",,,,"","",35,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-71949115201&partnerID=40&md5=a88c62a2daa3b484aedc0555be9f39e9",,"","The proceedings contain 4 papers. The topics discussed include: TIM/WIM: a set of tools to interface modelling in biology; multi-core parallelization in Clojure - a case study; using common Lisp to prototype offline work in web applications for rich domains; and meta-circularity and MOP in common Lisp for OWL full.",,,Conference Review,"Final","",Scopus,2-s2.0-71949115201
"Koide S., Takeda H.","36958437700;7403064748;","MetaCircularity and MOP in common lisp for OWL full",2009,"Proceedings of the 6th European Lisp Workshop: European Conference on Object-Oriented Programming, ELW'09",,,,"28","34",,4,"10.1145/1562868.1562872","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450164195&doi=10.1145%2f1562868.1562872&partnerID=40&md5=e316dcf9b7451104a9dafe27ca129f34","Graduate University for Advanced Studies, (SOKENDAI) 2-1-2 Hitotsubashi, Chiyodaku, Tokyo 1018430, Japan; National Institute of Informatics, SOKENDAI 2-1-2 Hitotsubashi Chiyodaku, Chiyodaku Tokyo 1018430, Japan","Koide, S., Graduate University for Advanced Studies, (SOKENDAI) 2-1-2 Hitotsubashi, Chiyodaku, Tokyo 1018430, Japan; Takeda, H., National Institute of Informatics, SOKENDAI 2-1-2 Hitotsubashi Chiyodaku, Chiyodaku Tokyo 1018430, Japan","We have developed an OWL (Web Ontology Language) Full language processor, SWCLOS, for processing semantic web pages on top of the Common Lisp Object System (CLOS). To implement the OWL Full level of capability, we leveraged the dynamic and reflective features of CLOS. The metamodeling capability of CLOS is utilized to realize the metamodeling capability of Resource Description Framework (RDF) and OWL Full. The native computational model of CLOS is changed into the model of RDF and OWL by using the Meta-Object Protocol (MOP) in CLOS. Although the metamodeling specifications in CLOS are firmly established in the Common Lisp community, the semantics is not yet fully developed, since Common Lisp does not have formal semantics. In this paper, we focus on metamodeling in CLOS. We point out that the architecture of CLOS in the metamodeling is the same as in RDF and clarify the denotational semantics of CLOS in comparison with the RDF semantics. Copyright 2009 ACM.","Clos; Denotational semantics; Extensional semantics; Membership circularity; Meta-programming; Metacircularity; Metamodeling; Mop; Owl; Owl full; Rdf; Rdfs; Semantic web","Clos; Denotational semantics; Membership circularity; Meta Programming; Metamodeling; Computational linguistics; Formal logic; Formal methods; Internet protocols; Linguistics; LISP (programming language); Multiobjective optimization; Object oriented programming; Ontology; Semantic Web; Semantics",Conference Paper,"Final","",Scopus,2-s2.0-70450164195
"DeGraff M.","57203013268;","Language acquisition in creolization and, thus, language change: Some Cartesian-Uniformitarian boundary conditions",2009,"Linguistics and Language Compass","3","4",,"888","971",,35,"10.1111/j.1749-818X.2009.00135.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73649112051&doi=10.1111%2fj.1749-818X.2009.00135.x&partnerID=40&md5=6ebcb7dff229299e58662b97b1336ace","MIT Linguistics and Philosophy, United States","DeGraff, M., MIT Linguistics and Philosophy, United States","This essay prescribes some broad 'Cartesian-Uniformitarian' boundary conditions for linguistic hypotheses about Creole formation. These conditions make constructive connections between Creole studies, historical linguistics and language-acquisition research. Here 'Cartesian' has a mentalist sense, as in Chomsky (1966): I consider the formation of so-called 'Creole' languages to be ultimately reducible to the creation, in certain sociohistorical contexts, of certain idiolects (i.e., individual internal, or 'I-', languages) in the minds of the 'first ""Creole"" speakers'. To avoid circularity, my use of the term 'Creole' in the phrase 'first ""Creole"" speakers' combines some of its original ethno-historical senses: I use the word 'Creole', in this particular context, to refer to the non-indigenous people of African or European descent that were born and raised in the colonial New World, in opposition to those that were born and raised in the Old Worlds of Africa and Europe. The term 'Uniformitarian' evokes Neogrammarian approaches to language change, as advocated, for example, by Osthoff and Brugmann (1878) and Paul (1890). It summarizes my fundamental working assumption that no sui generis or exceptional linguistic processes need to be postulated in order to explain the creation of these languages that have come to be labeled 'Creole': these languages were created by the same psycholinguistic mechanisms that are responsible for the creation of (I-)languages, and for linguistic diachronic patterns, everywhere else. Therefore, 'Creole' languages cannot be distinguished a priori from non-'Creole' languages on any linguistic-theoretical criteria - and 'Creole' languages can be genetically classified by the Comparative Method, on a par with non-'Creole' languages. Such assumptions go against popular claims about Creole genesis such as those in, for example, Thomason and Kaufman (1988), Lefebvre (1998) and Bickerton (1999). In establishing these Cartesian-Uniformitarian guidelines, I correct category mistakes that fail to distinguish explanations that apply to I-languages from explanations that apply to E(xternal)-languages and other social-group phenomena that I-languages are implicated in. One such category mistake concerns the ontology and time course of innovations in specific I-languages vs. their spread across populations of I-languages and into E-language communal norms. Then I investigate the possible - and impossible - contributions of first-language acquisition and second-language acquisition to 'creolization'. In particular, I take my cues from: (i) studies of language- and dialect-contact situations where children and adults seem to play observably distinct roles; and (ii) recent discoveries about instances of Sign Language acquisition and creation where the Primary Linguistic Data seem remarkably restricted. As for elucidating the limits on the restructuring capacities of children and adults, and their respective contributions to language creation and change, it is epistemologically safer to investigate instances of diachronic development that are more recent than the now unobservable early stages of 'creolization'. Throughout this essay, I use the term 'creolization' strictly as an a-theoretical abbreviation for the longer phrase 'development of these languages that, for sociohistorical reasons, have been labeled ""Creole"" '. In the perspective sketched here, creolization is just another instance of language change - or 'language evolution', in Mufwene's (2001, 2008) sense - the investigation of which is to shed light on Universal Grammar. © 2009 Blackwell Publishing Ltd.",,,Article,"Final","",Scopus,2-s2.0-73649112051
"Pesquita C., Faria D., Bastos H., Ferreira A.E.N., Falcão A.O., Couto F.M.","24467133700;35247987600;24502918400;8732081800;7006331395;6603489917;","Metrics for GO based protein semantic similarity: A systematic evaluation",2008,"BMC Bioinformatics","9","SUPPL. 5","S4","","",,253,"10.1186/1471-2105-9-S5-S4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-47149083877&doi=10.1186%2f1471-2105-9-S5-S4&partnerID=40&md5=c5544b631f9872e3c7c13b45a46aee8a","XLDB, Departamento de Informática, Universidade de Lisboa, Campo Grande - Edifício C6, Lisboa, Portugal; Centro de Química e Bioquímica, Departmento de Química e Bioquimica, Universidade de Lisboa, Campo Grande - Edificio C8, Lisboa, Portugal","Pesquita, C., XLDB, Departamento de Informática, Universidade de Lisboa, Campo Grande - Edifício C6, Lisboa, Portugal; Faria, D., XLDB, Departamento de Informática, Universidade de Lisboa, Campo Grande - Edifício C6, Lisboa, Portugal; Bastos, H., XLDB, Departamento de Informática, Universidade de Lisboa, Campo Grande - Edifício C6, Lisboa, Portugal; Ferreira, A.E.N., Centro de Química e Bioquímica, Departmento de Química e Bioquimica, Universidade de Lisboa, Campo Grande - Edificio C8, Lisboa, Portugal; Falcão, A.O., XLDB, Departamento de Informática, Universidade de Lisboa, Campo Grande - Edifício C6, Lisboa, Portugal; Couto, F.M., XLDB, Departamento de Informática, Universidade de Lisboa, Campo Grande - Edifício C6, Lisboa, Portugal","Background: Several semantic similarity measures have been applied to gene products annotated with Gene Ontology terms, providing a basis for their functional comparison. However, it is still unclear which is the best approach to semantic similarity in this context, since there is no conclusive evaluation of the various measures. Another issue, is whether electronic annotations should or not be used in semantic similarity calculations. Results: We conducted a systematic evaluation of GO-based semantic similarity measures using the relationship with sequence similarity as a means to quantify their performance, and assessed the influence of electronic annotations by testing the measures in the presence and absence of these annotations. We verified that the relationship between semantic and sequence similarity is not linear, but can be well approximated by a rescaled Normal cumulative distribution function. Given that the majority of the semantic similarity measures capture an identical behaviour, but differ in resolution, we used the latter as the main criterion of evaluation. Conclusions: This work has provided a basis for the comparison of several semantic similarity measures, and can aid researchers in choosing the most adequate measure for their work. We have found that the hybrid simGIC was the measure with the best overall performance, followed by Resnik's measure using a best-match average combination approach. We have also found that the average and maximum combination approaches are problematic since both are inherently influenced by the number of terms being combined. We suspect that there may be a direct influence of data circularity in the behaviour of the results including electronic annotations, as a result of functional inference from sequence similarity. © 2008 Pesquita et al.; licensee BioMed Central Ltd.",,"Combination approaches; Electronic annotations; Gene ontology terms; Normal cumulative distribution function; Semantic similarity; Semantic similarity measures; Sequence similarity; Systematic evaluation; Semantics; article; computer program; controlled study; data analysis; genetic analysis; genetic similarity; information processing; intermethod comparison; molecular biology; quantitative analysis; sequence homology; system analysis; algorithm; artificial intelligence; automated pattern recognition; biology; classification; gene expression profiling; genetics; linguistics; methodology; normal distribution; protein database; reference value; semantics; sensitivity and specificity; sequence homology; standard; statistics; structure activity relation; ultrastructure; protein; Algorithms; Artificial Intelligence; Computational Biology; Databases, Protein; Gene Expression Profiling; Normal Distribution; Pattern Recognition, Automated; Proteins; Reference Standards; Reference Values; Semantics; Sensitivity and Specificity; Sequence Homology; Structure-Activity Relationship; Vocabulary, Controlled",Article,"Final","",Scopus,2-s2.0-47149083877
"Loebe F., Herre H.","36887467300;7004478721;","Formal semantics and ontologies: Towards an ontological account of formal semantics",2008,"Frontiers in Artificial Intelligence and Applications","183","1",,"49","62",,9,"10.3233/978-1-58603-923-3-49","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875951179&doi=10.3233%2f978-1-58603-923-3-49&partnerID=40&md5=1acc2737ce54797779d58ec5bee7e2e0","Department of Computer Science, University of Leipzig, P.O. Box 100920, 04009 Leipzig, Germany; IMISE, University of Leipzig, Germany","Loebe, F., Department of Computer Science, University of Leipzig, P.O. Box 100920, 04009 Leipzig, Germany; Herre, H., IMISE, University of Leipzig, Germany","Formal ontology relies on representation languages for expressing ontologies. This involves the formal semantics of these languages which is typically based on a limited set of abstract mathematical notions. In this paper, we discuss the interplay between formal semantics and the intended role of ontologies as semantic foundation. In this connection a circularity is identified if ontologies are to determine the conceptual equivalence of expressions. This is particularly relevant for ontologies which are to be provided in multiple formalisms. In order to overcome this situation, ontological semantics is generally defined as a novel kind of semantics which is purely and directly based on ontological entities. We sketch a specific application of this semantics to the syntax of first order logic. In order to beneficially rely on theoretical results and reasoning systems, an approximation of the proposed semantics in terms of the conventional approach is established. This results in a formalization method for first order logic and a translation-based variant of ontological semantics. Both variants involve an ontology for their application. In the context of developing a top-level ontology, we outline an ontology which serves as a meta-ontology in applying ontological semantics to the formalization of ontologies. Finally, resolved and remaining issues as well as related approaches are briefly discussed. © 2008 The authors and IOS Press. All rights reserved.","first order logic; formal semantics; ontological semantics; ontology","Computational linguistics; Formal logic; Ontology; Semantics; Conventional approach; First order logic; Formal Semantics; Formalization method; Mathematical notion; Reasoning system; Representation languages; Semantic foundation; Formal methods",Conference Paper,"Final","",Scopus,2-s2.0-84875951179
"Wittmer C.R., Phelps J.A., Saltzman W.M., Van Tassel P.R.","8602704200;15049903900;7005004601;7006625683;","Fibronectin terminated multilayer films: Protein adsorption and cell attachment studies",2007,"Biomaterials","28","5",,"851","860",,186,"10.1016/j.biomaterials.2006.09.037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750512379&doi=10.1016%2fj.biomaterials.2006.09.037&partnerID=40&md5=efad1ce6aa5ad8942993160f3aecb8e1","Department of Chemical Engineering, Yale University, P.O. Box 208286, New Haven, CT 06520, United States; Department of Biomedical Engineering, Yale University, P.O. Box 208260, New Haven, CT 06520, United States","Wittmer, C.R., Department of Chemical Engineering, Yale University, P.O. Box 208286, New Haven, CT 06520, United States; Phelps, J.A., Department of Chemical Engineering, Yale University, P.O. Box 208286, New Haven, CT 06520, United States; Saltzman, W.M., Department of Biomedical Engineering, Yale University, P.O. Box 208260, New Haven, CT 06520, United States; Van Tassel, P.R., Department of Chemical Engineering, Yale University, P.O. Box 208286, New Haven, CT 06520, United States","Electrostatically driven layer-by-layer (LbL) assembly is a simple and robust method for producing structurally tailored thin film biomaterials, of thickness ca. 10 nm, containing biofunctional ligands. We investigate the LbL formation of multilayer films composed of polymers of biological origin (poly(l-lysine) (PLL) and dextran sulfate (DS)), the adsorption of fibronectin (Fn)-a matrix protein known to promote cell adhesion-onto these films, and the subsequent spreading behavior of human umbilical vein endothelial cells (HUVEC). We employ optical waveguide lightmode spectroscopy (OWLS) and quartz crystal microgravimetry with dissipation (QCMD) to characterize multilayer assembly in situ, and find adsorbed Fn mass on PLL-terminated films to exceed that on DS terminated films by 40%, correlating with the positive charge and lower degree of hydration of PLL terminated films. The extent and initial rate of Fn adsorption to both PLL and DS-terminated films exceed those onto the bare substrate, indicating the important role of electrostatic complexation between negatively charged protein and positively charged PLL at or near the film surface. We use phase-contrast optical microscopy to investigate the time-dependent morphological changes of HUVEC as a function of layer number, charge of terminal layer, and the presence of Fn. We observe HUVEC to attach, spread, and lose circularity on all surfaces. Positively charged PLL-terminated films exhibit a greater extent of cell spreading than do (negatively charged) DS-terminated films, and spreading is enhanced while circularity loss is suppressed by the presence of adsorbed Fn. The number of layers plays a significant role only for DS-terminated films with Fn, where spreading on a bilayer greatly exceeds that on a multilayer, and PLL-terminated films without Fn, where initial spreading is significantly higher on a monolayer. We observe initial cell spreading to be followed by retraction (i.e. decreased cell area and circularity with time) for films without Fn, and for DS-terminated films with Fn. Overall, the Fn-coated PLL monolayer and the Fn-coated PLL-terminated multilayer are the best performing films in promoting cell spreading. We conclude the presence of Fn to be an important factor (more so than film charge or layer number) in controlling the interaction between multilayer films and living cells, and thus to represent a promising strategy toward in vivo applications such as tissue engineering. © 2006 Elsevier Ltd. All rights reserved.","Dextran sulfate; Endothelial cell; Fibronectin; Layer-by-layer; Poly(l-lysine); Protein adsorption","Adsorption; Cells; Optical microscopy; Plastic films; Proteins; Spectroscopic analysis; Dextran sulfate; Endothelial cells; Fibronectin; Layer-by-layer; Poly(l-lysine); Protein adsorption; Multilayers; biomaterial; dextran sulfate; fibronectin; matrix protein; polylysine; polymer; adsorption; article; cell adhesion; complex formation; controlled study; correlation analysis; crystal; endothelium cell; film; gravimetry; human; human cell; hydration; microgravity; microscopy; morphology; priority journal; spectroscopy; tissue engineering; umbilical vein; Adsorption; Biocompatible Materials; Cell Adhesion; Cells, Cultured; Dextran Sulfate; Electrostatics; Endothelium, Vascular; Fibronectins; Humans; Models, Chemical; Polylysine; Proteins; Spectrophotometry; Surface Properties; Tissue Engineering",Article,"Final","",Scopus,2-s2.0-33750512379
"He Z.-W., Chen J.-L.","27170584500;7501878050;","Restricted ontology similarity",2006,"Jisuanji Xuebao/Chinese Journal of Computers","29","6",,"858","866",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746575089&partnerID=40&md5=7fa5505242dffcf23b9b62208827f6fc","State Key Laboratory of Networking and Switching, Beijing University of Posts and Telecommunications, Beijing 100876, China","He, Z.-W., State Key Laboratory of Networking and Switching, Beijing University of Posts and Telecommunications, Beijing 100876, China; Chen, J.-L., State Key Laboratory of Networking and Switching, Beijing University of Posts and Telecommunications, Beijing 100876, China","Resources integrated from heterogeneous resources of the Semantic Web are usually transformed to ontologies which based on the same ontology schema and can be used for analysis and data mining. These ontologies are different from each others in the part of instances of classes and properties. A variety of methods can be used for the similarity of these ontologies. Basically they apply pair-wise comparison of entities from each of the ontologies and select the most similar pair. These entities include class, property, instance, data type and so on. However, this task can be restricted in the comparison of instances and relations. A similarity measure is introduced for the similarity of restricted ontologies, which makes use of the specialty of inference in ontology and is a 2-grade ontology similarity technique. Moreover, the 2-grade ontology similarity technique can resolve the problem of circularities in similarity definition.","Ontology retrieval; Ontology similarity; Restricted ontology; Semantic Web","Data mining; Semantics; World Wide Web; XML; Information index; Ontology retrieval; Ontology similarity; Restricted ontology; Semantic Web; Information retrieval",Article,"Final","",Scopus,2-s2.0-33746575089
"Hut P., Alford M., Tegmark M.","35515983700;7005744980;7005575954;","On math, matter and mind",2006,"Foundations of Physics","36","6",,"765","794",,16,"10.1007/s10701-006-9048-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646039691&doi=10.1007%2fs10701-006-9048-x&partnerID=40&md5=c6fb553d63b9311c47d1364e5adc38b2","Institute for Advanced Study, Princeton, NJ 08540, United States; Department of Physics, Campus Box 1105, Washington University, St Louis, MO 63130, United States; Department of Physics, Kavli Inst. for Astrophysics and Space Research, MIT, Cambridge, MA 02139, United States","Hut, P., Institute for Advanced Study, Princeton, NJ 08540, United States; Alford, M., Department of Physics, Campus Box 1105, Washington University, St Louis, MO 63130, United States; Tegmark, M., Department of Physics, Kavli Inst. for Astrophysics and Space Research, MIT, Cambridge, MA 02139, United States","We discuss the nature of reality in the ontological context of Penrose's math-matter-mind triangle. The triangle suggests the circularity of the widespread view that math arises from the mind, the mind arises out of matter, and that matter can be explained in terms of math. Non-physicists should be wary of any claim that modern physics leads us to any particular resolution of this circularity, since even the sample of three theoretical physicists writing this paper hold three divergent views. Some physicists believe that current physics has already found the basic framework for a complete description of reality, and only has to fill in the details. Others suspect that no single framework, from physics or other sources, will ever capture reality. Yet others guess that reality might be approached arbitrarily closely by some form of future physics, but probably based on completely different frameworks. We will designate these three approaches as the fundamentalist, secular and mystic views of the world, as seen by practicing physicists. We present and contrast each of these views, which arguably form broad categories capturing most if not all interpretations of physics. We argue that this diversity in the physics community is more useful than an ontological monoculture, since it motivates physicists to tackle unsolved problems with a wide variety of approaches. © Springer Science+Business Media, LLC 2006.","Consciousness; Mathematics; Ontology; Physics",,Article,"Final","",Scopus,2-s2.0-33646039691
