,Publication Type,Authors,Article Title,Document Type,Author Keywords,Keywords Plus,Abstract,Publication Date,Publication Year,DOI,DOI Link
158,J,"Ramyar, R",Learning from tradition: The role of environment perception layers in space making-the case of the Persian Garden,Article,Garden layers; Human-space interaction; The Persian garden; Perception model,,"Extensive geographical and temporal uses of a built environment with a unique characteristic and spatial pattern indicates timelessness qualities of the space. The organic qualities, which originated from within us and differentiated by inspiration from specific local ontology, have been perceived by different people in different periods of time. In order to identify the effectiveness of these environments, this paper studies and analyzes the Persian garden, which was made for recreation, was designed to fully engage the people, and respond to their spatial needs for the relaxation. This paper analyzed the Persian garden with local epistemological science and ancient literature to probe human understanding of space and to provide a model of the multi-layer perception of the environment, which helps us to understand the reason of why visitors perceive the environment appealing and to make effective use of these qualities in creating today spaces.",JUN,2020.0,10.1016/j.jum.2020.02.002,0.0
124,C,"Ferguson, H; Vardeman, C; Nabrzyski, J",Linked Data View Methodology and Application to BIM Alignment and Interoperability,Proceedings Paper,Big Data; Linked Data Platform; Interoperability; REST APIs; Linked Data; Semantic Web; Building Information; Modeling; Ontology Alignment; Spatial Data Modeling,ONTOLOGY,"Building Information Modeling needs better strategies for schema interoperability in order to begin solving some of the problems the building industry faces including discrepancies in simulation tool data, missing or incorrect data, and gaps in data sourcing transparency. Addressing these challenges so far has often resulted in further siloed translation tools that only work for the few formats for which they were built. An application of Linked Data Views (or Semantic Views) is presented as part of a larger, modular, and extensible framework that provides a method to automatically query, understand, and translate BIM instances into Linked Data. This bypasses the need for individual translators in order to access the multitude of simulations tools, allows multiple data stores to be compared properly for more accurate Decision Support, and can be connected to other Linked Data for verifying, correcting, and extending our knowledge through available resources in multiple locations.",,2016.0,,
200,J,"Langevin, J",Longitudinal dataset of human-building interactions in US offices,Article; Data Paper,,OCCUPANT BEHAVIOR; THERMAL COMFORT; ENERGY USE; MODELS; IMPACT; ONTOLOGY; WINDOWS; FIELD,"Adaptive interactions between building occupants and their surrounding environments affect both energy use and environmental quality, as demonstrated by a large body of modeling research that quantifies the impacts of occupant behavior on building operations. Yet, available occupant field data are insufficient to explore the mechanisms that drive this interaction. This paper introduces data from a one year study of 24 U.S. office occupants that recorded a comprehensive set of possible exogenous and endogenous drivers of personal comfort and behavior over time. The longitudinal data collection protocol merges individual thermal comfort, preference, and behavior information from online daily surveys with datalogger readings of occupants' local thermal environments and control states, yielding 2503 survey responses alongside tens of thousands of concurrent behavior and environment measurements. These data have been used to uncover links between the built environment, personal variables, and adaptive actions, and the data contribute to international research collaborations focused on understanding the human-building interaction.",NOV 26,2019.0,10.1038/s41597-019-0273-5,0.0
12,C,"Zeiler, W; van Houten, R; Boxem, G; van der Velden, J; Wortel, W; Haan, JF; Noom, P; Kamhuis, R; Hommelberg, M; Broekhuizen, H",MULTI-AGENTS FOR ENERGY EFFICIENT COMFORT Agents for the Energy Infrastructure of the Built Environment: Flexergy,Proceedings Paper,Multi-agents; Built environment; Building Services; Flexergy,ONTOLOGY; DESIGN,"Synergy between end-user, building and the built environment is the ultimate in the intelligent comfort process control concept. This new comfort control technology is based on the use of agent technology and can further reduce energy consumption of buildings while at the same time improve individual comfort. The TU/e (Technische Universiteit Eindhoven) together with Kropman and ECN (Energy research Centre Netherlands) work together in the research for user based preference indoor climate control technology. Central in this approach is the whole building design process including the energy infrastructure which makes it possible to reduce energy consumption by tuning demand and supply of the energy needed to fulfil the comfort demand of the occupants of not just one building but a set of physical or virtual connected buildings.",,2009.0,,
44,J,"Kuschel, GB",Machiavelli's Revolution and Koselleck's Sattelzeit,Article,Machiavelli; Koselleck; Lucretius; contingency; materialism; time,POLITICAL-THOUGHT,"This article suggests that human action in Machiavelli is both materialistic and tempomlized. It further argues that Reinhart Koselleck's view of Machiavelli's understanding of time as historical circularity is misleading. The author is making the case that Machiavelli drew from Lucretian materialism to strip political concepts of content via an animal-materialist anthropology and ontology holding that man, as any animal, is material reality acting under an atomic arrangement wherein no time, whether linear or circular, can exist. The conclusion is that Koselleck's interpretation of the circularity of time in Machiavelli kept him from seeing his role as an antecedent of the conceptual and temporal revolution underlying the Saitelzeit.",,2020.0,10.15388/Problemos.97.4,0.0
130,J,"Li, X; Wu, P; Shen, GQP; Wang, XY; Teng, Y",Mapping the knowledge domains of Building Information Modeling (BIM): A bibliometric approach,Review,Building Information Modeling (BIM); Bibliometrics; Literature review; Knowledge map,ONTOLOGY-BASED APPROACH; AUGMENTED REALITY; SOFTWARE TOOLS; CONSTRUCTION; DESIGN; FRAMEWORK; ADOPTION; SUPPORT; SYSTEM; 3D,"Building Information Modeling (BIM) has been recognized as an emerging technological innovation which can help transform the construction industry and it has been adopted broadly in the field of built environment. Due to the rapid development of BIM research, various stakeholders require a state-of-the-art review of the BIM research and implementation. The purpose of this paper is to provide an objective and accurate summary of BIM knowledge using 1874 published BIM-related papers. The results show that 60 key research areas, such as information systems, 3D modeling, design and sustainability and 10 key research clusters, such as architecture design studio, building information and lean construction, are extremely important for the development of BIM knowledge. The results are useful for the identification of research clusters and topics in the BIM community. More importantly, these results can help highlight how BIM-related research evolves over time, thus greatly contributing to understanding the underlying structure of BIM. This study offers useful and new insights to summarize the status quo of BIM knowledge and can be used as a dynamic platform to integrate future BIM developments.",DEC,2017.0,10.1016/j.autcon.2017.09.011,0.0
22,J,"Lawres, NR","Materializing Ontology in Monumental Form Engaging the Ontological in the Okeechobee Basin, Florida",Article,ontology; monumentality; Belle Glade; South Florida; landscape; Kissimmee-Okeechobee-Everglades watershed,WADING BIRDS; ANTHROPOLOGY; ARCHAEOLOGY; EVERGLADES; FISH; OBJECTS; VEGETATION; EXISTENCE; NETWORKS; VIVEIROS,"Many archaeological studies in the past decade have begun engaging with the ontological turn that has been occurring in the discipline of anthropology. Of primary interest to archaeologists is how ontologies are materialized and thus become visible in the archaeological record. However, few archaeologists have evaluated how ontologies can affect monumental practices and their products. This research focuses on how an ontology can be materialized as monumental architecture by presenting a case study of the Belle Glade archaeological culture, located in the Kissimmee-Okeechobee-Everglades (KOE) watershed of southern Florida. I argue that Belle Glade monumental architecture is the materialization of three principles-relatedness, circularity, and place-centeredness-exhibited in Native American ontologies. These principles are embodied in the form of the monuments, which invoke citations to the relatedness between the earth, sky, and water through their emplacement in flowing water, alignments to celestial events, and alignments to other places on the landscape.",WIN,2017.0,10.1086/694586,0.0
143,J,"Barua, M; Jadhav, S; Kumar, G; Gupta, U; Justa, P; Sinha, A",Mental health ecologies and urban wellbeing,Article,Urban; Mental health; Psychiatry; Clinical anthropology; Multispecies ethnography; Animal,NORTHERN INDIA; RHESUS-MONKEYS,"How might urban mental health be understood when animals reconfigure human wellbeing in the lived city? Drawing upon ethnographic fieldwork on people and macaques in New Delhi and forging novel conversations between urban studies, ecology and psychiatry, our ontology of urban mental health moves from lived experience of the built environment to those configured by dwelling with various interlocutors: animals, astral bodies and supernatural currents. These relations create microspaces of wellbeing, keeping forces of urban precarity at bay. This paper discusses mental health ecologies in different registers: subjectivity being environmental, its scale being relational rather than binary, enmeshed in the dynamics of other-than-human life, and involving conversations between medical and vernacular practices rather than hierarchies of knowledge.",MAY,2021.0,10.1016/j.healthplace.2021.102577,0.0
54,J,"Halak, J",Merleau-Ponty's conception of the body as a field of structuralisation and its ontological significance,Article,Maurice Merleau-Ponty; Edmund Husserl; body (corps); flesh (chair); perception; ontology; phenomenology,,"Merleau-Ponty's analyses of the pathology of perception show objctive and subjective events have sense for the living body only in relation to its whole equilibrium, that is, to how it organises itself overall and how it thus meets those events. If we apply this conception to Husserl's example of two mutually-touching hands of one body we must then state not that we perceive here a coincidence of certain subjective sensations with certain objective qualities, but rather that my body, in the sense of an object, results from a restructuralisation of the whole field of the body accomplished by the body as the performer of perceptual intentions. The body-object, and for the same reasons also the body-subject, is therefore the product of the analysis of the body in the sense of a field of structuralisation or polarisation, not its original phenomenological stratum, as in Husserl. If the body grasps itself as perceptible only by a change of its own structure, inasmuch as it is a certain field of structuralisation, then an external thing, which is likewise a pole of such grasping, must belong to the same ontological field as the body. Merleau-Ponty's flesh, that is the circularity between questioning of perception and answering of the perceived, is thus a phenomenon taking place beyond the boundary of the body as a singular being. This fact allows the concept of flesh to be extended and to be understood as an element, that is, as a dimension in which individual beings only appear.",,2015.0,,
39,J,"Halak, J",Merleau-Ponty's ontological interpretation of Husserl's conception of the body as a double unity,Article,"Husserl; Merleau-Ponty; body (Leib, corps); flesh (chair); perceiving one's own body; ontology",,"Merleau-Ponty holds that Husserl's descriptions of the body go beyond the conceptual framework of subject-object ontology to which his philosophy is usually thought to conform. Merleau-Ponty says of his own philosophy that it is founded on the circularity in the body; that is, on the fact that the perceptivity and perception of the body are, from the ontological point of view, one and the same. The inseparability of these two aspects of the body he calls flesh (chair). According to Husserl, I perceive my body such that in a certain perceived object I also understand sensations roused by the perception of that object I observe the consequential parallel between two series of objective and subjective phenomena. Husserl argues that the unity of the body should be expressed as a double unity, and the body as subject-object. In this article I analyse Husserl's example of two hands of the same body touching each other and, in agreement with Merleau-Ponty's philosophy, T attempt to show that the body can appear to itself as an object only on the basis of a differentiation of the body as of a certain field of perceiving. The body as a double unity of subject and object is therefore grounded in the body as a pre-objective and pre-subjective field; that is, in flesh as Merleau-Ponty understands it. This is also the point of departure for an original conception of ontology as we find it in his later philosophy.",,2014.0,,
192,J,"Vahdat, V",Meta-Virtuality: Strategies of Disembeddedness in Virtual Interiorities,Article; Early Access,,,"To reclaim their seat in the rapidly growing market of virtual space, designers of the built environment can benefit from reevaluating theories that see the virtual as a mere extension/reflection of the physical. By claiming ontological autonomy from external worlds, the virtual is liberated from the hegemonic control of the physical. To explore the opportunities that such disruption in the physical/virtual continuum offers, I reflect on a series of pedagogical experiments that challenge the myth of total virtuality-the idea that the ultimate virtual experience is total immersion. The persistent obsession to fully immerse the user in a supposedly unmediated interiority of the virtual is evident in the minimization of the virtual reality apparatus to a state of almost nothingness. In this paper, I introduce a series of alienation/defamiliarization strategies, through which designers can invoke awareness about the mediation involved in a virtual experience-a condition that I refer to as metavirtual. One strategy emphasizes the pixelated ontology of the virtual space by techniques of glitching, low-resolution, low-fidelity, and low-color bitmap renders. Another involves manipulating the phenomenological expectations that our perception often experiences in non-virtual environments. This includes, not only a reconceptualization of the spatial object but also revisiting the agency of the subject in the virtual world. Different modes of spatial experience through portals, flying, and teleportation, affect the subject's perception of space, and thereby alter their measurement of time.",,,10.1111/joid.12230,0.0
4,C,"Kirillov, IA; Metcherin, SA; Klimenko, SV",Metamodel of Shared Situation Awareness for Resilience Management of Built Environment,Proceedings Paper,crisis; life-cycle; metamodel; ontology; system of systems; virtual collaborative spaces; built environment; resilience; risk-informed; sensor-based,,"This report describes an ongoing Russian research program, which aimed at development of a methodological framework for a nation-wide multi-hazard crisis management system of systems (SoS) for built environment. In addition to a currently available system of separate departmental legacy cybersystems, targeted, mainly, at disaster response and recovery only, the proposed SoS shall provide a shared situational awareness of the stakeholders (operators and authorities, responsible for built environment - municipalities, Ministry of Emergency, Fire Brigades, Ambulance, Police, etc.) and the citizens under risk during at a whole life-cycle of hypothetical crisis, especially at pre-crisis and crisis stages. One of the cornerstone of crisis management SoS development is a common core ontology for conceptualization of risk-related activities within SoS framework. This article is focused on a proposed shared situation awareness meta-model and its distinctions from the prior art and concurrent developments.",,2012.0,10.1109/CW.2012.26,0.0
52,J,"Pesquita, C; Faria, D; Bastos, H; Ferreira, AE; Falcao, AO; Couto, FM",Metrics for GO based protein semantic similarity: a systematic evaluation,Article; Proceedings Paper,,GENE ONTOLOGY; ANNOTATION; NETWORKS; SEQUENCE,"Background: Several semantic similarity measures have been applied to gene products annotated with Gene Ontology terms, providing a basis for their functional comparison. However, it is still unclear which is the best approach to semantic similarity in this context, since there is no conclusive evaluation of the various measures. Another issue, is whether electronic annotations should or not be used in semantic similarity calculations. Results: We conducted a systematic evaluation of GO-based semantic similarity measures using the relationship with sequence similarity as a means to quantify their performance, and assessed the influence of electronic annotations by testing the measures in the presence and absence of these annotations. We verified that the relationship between semantic and sequence similarity is not linear, but can be well approximated by a rescaled Normal cumulative distribution function. Given that the majority of the semantic similarity measures capture an identical behaviour, but differ in resolution, we used the latter as the main criterion of evaluation. Conclusions: This work has provided a basis for the comparison of several semantic similarity measures, and can aid researchers in choosing the most adequate measure for their work. We have found that the hybrid simGIC was the measure with the best overall performance, followed by Resnik's measure using a best-match average combination approach. We have also found that the average and maximum combination approaches are problematic since both are inherently influenced by the number of terms being combined. We suspect that there may be a direct influence of data circularity in the behaviour of the results including electronic annotations, as a result of functional inference from sequence similarity.",,2008.0,10.1186/1471-2105-9-S5-S4,0.0
77,J,"Huitzil, I; Molina-Solana, M; Gomez-Romero, J; Bobillo, F",Minimalistic fuzzy ontology reasoning: An application to Building Information Modeling,Article,Fuzzy ontologies; Flexible querying; Building Information Modeling,OWL; INDUSTRY; LOGICS,"This paper presents a minimalistic reasoning algorithm to solve imprecise instance retrieval in fuzzy ontologies with application to querying Building Information Models (BIMs)-a knowledge representation formalism used in the construction industry. Our proposal is based on a novel lossless reduction of fuzzy to crisp reasoning tasks, which can be processed by any Description Logics reasoner. We implemented the minimalistic reasoning algorithm and performed an empirical evaluation of its performance in several tasks: interoperation with classical reasoners (Hermit and TrOWL), initialization time (comparing TrOWL and a SPARQL engine), and use of different data structures (hash tables, databases, and programming interfaces). We show that our software can efficiently solve very expressive queries not available nowadays in regular or semantic BIMs tools. (C) 2021 Elsevier B.V. All rights reserved.",MAY,2021.0,10.1016/j.asoc.2021.107158,0.0
25,C,"Naaranoja, M",Multi-ontology sense making - Decision making of project core team,Proceedings Paper,Sense making; Decision making; Ontology; Project; Core team; Construction industry,,"In order to understand core team's management task this paper studies the landscape of the decision making of the construction project core team. This paper uses multi-ontology sense making framework developed by Snowden. The four described situation illustrate the use of this framework. Firstly, a project core team create a project plan -timetable and cost estimate, that is supposed to be followed (rules and order) when making investment decision. Secondly, a project core team uses the plan but since the plan cannot be followed due to an unexpected situation the team changes the plan by calculating an optimal solution. In other words the team uses heuristic thinking when they change the rule (heuristics and order). Thirdly, the design group guides the design process by rules to get information for designing new facilities (rules and un-order). Fourthly, there are situations when the stakeholders have different kind of opinions in crisis and team cannot follow the preset orderly way of working (heuristics and un-order). (C) 2015 The Authors. Published by Elsevier B.V.",,2015.0,10.1016/j.promfg.2015.07.280,0.0
206,J,"Olugboyega, O; Oseghale, GE; Aigbavboa, C",Multiple holistic case study of project-level building information modelling (BIM) adoption in Nigeria,Article; Early Access,Africa; BIM; BIM adoption; BIM implementation; BIM Africa; BIM Nigeria; Ten-factor theory of BIM adoption; Strategic-contingent model of BIM adoption; BIM projects in Africa; BIM projects in Nigeria,,"Purpose This study aims to undertake a contextual analysis of project-level building information modelling (BIM) adoption in Nigeria and demonstrate how BIM is applied across different projects in Nigeria. Design/methodology/approach This research generates contextual and holistic understandings of multiple project-level cases of BIM adoption through an interpretive paradigm guided by relativist ontology and subjectivist epistemology. Two models of project-level BIM adoption (ten-factor theory of BIM adoption and strategic-contingent model of BIM adoption) were merged to formulate the BIM adoption assessment scale (BIM-AAS). A qualitative-oriented case study protocol was developed to extract valid and reliable data from external and internal project data based on BIM-AAS features. The extracted data were analysed using the pattern-matching technique and cross-case analysis. Findings The results indicate that there was substantial use of BIM tools and technologies in the projects. All the projects adopted collaborative procurement and team and developed integrated building information models. The use of BIM tools, technologies and processes in the projects was found to be above average. The complexities and expectations levels of the projects compliment the nature of BIM adoption in the projects. Research limitations/implications The BIM-AAS adopted in this research is an excellent example of a project-level BIM adoption analytical tool. It can be assumed in future research. Also, this research contributes to the theory that the level of project complexity and expectations must align with the level of BIM adoption in projects. The study's findings ratify BIM tools, technologies and processes as the elements of project-level BIM adoption. Practical implications This research substantiates the actual nature and structure of BIM adoption in Nigeria, thereby simplifying the development of initiatives towards BIM adoption in projects and determining the appropriate strategies for BIM implementation and innovation in the Nigerian construction industry. The most important initiative that the Nigerian government can make to drive BIM implementation is the automating of code checking for building rules and regulations in Nigeria. Originality/value Previous studies have only reported cases of project-level BIM adoption using surveys and without a standardised project-level BIM adoption model to guide the analysis. This study is the first to formulate and use BIM adoption models for a uniform, critical and contextual analysis of project-level BIM adoption.",,,10.1108/CI-10-2021-0199,0.0
15,C,"Pinka, R; Kaiser, J",Multipurpose Digital Platform in the Construction Industry Development Processes for Risk and Life-cycle Assessment,Proceedings Paper,life-cycle and risk assessment; construction industry; information technologies; BIM framework; ontology,,"Motivation of the topic is based on actual public experience with a threat (risk) assessment and with the need for long-term life cycle of projects within construction industry multi-criteria] assessment. It shows examples of the risk causes for describing risk assessment lack within construction development process. It also provides description and the actual state of long-term projects analysis. This paper identifies possible properties for platform which can be risk assessment and long-term life cycle evaluation created, maintained and updated for public welfare. Finally, the paper describes the target to next questions and steps in scientific focus about further platform utilization.",,2017.0,,
16,J,"de Palumbo, CA; Bertolini, A",NUPTIALITY BETWEEN THEOLOGICAL AESTHETICS AND TRINITARIAN ONTOLOGY,Article,Nuptiality; Theological Aesthetics; Trititarian Ontology; Christophe Lebreton; Edith Stein,,"This article aims to place Nuptiality in the hermeneutic circularity between Antropology and Trinity, in order to recover its speculative strenght for Theology, Philosophy and contemporaneous Mystic. John of the Cross, Edith Stein and Christophe Lebreton's testimonies become the source from which this paper intends to establish a fruitful bond between Theological Aesthetics and Trinitarian Ontology, which leads to skecht out eight distinctive notes that characterize Nuptiality with a new light.",MAR,2016.0,,
185,J,"Costin, A; Eastman, C",Need for Interoperability to Enable Seamless Information Exchanges in Smart and Sustainable Urban Systems,Article,Internet of things (IoT); Interoperability; Smart and sustainable cities; Ontologies; Semantic web,SEMANTIC WEB; ONTOLOGY; INTERNET; THINGS; CITIES; MODEL; REPRESENTATION; INDUSTRY; INFRASTRUCTURE; INTEGRATION,"Over the last few decades, the built environment and the architecture, engineering, construction, and operation (AECO) industry have grown in the amount of computer software, technologies, and automation to help improve all facets of the industry. This new era of smart and sustainable urban systems is enabling transformative change in the way urban communities are interacting among themselves and with the built environment to become more sustainable and resilient to meet the demands of the growing urban population. Interoperability has been shown to be a major barrier for the seamless transfer of information between the heterogeneous landscape of the internet of things (IoT) and smart cities. In order to facilitate interoperability of these systems, this paper conducts a holistic review of principles, methods, and requirements needed to achieve interoperability of smart and sustainable urban systems. Significantly, the use of ontologies, namely the semantic web, has been shown to be the most promising method to enable interoperability. Existing ontologies and frameworks that can enable smart and sustainable urban systems in the scope of the AECO industry are presented. Finally, various challenges revealed during the qualitative review are discussed to promote research opportunities. (c) 2019 American Society of Civil Engineers.",MAY,2019.0,10.1061/(ASCE)CP.1943-5487.0000824,0.0
8,C,"Schwinn, M; Kuhn, N; Richter, S",ONTOLOGY-BASED KNOWLEDGE MANAGEMENT Graphical Query Editor for OWL Ontologies,Proceedings Paper,Knowledge management; Ontology; Visual query system; Ambient user support; Graphical query language,,"The OnToBau research project aims to provide a way to classify, archive and effectively use business knowledge with the assistance of an ontology-based knowledge archive for small and medium companies from construction industry. This archive is intended to pro-actively provide users with information to assist them in their daily business process handling. The system consists of four main parts. The document converters prepare the different resources (EMails, Paperdocuments, PDFs etc.) that should be stored in the knowledge archive for the enclosed inference system. The inference system is the core component and extracts the information from the preprocessed resources. Ontologies provide the necessary domain knowledge. In order to exploit the available knowledge, a personal agent monitors the current activities of the user and tries to infer the intention from his behaviors. At certain points it automatically offers the user helpful information. Again ontologies are used to represent information about the business processes. In addition, the user has the option to search for information in the archive through the graphical user interface. The importance of simple query systems has already been identified in the area of database systems. This paper gives an overview of the OnToBau research project presenting a first approach to visual query for information in the knowledge archive.",,2011.0,,
40,J,"Hut, P; Alford, M; Tegmark, M","On math, matter and mind",Article,ontology; mathematics; physics; consciousness,,"We discuss the nature of reality in the ontological context of Penrose's math-matter-mind triangle. The triangle suggests the circularity of the widespread view that math arises from the mind, the mind arises out of matter, and that matter can be explained in terms of math. Non-physicists should be wary of any claim that modern physics leads us to any particular resolution of this circularity, since even the sample of three theoretical physicists writing this paper hold three divergent views. Some physicists believe that current physics has already found the basic framework for a complete description of reality, and only has to fill in the details. Others suspect that no single framework, from physics or other sources, will ever capture reality. Yet others guess that reality might be approached arbitrarily closely by some form of future physics, but probably based on completely different frameworks. We will designate these three approaches as the fundamentalist, secular and mystic views of the world, as seen by practicing physicists. We present and contrast each of these views, which arguably form broad categories capturing most if not all interpretations of physics. We argue that this diversity in the physics community is more useful than an ontological monoculture, since it motivates physicists to tackle unsolved problems with a wide variety of approaches.",JUN,2006.0,10.1007/s10701-006-9048-x,0.0
144,J,"Wu, HT; Zhong, BT; Li, H; Guo, JD; Wang, YH",On-Site Construction Quality Inspection Using Blockchain and Smart Contracts,Article,Blockchain; Smart contracts; On-site construction quality inspection; Construction quality information; Compliance checking,TECHNOLOGY; ONTOLOGY; ENVIRONMENT; DESIGN; ACCOUNTABILITY; CHALLENGES; MODEL; BIM,"Typically, on-site construction quality inspection (OCQI) is manually conducted, and its effectiveness highly depends on the self-discipline of responsible personnel. Furthermore, construction quality information is still recorded on paper, with the risk of document loss and data manipulation, jeopardizing quality accountability. Blockchain has attracted increasing attention from the construction industry because it can record information in an immutable and transparent way and automate some businesses with smart contracts. These properties can tackle information fraud and improve the automation level of OCQI. Unfortunately, very few documented blockchain solutions for OCQI exist. To fill the theoretical knowledge gap, the design thinking approach was adopted to present a blockchain-based conceptual framework. The consortium network and Hyperledger Fabric (HLF) were selected as the suitable blockchain type and development platform for OCQI. The consensus process in HLF and smart contracts-based compliance checking are illustrated. Moreover, the benefits of integrating the Internet of Things (IoT) and ontology technology with blockchain are analyzed in detail, which can facilitate the coevaluation of these three technologies. Finally, a prototype system was developed to vividly show the theoretical feasibility. The proposed blockchain solution can be fine-tuned and evaluated in future research. Challenges hindering the practical implementation of blockchains are systematically discussed within the technology-organization-environment (TOE) theory, which can be reused in future investigations to identify construction stakeholders' concerns on adopting blockchains.",NOV 1,2021.0,10.1061/(ASCE)ME.1943-5479.0000967,0.0
100,J,"Lee, S; Kim, K; Yu, J",Ontological inference of work item based on BIM data,Article,BIM; work condition; work item; cost estimation; ontology,SYSTEM,"When engineers prepare a construction cost estimate for budgeting purposes, they use plans, specifications, and available cost data at the completion of the building design phase. They usually take off the quantities of material and related work items and assign appropriate unit costs. In this case, unit cost assignment is solely at the engineer's professional discretion. Building Information Modeling (BIM) is widely adopted in the building construction industry. Tools can be used to automate material quantity, minimizing the time necessary for engineers to engage in the quantity measuring process. This function, however, does not provide any information on work items that are related to materials in the Bill of Quantity (BOQ). Thus, engineers still need to verify associated work items and assign unit costs. This research proposes an ontological inference of work item that enables an automated search of the most appropriate work items and their associated unit costs. This ontology contains semantic information for work items and work conditions, as well as a semantic reasoning rule that activates the ontology. A case study confirms that the proposed ontology and semantic reasoning rule can work in real-world situations. This paper contributes by eliminating subjective decision-making via search of appropriate work items for cost estimation and the use of BIM data extracted from IFCXML. The proposed ontological approach to building cost estimation will assist engineers in more readily using BIM data from IFCXML and will be helpful in automation of the whole estimation process.",MAR,2015.0,10.1007/s12205-013-0739-5,0.0
104,J,"Esnaola-Gonzalez, I; Bermudez, J; Fernandez, I; Arnaiz, A",Ontologies for observations and actuations in buildings: A survey,Article,Observations; actuations; sensor; actuator; ontology; BIM,IOT; INTERNET; INDUSTRY; THINGS; MODEL; REPRESENTATION; ENVIRONMENT; NETWORK; IMPACT; SCHEMA,"Spaces and elements in the built environment have emerged as platforms where materializations of observations and actuations promise to be very profitable. The advent of the Internet of Things (IoT) paves the way to address this challenge but the heterogeneity of the represented knowledge about these artifact systems poses a real problem. Ontologies can be considered as part of the solution to overcome the IoT's inherent hurdles. A wise option promoted by recent approaches is to design networks of complementary ontologies. However, different points of view are possible and such diversity could lead to interoperability problems. This article advocates for a networked ontology infrastructure conceived on a principled basis guided by documented judicious conceptualizations. In this regard, this survey points towards ontologies involved in conceptualizations of observations and actuations, where the utility of that conceptualization arises when some features of interest need to be observed or acted upon. For each of the reviewed ontologies, their fundamentals are described, their potential advantages and shortcomings are highlighted, and the use cases where these ontologies have been used are indicated. Additionally, use case examples are annotated with different ontologies in order to illustrate their capabilities and showcase the differences between reviewed ontologies. Finally, this article tries to answer two research questions: Is there a firm basis, broadly admitted by the community, for the development of such a networked ontology infrastructure for the observations and actuations in buildings? What ontologies may be considered helpful towards that goal?",,2020.0,10.3233/SW-200378,0.0
18,C,"Gregor, M; Tibaut, A",Ontology Based Information Creation Approach for Digital Twins: Early-Stage Findings,Proceedings Paper,Ontology; Digital twin; Point cloud; BIM; Built environment,BUILDING MODELS,"Digitalization and consistency of information about existing buildings, held by the owners, facility managers, local and national authorities, is a common issue for asset management or any other building life-cycle analysis or optimization. The digital twin concept could provide the solution; however, the creation of appropriate input data has been the main roadblock in adoption and application. The information needs for creation of digital twins of existing buildings are vast and as such none of the existing research approaches and/or algorithms are capable of holistic data collection to be used as input. A prevailing method for gathering geometrical data of existing assets is laser scanning, where a point cloud with high precision and high data volume is produced. The detection of geometrical and/or semantic information from the point cloud data has been recently a goal of many research initiatives; however they were usually focused on single purpose data extraction, thus limiting wider application. In the paper, an ontology-based approach of information creation is presented that minimizes human assistance, interaction with raw data and processing resources while increasing expressive power of the asset's digital twin model for more efficient reasoning.",,2020.0,10.1007/978-3-030-27477-1_31,0.0
17,C,"Nityantoro, E; Scherer, RJ",Ontology Supported Recombination of Multi-Models,Proceedings Paper,Ontology; Multi-Model,,"Current practice in the construction industry is that participants apply their own method to develop their information model, apply software of their preference and hence choose data formats that suit them better. Hence, diversity appears. The concept of multi-models is introduced to handle this diversity. By employing multi-models, each participant will be able to collaborate despite having different resources. Information exchange can be accomplished by using multi-model containers as transport medium. An ontology model is used as a resource to gather, store and manage the meta-information about the multi-models. As a part of Semantic Web technology, the ontology is able to describe the meaning of each multi-model. Furthermore, it creates the possibility of inferring information to a logical pattern. With this ability, the ontology can support participants to retrieve information they need much more properly and precisely than object or relational data structures would allow.",,2013.0,,
78,S,"Issa, RRA; Mutis, I",Ontology based framework using a semantic Web for addressing semantic reconciliation in construction,Article; Proceedings Paper,,,"Exchanging, sharing, or integrating information in the construction industry involve the reconciliation of multiple data formats, structures and schemas with minimal human interaction. Approaching interoperability employing these models via integration, mapping or merging information forces the use of purely syntactical layers with heavy human intervention. Enhancing our ability to explicitly model information and to find methods that consistently harmonize the construction participant's use of common language will allow interoperability to be moved to new levels of flexibility and automation by structuring the information upon semantic levels. These levels must have conceptualization aspects to define knowledge, a common vocabulary that covers the syntax, symbols, grammars, and axiomatization that captures inference. Our approach inherits the ability of enhancing interoperability at the syntactic and semantic levels of the Semantic web and proposes onto-semantic schemas, which are ontology constructs of concepts of the construction domain. The approach produces an analysis from the primitives to more refined concepts using the Semantic Web's power of representation with the purpose of enhancing interoperability at semantic and syntactic levels.",,2006.0,,
19,J,"Akila, K; Priyadharshini, SI; Ulaganathan, P; Prempriya, P; Yuvasri, B; Praba, TS; Veeramuthuvenkatesh",Ontology based multiobject segmentation and classification in sports videos,Article,Object segmentation; gaussian filtering; object classification; object detection; feature extraction; ontology,,"The primary objective is to identify and segments the multiple, partly occluded objects in the image. The subsequent stage carry out our approach, primarily start with frame conversion. Next in the preprocessing stage, the Gaussian filter is employed for image smoothening. Then from the preprocessed image, Multi objects are segmented through modified ontology-based segmentation, and the edge is detected from the segmented images. After that, from the edge detected frames area is extracted, which results in object detected frames. In the feature extraction stage, attributes such as area, contrast, correlation, energy, homogeneity, color, perimeter, circularity are extorted from the detected objects. The objects are categorized as human or other objects (bat/ball) through the feed-forward back propagation neural network classifier (FFBNN) based upon the extracted attributes.",,2021.0,10.3233/JIFS-189862,0.0
