,Publication Type,Authors,Article Title,Document Type,Author Keywords,Keywords Plus,Abstract,Publication Date,Publication Year,DOI,DOI Link
12,J,"Dunart, CF; Drewniok, MP; Sansom, M; Corbey, S; Allwood, JM; Cullen, JM",Real and perceived barriers to steel reuse across the UK construction value chain,Article,Steel; Reuse; Barriers; Supply chain,ENERGY,"Although steel reuse has been identified as an effective method to reduce the carbon and energy impact of construction, its occurrence is shrinking in the UK. This can be partly explained by the many barriers which have been identified in the literature, but a detailed analysis of how these barriers affect different parts of the supply chain is still lacking. We show that there is a contrast between perceived higher costs and time required to employ reused steel and the assessments of realised projects. Using a novel ranking method inspired from the field of information retrieval (tf-idf), we have analysed interviews of actors across the supply chain to determine the acuteness of the perception of each barrier. We show that demolition contractors, stockists, and fabricators face specific barriers which each need to be addressed at their level. This is in contrast with more generic barriers present throughout the value chain which we show are probably more perception than reality. Finally, we suggest how supply chain integration could facilitate reuse and make it economically viable at scale.",NOV,2017.0,10.1016/j.resconrec.2017.07.036,0.0
26,J,"Chen, HM; Wang, Y; Zhou, K; Lam, D; Guo, W; Li, L; Ajayebi, A; Hopkinson, P",Reclaiming structural steels from the end of service life composite structures for reuse - An assessment of the viability of different methods,Article,Composite beam; Reclaiming; Reuse; Circular economy; End of service life; Welded steel stud; Cutting,DESIGN,"The ability to separate structural steel sections from concrete slabs in composite beams without damage forms a key technical challenge for reclaim and direct re-use of composite structures as opposed to recycling. This paper addresses this technical challenge. It presents the results of a feasibility study using a variety of potential techniques, including laser cutting, band-saw cutting, wire-saw and wall-saw cutting, and diamond core drilling, to cut welded shear connectors in conventional steel-concrete composite beams with the steel sheeting perpendicular to the steel section. The most feasible reclaiming method was found to be wire-saw and wall-saw cutting. After reclaiming steel sections, steel tensile coupon tests were carried out on the recovered steel sections and their mechanical properties were compared to those of the original steel used in the composite beams. The coupon test results showed identical behaviour of the original and reclaimed steels. The energy use of the different methods of reclaiming was also recorded to calculate carbon emission and was found to be several orders of magnitude lower than manufacturing virgin steel or recycling steel.",MAY,2022.0,10.1016/j.dibe.2022.100077,0.0
8,J,"Nijgh, MP; Veljkovic, M",Requirements for oversized holes for reusable steel-concrete composite floor systems,Article,Sustainability; Composite floor system; Deviation; Resin-injected bolted connection; Bearing strength,PUSH-OUT TESTS,The design of sustainable structures is increasingly gaining attention in the construction sector as a societal and technological challenge. Demountability and reuse of structures contributes to the reduction of the environmental impact of the built environment. Welded headed studs used in traditional steel-concrete composite floor systems need to be replaced by demountable shear connectors to enable the transition of the construction sector to a circular business model. The demountable shear connectors are embedded in large prefabricated concrete floor elements and connected to steel beams by bolts. The holes in the beam flange are oversized to account for geometrical and dimensional deviations of all members and to facilitate rapid execution and easy demounting. The goal of this paper is to present a methodology that quantifies the required nominal hole clearance for reusable composite floor systems. Statistical characteristics of dimensional and geometrical deviations serve as input for Monte-Carlo simulations. The aggregated results of the Monte Carlo simulations are used to determine the required nominal hole clearance for a specified probability of successful installation of the demountable shear connectors. The proposed methodology is applied to the composite floor system of a demountable and reusable car park building. The contradicting requirement of oversized holes and composite interaction is solved by injecting the hole clearance with a (steel-reinforced) epoxy resin. The bearing resistance of the (steel-reinforced) epoxy resin is addressed based on preliminary results of creep experiments on resin-injected bolted connections.,APR,2020.0,10.1016/j.istruc.2020.01.021,0.0
25,J,"Liu, XY; Wang, YQ; Bu, YD; Guan, Y",STUDY ON MICROMECHANICAL FRACTURE MODELS OF STRUCTURAL STEEL AND ITS WELDS,Article,Steel structure; Fracture prediction; Micromechanical models; Tests; Finite element analyses; Parameter calibration,MODIFIED CRITICAL STRAIN; DUCTILE FRACTURE; STRESS; PREDICTION; GROWTH; FAILURE; VOIDS; STATE,"Steel structures have been widely used in constructions due to their advantages of lightweight, high strength, short construction time and high recycling and reuse potential. Fracture failure in steel structures should be prevented to avoid collapse of the whole structures. Micromechanical fracture models can capture the fracture initiation mechanisms and therefore can be used to predict ductile fractures in steel. Twelve smooth round bars were carried out to obtain the material properties and 36 notched round bars were tested to calibrate the parameters of stress modified critical strain (SMCS) model and the void growth model (VGM) for structural steels ( Q235B and Q345B) and the corresponding welds. Specimens were extracted from the base metal, the weld metal and the heat affected zone (HAZ) to investigate fracture behaviour in different parts of the welded joint. Scanning electron microscope (SEM) measurements were taken and finite element models were developed to calibrate the models. The test results and calibrated parameters are reported. Moreover, the calibrated models are applied to analyses the fracture behaviour of welded joints and their accuracy are validated. The calibrated and validated models can be used for further numerical fracture analysis in welded steel structures. Copyright (C) 2021 by The Hong Kong Institute of Steel Construction. All rights reserved.",JUN,2021.0,10.18057/IJASC.2021.17.2.2,0.0
32,J,"Saeli, M; Micale, R; Seabra, MP; Labrincha, JA; La Scalia, G",Selection of Novel Geopolymeric Mortars for Sustainable Construction Applications Using Fuzzy Topsis Approach,Article,construction; sustainable geopolymers; mortars; wastes valorization & reuse; fuzzy Topsis; multi criteria analysis,BIOMASS FLY-ASH; WASTE MANAGEMENT; PULP; PAPER; RESIDUES; DREGS,"Construction is recognized as one of the most polluting and energy consuming industries worldwide, especially in developing countries. Therefore, Research and Development (R&D) of novel manufacturing technologies and green construction materials is becoming extremely compelling. This study aims at evaluating the reuse of various wastes, originated in the Kraft pulp-paper industry, as raw materials in the manufacture of novel geopolymeric (GP) mortars whose properties fundamentally depend on the target application (e.g., insulating panel, partition wall, structural element, furnishing, etc.). Five different wastes were reused as filler: Two typologies of Biomass Fly Ash, calcareous sludge, grits, and dregs. The produced samples were characterized and a multi criteria analysis, able to take into account not only the engineering properties, but also the environmental and economic aspects, has been implemented. The criteria weights were evaluated using the Delphi methodology. The fuzzy Topsis approach has been used to consider the intrinsic uncertainty related to unconventional materials, as the produced GP-mortars. The computational analysis showed that adding the considered industrial wastes as filler is strongly recommended to improve the performance of materials intended for structural applications in construction. The results revealed that the formulations containing 5 wt.% of calcareous sludge, grits, and dregs and the one containing 7.5 wt.% of calcareous sludge, grits, dregs, and Biomass Fly Ash-1 have emerged as the best alternatives. Furthermore, it resulted that the Biomass Fly Ash-2 negatively influences the structural performance and relative rank of the material. Finally, this case study clearly shows that the fuzzy Topsis multi-criteria analysis represents a valuable and easy tool to investigate construction materials (either traditional and unconventional) when an intrinsic uncertainty is related to the measurement of the quantitative and qualitative characteristics.",AUG,2020.0,10.3390/su12155987,0.0
11,J,"Ness, D; Swift, J; Ranasinghe, DC; Xing, K; Soebarto, V",Smart steel: new paradigms for the reuse of steel enabled by digital tracking and modelling,Article,Steel reuse; Resource efficiency; RFID; BIM; New paradigms,PRODUCT; DESIGN; SYSTEM,"When reconfigured into a cohesive system, a series of existing digital technologies may facilitate disassembly, take back and reuse of structural steel components, thereby improving resource efficiency and opening up new business paradigms. The paper examines whether Radio Frequency Identification (RFID) technology coupled with Building Information Modelling (BIM) may enable components and/or assemblies to be tracked and imported into virtual models for new buildings at the design stage. The addition of stress sensors to components, which provides the capability of quantifying the stress properties of steel over its working life, may also support best practice reuse of resources. The potential to improve resource efficiency in many areas of production and consumption, emerging from a novel combination of such technologies, is highlighted using a theoretical case study scenario. In addition, a case analysis of the demolition/deconstruction of a former industrial building is conducted to illustrate potential savings in energy consumption and greenhouse gas emissions (GGE) from reuse when compared with recycling. The paper outlines the reasoning behind the combination of the discussed technologies and alludes to some possible applications and new business models. For example, a company that currently manufactures and 'sells' steel, or a third party, could find new business opportunities by becoming a 'reseller' of reused steel and providing a 'steel service'. This could be facilitated by its ownership of the database that enables it to know the whereabouts of the steel and to be able to warrant its properties and appropriateness for reuse in certain applications. (C) 2014 Elsevier Ltd. All rights reserved.",JUL 1,2015.0,10.1016/j.jclepro.2014.08.055,0.0
33,C,"Nikolaidis, TN; Koukouli, N; Maliokas, A; Baniotopoulos, CC",Stability investigations in composite steel-concrete walls for restoration purposes to enhance structural and sustainability design,Proceedings Paper,,,"In the present paper a methodology is proposed to evaluate the sustainability of intervention in existing multi-storey concrete buildings using structural steel systems. Taking into account that an intervention in an existing building can be characterized as sustainable if the design considerations include critical sustainability assessments, a method is proposed and then applied to a case study for the restoration of an eight-floor building located at the center of the city of Thessaloniki.This case study is also compared to other relevant assessments with the option of reuse of the existing building only with elementary restoration works and the design of a new composite steel-concrete building constructed at the same location. The analysis includes a description of the building characteristics and pathologies, with an estimation of the structural performance after the application of an optimization process when using structural steel systems for its enhancement.",,2020.0,10.1088/1755-1315/410/1/012109,0.0
10,C,"Kawaguchi, J; Morino, S; Sato, T; Ohara, K",Structural characteristics of CFT frames consisting of reusable members,Proceedings Paper,,,"The purpose of this research is to develop new type of frames made of reusable members. The frame consists of three parts: circular CFT (concrete-filled tube) columns, wide flange steel beams and beam-to-column connections that are made of circular tube with wide flange shape brackets. These parts are all prefabricated in the shop. When we reuse the structural members of the frame, all members must be taken apart easily. For this reason, beams are connected to beam-to-column connection by high-strength bolts and splicing plates, and columns are just set into the tube of beam-to-column connection. The gap between two tubes (CFT column and beam-to-column connection) is filled by high strength mortar. In order to clarify the elastic-plastic characteristics of this frame, he T-shape frame models consisting of CFT column and beam-to-column connection were tested under the constant axial load and cyclic horizontal load.",,2006.0,,
21,J,"Geyer, R; Jackson, T",Supply loops and their constraints: The industrial ecology of recycling and reuse,Article,,PRODUCT; RECOVERY; GREEN,"An increasing number of firms in Asia, Europe, and North America engage in voluntary or mandatory end-of-life product management. Since developments in product take-back are driven by a. mixture of environmental concerns and economic opportunities, the most promising corporate end-of-life strategies create both economic and environmental value. This article introduces a framework that can help managers identify and assess such supply loop strategies. The usefulness of the framework is demonstrated by applying it to two specific supply loops, recycling and reuse of. structural steel sections in the UK construction sector. The case study highlights the importance of supply chain constraints and also shows how lack of data can be a major obstacle to the evaluation of, potential win-win supply loops.",WIN,2004.0,10.2307/41166210,0.0
45,J,"Qu, B; Liu, XF; Hou, HT; Qiu, CX; Hu, DZ",Testing of Buckling-Restrained Braces with Replaceable Steel Angle Fuses,Article,Cyclic test; Replaceable structural fuse; Buckling-restrained brace; Energy dissipation; Seismic effects,SEISMIC RESPONSE; FRAMES; PERFORMANCE; BEHAVIOR; SYSTEMS; DESIGN; DAMAGE,"This research focuses on a new type of buckling-restrained brace (BRB) with replaceable steel angle fuses. The proposed BRB offers ease of postearthquake examination of fuse damage, convenient and prompt replacement of damaged fuses, and reuse of the buckling restraining elements. To investigate seismic behavior of the proposed BRB, seven brace specimens are tested. The test parameters varied in these specimens include fuse design, fuse material, debonding material, and loading protocol. Test results show that the proposed BRB can exhibit stable hysteretic behavior up to fairly high fuse strain levels. Failure modes of the specimens are found to be ruptures of the angle fuses, as expected. The compression strength adjustment factors and the cumulative plastic deformations of the specimens are found to satisfy the requirements specified by the current U.S. seismic design provisions for structural steel buildings. Moreover, the authors demonstrate that specimens repaired through fuse replacement remain satisfactory in following tests. Furthermore, rupture failures of the proposed BRB can be captured by the modified Park-Ang damage measure. (C) 2018 American Society of Civil Engineers.",MAR,2018.0,10.1061/(ASCE)ST.1943-541X.0001985,0.0
14,J,"Gorgolewski, M",The implications of reuse and recycling for the design of steel buildings,Article,reclaimed steel; reuse of materials; steel recycling; design for deconstruction; sustainable construction,,"There is an increasing interest in reuse and recycling in the Canadian construction industry. This. interest is driven partly by the recent adoption in Canada of the Leadership in Energy and Environmental Design (LEED (R)) Green Building Rating System and partly by a greater general awareness of environmental issues. Designers are beginning to look at how to incorporate reused steel components into construction projects, thereby reducing greenhouse gas emissions by saving on primary steel production. However, although some designers are willing to redesign their projects to make use of available reclaimed structural steel components, it is often difficult to identify suitable materials in the local area at the appropriate time in the life of a project. A limiting factor is that designers, construction companies, and others perceive a lack of a well-established and easily available mechanism for exchange of reclaimed components. This paper reviews the issues that are relevant to increasing recycling and reuse in construction and focuses on examples that illustrate the benefits that steel can bring to sustainable construction. In particular, it discusses the issues relevant to designing to enable future disassembly and the way in which steel components can be readily reused.",APR,2006.0,10.1139/L06-006,0.0
31,J,"Srivastava, M; Kumar, V",The methods of using low cost housing techniques in India,Article,Natural materials; Low cost techniques; Low income group; Structural component,,"Low cost housing refers to those housing units which are affordable by that section of society whose income is below than median household income. This depends on three key parameters-income level, size of dwelling unit and affordability. This paper aims to point out the various aspects of predestined building methodologies by highlighting the different available techniques, and the economical advantages achieved by its adoption. In a building the walls, floors and roofs are the most important sections, which can be analyzed distinctively based on the needs, thus, improving the speed of construction and reducing the construction cost. This paper also aims to cover the use of local materials in the different components of building to make them as low cost available solutions for low income groups. To own a house by middle and lower income groups in today's economic trends is very difficult. Therefore, it has now became a necessity to adopt cost effective, innovative and environment-friendly housing technologies for the construction of houses and buildings and availing them at low cost comparatively. In order to come up with viable solutions this paper compares the construction cost for the traditional and low cost housing technologies and it was observed that with the use of technology and reuse of waste material as building material the cost of construction can be minimized to an extent. It was observed that with if the filler slab can be used as an alternative to conventional slab the cost of construction can reduce upto 25%. With the time more studies are going to identify the reuse of waste material like fly ash, rice husk, etc as building material. After realizing the true potential of these waste materials as building material in construction industry the cost can be minimized to a greater extent. In addition the building up of cooperative to supply those alternative raw materials rather than importing from somewhere else would help in reducing the cost by 20-30%.",JAN,2018.0,10.1016/j.jobe.2017.11.001,0.0
0,J,"Yeung, J; Walbridge, S; Haas, C",The role of geometric characterization in supporting structural steel reuse decisions,Article,Structural steel; Reuse; Decision making; Framework; Life cycle analysis; 3D imaging; Reliability,RESISTANCE FACTOR; RECONSTRUCTION; MODELS,"Reuse of structural steel can be more attractive than recycling in many cases, if associated costs and risks are lowered, and if externalities are considered. Geometric characterization is demonstrated in this article to have a key role to play in the decision process for each case of potential steel reuse, because it is necessary for identifying unknown in situ member sizes and assembly geometries, and for quantifying uncertainty when assessing the reliability of a structure. Without automation of this analysis, it is speculated that such a detailed decision making process would not be feasible. The key role of geometric characterization is demonstrated in this article through a series of remote, 3D imaging experiments and reliability analyses. The reliability analysis demonstrated that automated geometric identification using an algorithm developed for the current study results in a 56% reduction in capacity when compared to similar new steel members. Alternatively, more manual methods of remote geometry detection resulted in only a 2% reduction in capacity. It is concluded that semi-automated geometric characterization has the potential to support increased steel reuse through reduced identification costs and improved reliability. A new set of methods and an understanding of their utility in making reuse more attractive through reduced costs and improved reliability is thus contributed. (C) 2015 Elsevier B.V. All rights reserved.",NOV,2015.0,10.1016/j.resconrec.2015.08.017,0.0
36,C,"Rufai, R; Ahmed, M; Alghamdi, J",Towards a unified software component representation,Proceedings Paper,software reuse; software metrics; software libraries; reusable components; similarity metrics,,"The literature of reusable software artifact retrieval systems is huge. An amazing number of software artifact representations in the context of reusable software retrieval systems have appeared in the literature. This paper has three main contributions. First, it surveys these representations. Second, it proposes a schema for a unified, parameterized similarity metric for reusable software artifacts based on a unified representation. Third, it presents a possible structural component of the schema.",,2002.0,,
2,J,"Tingley, DD; Cooper, S; Cullen, J","Understanding and overcoming the barriers to structural steel reuse, a UK perspective",Article,Steel reuse; Embodied carbon; Barriers; Circular economy; Construction; Sustainability,DECONSTRUCTION; CONSTRUCTION,"To meet greenhouse gas emission targets, at global, national and sector level, reduction opportunities should be explored in both the embodied and operational carbon of the built environment One underexploited option to reduce embodied carbon is the reuse of structural steel. However, in the UK, work by Sansom and Avery (2014) suggests a picture of declining levels of reuse. This paper explores why this is the case by identifying the practical barriers to structural steel reuse through a series of semi structured interviews with UK construction industry members. Whilst there were many identified barriers, five practical barriers were prioritised as being most significant: cost, availability/storage, no client demand, traceability and supply chain gaps/lack of integration. These contrast with those most commonly identified in global literature: cost, supply chain gaps/integration, risk, jointing technique, composite construction and time for deconstruction; with only two overlaps: cost and supply chain gaps/integration. Many of the barriers from literature have a technical focus (reducing salvage yield rather than completely preventing reuse) differing from the largely systemic barriers that the interviews prioritised. These systemic barriers will need to be dealt with first to increase reuse rates. This will require a coordinated approach across the UK construction supply chain. Building on interview insights, this paper proposes four mechanisms to overcome these systemic barriers: (1) the creation of a database of suppliers/reused section availability, (2) a demonstration of client demand (3) technical guidance and education for the construction industry and (4) government leadership. Together these mechanisms would improve reuse rates in the UK, reduce the embodied emissions of the built environment and play a crucial role in meeting greenhouse gas emissions reduction targets. (C) 2017 Elsevier Ltd. All rights reserved.",APR 1,2017.0,10.1016/j.jclepro.2017.02.006,0.0
6,J,"Moynihan, MC; Allwood, JM",Viability and performance of demountable composite connectors,Article,Reuse; Deconstruction; Steel-concrete composite; Demountable; Material efficiency,STUD SHEAR CONNECTORS; BEAMS; TROUGHS; DESIGN; RULES,"Material production, and associated carbon emissions, could be reduced by reusing products instead of landfilling or recycling them. Steel beams are well suited to reuse, but are difficult to reuse when connected compositely to concrete slabs using welded studs. A demountable connection would allow composite performance but also permit reuse of both components at end-of-life. Three composite beams, of 2 m, 10 m and 5 m length, are constructed using M20 bolts as demountable shear connectors. The beams are tested in three-, six- and four-point bending, respectively. The former two are loaded to service, unloaded, demounted and reassembled; all three are tested to failure. The results show that all three have higher strengths than predicted using Eurocode 4. The longer specimens have performance similar to previously published comparable welded-connector composite beam results. This suggests that demountable composite beams can be safely used and practically reused, thus reducing carbon emissions. (C) 2014 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/3.0/).",AUG,2014.0,10.1016/j.jcsr.2014.03.008,0.0
9,J,"Horwitz-Bennett, B",Weight Watching: Adaptive Reuse with Structural Steel,Article,,,,NOV,2015.0,,
