Authors,Title,Year,Source title,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source
"Vancura M., Khazanovich L., Tompkins D.","Reappraisal of recycled concrete aggregate as coarse aggregate in concretes for rigid pavements",2009,"Transportation Research Record","10.3141/2113-18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-76149100600&doi=10.3141%2f2113-18&partnerID=40&md5=c3b547dd81f24355d3bc992f7c338b26","State departments of transportation began using recycled concrete aggregate (RCA) as aggregate in portland cement concrete pavement in the United States in the late 1970s. Although RCA is rarely used in current U.S. rigid pavement slabs, the impetus for its continued use remains the same: a lack of landfill space, a shortage of nearby quality natural aggregates, or both. However, as American pavement engineers and researchers place a greater emphasis on sustainable, reusable roadways, the status quo for RCA in American roadways should be reconsidered along with these new priorities. This study proposes to revisit the use of recycled concrete as aggregate in rigid pavement slabs by using overlooked research to address the concerns that prevented the wide-scale adoption of recycled concrete as an aggregate in pavement slabs by state departments of transportation. Experiences encountered in countries (mostly restricted to Europe) where the use of RCA in rigid pavement is more common are also described. New opportunities for the use of RCA as a structural component in pavement concretes are detailed.",,"Coarse aggregates; Continued use; Natural aggregate; New opportunities; Pavement concrete; Portland cement concrete pavements; Recycled concrete aggregates; Recycled concretes; Rigid pavements; State departments of transportations; Structural component; Concrete aggregates; Concrete construction; Concrete pavements; Concretes; Highway engineering; Portland cement; Recycling; Roads and streets",Article,Scopus
"Rane Y.N., Pastore C.M.","Rapidly renewable structural composites",2009,"International SAMPE Symposium and Exhibition (Proceedings)",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-74949129262&partnerID=40&md5=51c2bd513ad518147d7c405f025a9660","Current trends in the manufacture of structural materials are moving towards ecological, environmental or green processes whether it is in processing stage, during use or in post processing (recycling or reuse). The present research gives emphasis to the development of structural composites from sustainable, rapidly renewable materials: chitosan and cellulose. The interfacial adhesion between different pretreated flax fibers and chitosan was studied as an important factor affecting the mechanical properties of the short fiber natural composites. The various treatments carried out on flax fibers included alcohol and alkali soaking, alcohol boiling and water washing. Weibull's statistical model was applied to analyze the distribution of fiber failure strength. Fiber pull-out tests were used to determine the interfacial shear strength (IFSS) and critical fiber length (l c) of the composites. It was found that the various fiber treatments reduced the mechanical properties of the fibers but eventually enhanced the adhesion with the matrix. Water washed flax fibers showed best results among the various treatments indicating the potential to prepare low cost sustainable composite materials.",,"Alkali soaking; Critical fiber length; Current trends; Fiber failures; Fiber pull-out test; Fiber treatment; Flax fiber; Green process; Interfacial adhesions; Interfacial shear strength; Low costs; matrix; Natural composites; Post processing; Processing stage; Renewable materials; Short Fiber; Statistical models; Structural composites; Structural materials; Water washing; Weibull; Adhesion; Building materials; Chitin; Chitosan; Composite micromechanics; Flax; Linen; Mechanical properties; Processing; Renewable energy resources; Shear strength; Weibull distribution; Yarn; Fibers; Adhesion; Chitin; Chitosan; Composites; Construction Materials; Fibers; Flax; Linen; Mechanical Properties; Processing; Renewable Resources; Shear Strength; Statistical Distribution; Yarn",Conference Paper,Scopus
"Xu L., Li W., Hu J., Li K., Yang X., Ma F., Guo Y., Yu X., Guo Y.","Transesterification of soybean oil to biodiesel catalyzed by mesostructured Ta2O5-based hybrid catalysts functionalized by both alkyl-bridged organosilica moieties and Keggin-type heteropoly acid",2009,"Journal of Materials Chemistry","10.1039/b910694d","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72849126047&doi=10.1039%2fb910694d&partnerID=40&md5=1f9ae40969b553834a084ff1109b58d3","A series of Ta2O5-based hybrid catalysts functionalized by both alkyl-bridged organosilica fragments and the Keggin-type heteropoly acid, Ta2O5/Si(R)Si-H3PW 12O40 (R = -CH2CH2- or -C 6H4-), were prepared via a one-pot co-condensation method in the presence of a triblock copolymer surfactant (P123). The materials were well characterized by spectroscopy methods, X-ray diffraction analysis, transmission electron microscopy, and nitrogen physisorption measurement to confirm the structural integrity of the Keggin unit and alkyl-bridged organosilica units in the hybrid materials, to investigate the interaction between the Ta2O5 matrix and the organic or inorganic functionalities, and to test the mesostructure, morphology, and porosity of the materials. The materials were subsequently utilized as environmentally-friendly solid acid catalysts in the transesterification of soybean oil (containing 20 wt% myristic acid) with methanol to produce fatty acid methyl esters under atmosphere refluxing. Compared with bulk H3PW12O 40 and alkyl-free H3PW12O40/Ta 2O5, as-prepared Ta2O5/Si(R)Si- H3PW12O40 hybrid materials with suitable concentrations of bridging alkyl groups exhibited higher reactivity toward the target reaction. This enhanced acid-catalytic reactivity after the introduction of both acidic and hydrophobic functionalities within the Ta2O 5 matrix is discussed. Finally, the reusability of the hybrid materials was evaluated through three catalytic runs. © The Royal Society of Chemistry 2009.",,"Alkyl groups; Catalytic reactivity; Co-condensation; Environmentally-friendly; Fatty acid methyl ester; Functionalized; Heteropoly acids; Hybrid catalysts; Inorganic functionality; Keggin-type; matrix; Mesostructured; Mesostructures; Myristic acid; Nitrogen physisorption measurements; One pot; Organosilicas; Refluxing; Solid acid catalysts; Soybean oil; Triblock copolymers; Alkylation; Catalysis; Catalysts; Esters; Fatty acids; Fluorine containing polymers; Methanol; Physisorption; Reusability; Silicon; Spectroscopic analysis; Surface active agents; Tantalum; Transmission electron microscopy; Units of measurement; X ray diffraction analysis; Hybrid materials",Article,Scopus
"da Rocha C.G., Sattler M.A.","A discussion on the reuse of building components in Brazil: An analysis of major social, economical and legal factors",2009,"Resources, Conservation and Recycling","10.1016/j.resconrec.2009.07.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71649091390&doi=10.1016%2fj.resconrec.2009.07.004&partnerID=40&md5=deb289405fc50fcefe190cbc7c19484b","The construction industry is a major waste generator and consumer of natural resources. The importance of changing traditionally adopted attitudes (such as the discard of used materials components for recycling and reuse practices) in order to create a more sustainable production model is presented in the literature. The aim of this exploratory paper is to analyze major social, economical and legal factors, which can act as barriers or opportunities in the reuse of building components. The research strategy employed is a single-embedded case study. The main unit of analysis is the reuse process, investigated by the study of the demolition sector in the city of Porto Alegre (Brazil). The process is characterized; its main phases and agents are presented and described. The supply chain management (SCM) approach is used to model the reuse process. The article summarizes major factors, which influence the reuse process, pointed in the literature and compares those with the case study findings enabling the identification of some differences. The case study findings suggest that the reuse of building components is primarily supported by economical and social aspects such as the labor cost of deconstruction and demand for reused products. Although legal mechanisms may play an important role in promoting the reuse of building components, its potential was not observed in the case study. The article also provides a critical analysis of the current state of construction waste management in Porto Alegre on issues like legislation and responsibilities, considering recent changes in national regulations. Finally, the adoption of the SCM approach has showed to be useful for the analysis of ""close loop"" supply chains as it enabled the identification of additional factors that can influence the reuse process. © 2009 Elsevier B.V. All rights reserved.","Building components; Demolition; Recycling; Reuse; Supply chain","Close loop; Construction wastes; Critical analysis; Demolition sector; Labor costs; Legal factors; Legal mechanisms; Research strategy; Reuse; Reuse practices; Reuse process; Sustainable production; Unit of analysis; Waste generators; Building components; Construction industry; Cost accounting; Demolition; Employment; Laws and legislation; Recycling; Research; Social aspects; Supply chains; Wages; Waste management; Supply chain management; best management practice; building; construction industry; corporate strategy; critical analysis; demolition; numerical model; recycling; structural component; article; Brazil; building industry; building material; consumer; economic aspect; exploratory research; furniture; industrial waste; legal aspect; recycling; responsibility; social aspect; waste management; Brazil; Porto Alegre; Rio Grande do Sul; South America",Article,Scopus
"Maaß J., Steiner J., Amado A., Michaela H., Raatz A., Hesselbach J.","Self-management in a control architecture for parallel kinematic robots",2009,"2008 Proceedings of the ASME International Design Engineering Technical Conferences and Computers and Information in Engineering Conference, DETC 2008",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349256019&partnerID=40&md5=79cf5ca0a2df041ca3735a4680db778b","Maintainability, extendibility and reusability of components in the design of robot control architectures is a major challenge. Parallel kinematic robots feature a wide variety of structures and applications. They are subject to easy reconfiguration because of the passive structure limbs. This class of robots requires more extensive calculations in their control laws than serial manipulators. During complex motion tasks, such as the ones required in assembly sequences, the algorithmic load may also vary over time. However, no generic control approach exists in order to reduce the complexity of control design for these kind of robots. In this paper the authors introduce an architecture for handling and assembly applications featuring self-management techniques as an approach to tackle these problems. The existing architecture features a modular and layered design. Concepts of self-management and self-optimization applied to this architecture are outlined. These properties are realized by the integration of self-managers within crucial system components. The mechanisms are extended for a future distributed version of the architecture. Real-time properties are guaranteed by an online formal analysis that verifies planned adaptations before realizing them. Copyright © 2008 by ASME.",,"Assembly sequence; Complex motion; Control architecture; Control design; Control laws; Formal analysis; Generic control; Layered design; Parallel kinematics; Passive structures; Real-time properties; Robot control architecture; Self management; Self-optimization; Serial manipulators; System components; Kinematics; Machine design; Maintainability; Manipulators; Reusability; Robots; Structural design",Conference Paper,Scopus
"Williams J.R.","Non-destructive assessment of timber in historic buildings",2009,"Proceedings of Institution of Civil Engineers: Construction Materials","10.1680/coma.2009.162.4.175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956401272&doi=10.1680%2fcoma.2009.162.4.175&partnerID=40&md5=f45d5282167068884ba2baf158b287e3","Historic buildings are part of our built environment. Many of these buildings are important icons of our past and form part of our heritage and culture. They also provide excellent opportunities for reuse and development and can serve as the focal point for the regeneration of many run down, post-industrial areas. We should all be recycling our newspapers, plastic and glass bottles and should be composting our organic waste as part of the Green Revolution to reduce the amount we, as a society, waste. What better act of environmental awareness is there than reusing our historic buildings and the materials within? A holistic approach to the investigation of historic timber using non-destructive techniques to inspect and examine timber in situ for strength-reducing defects combined with repairs undertaken with the minimum of interventions, where practicable, can facilitate the reuse of original structural timber and can contribute to the 'recycling' of historic buildings. Moreover, the 'recycling' of such buildings and the materials therein can result in the construction industry exerting less pressure on our natural resources and reducing its carbon footprint.","Recycling & reuse of materials; Strength & testing of materials; Timber structures","Built environment; Carbon footprint; Environmental awareness; Focal points; Green revolution; Historic buildings; Holistic approach; In-situ; Industrial area; Non-destructive technique; Nondestructive assessment; Organic wastes; Structural timbers; Timber structures; Agriculture; Construction industry; Glass bottles; Maintenance; Materials; Materials testing; Recycling; Sewage; Timber; Buildings",Article,Scopus
"Small D.S.","Technical considerations in a zero energy home",2009,"2008 Proceedings of the 2nd International Conference on Energy Sustainability, ES 2008",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349929203&partnerID=40&md5=af5115a7d39e21e4cb18e29245ed1937","Building a zero energy home requires several major considerations: site selection for the home; considerations to use less; conservation of what you produce; and evaluation the best choices of renewable resources. This paper discusses the use of climate data collection software, heat loss and heat gain considerations and software; how to achieve a zero energy building and qualifying as a LEED (Leadership in Energy and Environmental Design) Certified Platinum home. Site selection is the first step. This first step can be taken after you have identified your goals. What alternative energy systems do you want to use? Do you want to use more than one alternative source? What other site considerations are important? In my case, I wanted to use solar energy as my primary alternative energy source. Why? I want comfort, reliability and ease of use. Other alternatives may require more maintenance. Wind power will be a second source that will be incorporated to produce electricity when the PV system can not produce. The site selected is a south facing mountain that has a steady breeze most of the time. Another consideration for me is the ability to use earth-sheltering as a measure of high efficiency construction. The south-facing mountain also provides the opportunity to ""nestle"" into the mountainside. Calculations and basis of design are presented. Using less is a key mindset that we all need to move toward. Using less does not mean that you suffer. This house will be comfortable year round with little effort because the house uses passive solar design for lighting and space heating, active solar hot water for additional heating of the floor and domestic hot water, and PV/wind/biodiesel generator backup to generate electricity for lighting and other typical electrical loads. The construction materials provide high R-values and green products that contribute to excellent indoor air quality. SIPs (Structural Insulated Panels) will be used as the structural components for the walls and roof. All electrical appliances, refrigerator, lighting, and washer/dryer were selected to use less electricity and water. Data describing the energy requirements are provided. Reuse all that you can. I am incorporating a masonry heater, also known as a Russian Fireplace. The combustion efficiency of the masonry fireplace is typically 92-94 percent with very low emissions. The masonry fireplace will provide passive mass for passive release of the woodburning energy during the evening and heat hot water coils in the fireplace as well (as the hot water backup system). The use of hard woods from the land will provide heat overnight, heat for cooking and supply additional BTUs for domestic hot water and radiant heat. Many of the building materials that are selected for construction are from the land; stone and whole cut wood from the land will be used for esthetic appeal and thermal mass thereby reducing harmful manufacturer's emissions. My site is an excellent site for a hybrid solar and wind power (with a biodiesel generator as backup) system. The orientation and wind profile of the land is optimal for solar and wind energy applications. Site specific data and optimization of active solar, passive solar and PV/wind systems are presented. Life cycle costs are presented to show the cost comparison using Years-to-Payback and Return on Investment approaches for the energy systems and LEED certification costs for new construction. Copyright © 2008 by ASME.",,"Additional heating; Alternative energy; Alternative energy source; Alternative source; Back-up systems; Basis of designs; Best choice; Certification costs; Climate data; Combustion efficiencies; Construction materials; Cost comparisons; Domestic hot water; Ease of use; Electrical appliances; Electrical load; Energy requirements; Energy systems; Generate electricity; Green products; Heat gains; High efficiency; Hot water; Indoor air quality; Leadership in energy and environmental designs; Lifecycle costs; Low emission; New construction; Passive solar; Passive solar design; PV system; R value; Radiant heat; Renewable resource; Return on investments; Site-specific; Solar hot water; Structural component; Structural insulated panels; Thermal mass; Wind energy; Wind profiles; Zero energy buildings; Zero energy homes; Air quality; Chimneys; Computer software; Computer software maintenance; Conservation; Construction equipment; Electric generators; Foundations; Heating; Hot water distribution systems; Indoor air pollution; Investments; Landforms; Lighting; Low energy electron diffraction; Masonry materials; Platinum; Profitability; Site selection; Sustainable development; Water; Water resources; Wind power; Solar energy",Conference Paper,Scopus
"Ni Y., Ying S., Zhang L., Wen J., Ye P., Zhang J.","Modeling aspect-oriented software architecture",2009,"Proceedings - 2009 International Conference on Industrial and Information Systems, IIS 2009","10.1109/IIS.2009.55","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349510425&doi=10.1109%2fIIS.2009.55&partnerID=40&md5=526d97d1da58c32a24a49678344f0dc1","There are always some crosscutting behaviors and features in the software architecture model described by conventional architecture description languages. They tangle and scatter in different design elements of software architecture and thus lead to difficulties in comprehension, evolution and reusability of software architecture model. Aiming at these problems, this paper proposes an Aspect- Oriented Architecture Description Language AC2-ADL based on the temporal logic language XYZ/E. In AC2-ADL, crosscutting behaviors and their crosscutting influences can be explicitly represented by introducing new structural elements. And then, this paper expounds the process to model Aspect- Oriented software architecture using AC2-ADL through case study. By AC2-ADL and the process introduced to model software architecture, not only the design efficiency can be improved, but also the model built is easier to comprehend, reuse and evolve. © 2009 IEEE.","ADL; AOADL; AOSD; Software architecture; Software architeture model","ADL; AOADL; AOSD; Architecture description languages; Aspect-oriented architecture; Aspect-oriented software; Design efficiency; Design elements; Modeling aspects; Reusability of software; Software architecture model; Software architeture model; Structural elements; Architecture; Computer software reusability; Information systems; Large scale systems; Linguistics; Query languages; Reusability; Temporal logic; Software architecture",Conference Paper,Scopus
"Hong W., Choi C., Lee W., Hong J.P., Kum D.","Advanced permanent magnet motor drive modeling for automotive application under matlab/simulink environment",2009,"International Journal of Automotive Technology","10.1007/s12239-009-0056-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73849149034&doi=10.1007%2fs12239-009-0056-7&partnerID=40&md5=4c6ea58abf358795ac53070b07bb2f49","This paper proposes an advanced permanent magnet (PM) motor drive modeling for dynamic analysis of automotive control systems with PM motor drives. To enhance the reusability of the proposed PM motor drive model, each component is modeled in an object-oriented manner according to the physical partitioning of a real drive system, and userfriendly and well-organized interfaces are also proposed. These characteristics enable this model to be used as a kind of a programming library. A multi-level modeling strategy is also proposed, which helps make a compromise between model accuracy and simulation speed without structural modification of the system model. The model and modeling strategy developed allow for a comprehensive analysis of each component and dynamic analysis of the total system. System simulation results show the practical effectiveness of the proposed modeling strategy. Copyright © 2009 KSAE.","Multi-level model; Nonlinear parameter; Permanent magnet synchronous motor","Automotive applications; Automotive control systems; Comprehensive analysis; Drive systems; MATLAB/Simulink environment; Model accuracy; Modeling strategy; Multilevel model; Multilevel modeling; Non-linear parameters; Object oriented; Permanent Magnet Synchronous Motor; Permanent-magnet motor drives; Physical partitioning; PM motor drive; Programming library; Simulation speed; Structural modifications; System models; System simulations; AC motors; Control system analysis; Dispensers; Dynamic analysis; Electric drives; Magnetic devices; Model structures; Motors; Permanent magnets; Reusability; Surface chemistry; Synchronous motors",Article,Scopus
"Tambe S., Dabholkar A., Gokhale A.","CQML: Aspect-oriented modeling for modularizing and weaving QoS concerns in component-based systems",2009,"Proceedings of the International Symposium and Workshop on Engineering of Computer Based Systems","10.1109/ECBS.2009.24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650217981&doi=10.1109%2fECBS.2009.24&partnerID=40&md5=151a1eb7d795244cd3d715353bc90392","Current domain-specific modeling (DSM) frameworks for designing component-based systems often consider the system's structural and behavioral concerns as the two dominant concerns of decomposition while treating nonfunctional or quality of service (QoS) concerns as an after thought. Such frameworks lack a strong decoupling between the modeling of the system's structural composition and their QoS requirements. This lack of QoS modularization limits (1) reusability of such frameworks, (2) ease of maintenance when new non-functional characteristics are added, and (3) independent evolution of the modeling frameworks along both the structural and non-functional dimensions. This paper describes Component QoS Modeling Language (CQML), which is a reusable, extensible, and aspect-oriented modeling approach that provides strong separation between the structural and non-functional dimensions. CQML supports independent evolution of structural as well as QoS metamodel of composition modeling languages. The join point model of CQML enables declarative QoS aspect modeling and supports automatic weaving of structural changes effected by QoS requirements. We evaluate the capabilities of CQML for a variety of structural modeling languages and provide quantitative results indicating the modeling effort saved in automating the weaving of QoS concerns. © 2009 IEEE.",,"Aspect oriented modeling; Component based systems; Composition modeling; Designing components; Domain specific modeling; Join point; Meta model; Modeling frameworks; Modularization; Non-functional; QoS modeling; QoS requirements; Quantitative result; Structural change; Structural composition; Structural modeling; Linguistics; Modular construction; Quality of service; Query languages; Reusability; Weaving; Mathematical models",Conference Paper,Scopus
"De Bolster E., Cuypers H., Van Itterbeeck P., Wastiels J., De Wilde W.P.","Use of hypar-shell structures with textile reinforced cement matrix composites in lightweight constructions",2009,"Composites Science and Technology","10.1016/j.compscitech.2008.10.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349157623&doi=10.1016%2fj.compscitech.2008.10.028&partnerID=40&md5=2a1ca34dbcfdc7df874fe41793f17760","The main goal of this paper is to define a design procedure for modular, lightweight and freeform structures by quantifying the relative importance of serviceability limit states and ultimate limit states. The modular building stones of the freeform structures under study are sandwich panels with a foamed polyurethane core and TRC (textile reinforced concrete) faces, shaped in the form of hyperbolic paraboloids (hypars). The shape of these modular building stones allows the production of structural elements on a reusable doubly-curved mould. For the dimensioning of the global modular structure, two states are important according to the Eurocodes: the ultimate limit states and the serviceability limit states. Due to the lightweight aspect of the modular structure, the serviceability limit states will gain in importance: stiffness and crack formation become important factors, as does the influence of repeated loading. These factors and their influence on the final design of the proposed structures will therefore be discussed in this paper. © 2008 Elsevier Ltd. All rights reserved.","A. Textile composites; B. Sandwich; C. Finite element analysis","A. Textile composites; B. Sandwich; C. Finite element analysis; Cement matrix composites; Crack formations; Design procedures; Eurocodes; Foamed polyurethanes; Freeform; Hyperbolic paraboloids; Light-weight constructions; Modular buildings; Modular structures; Relative importances; Repeated loadings; Sandwich panels; Serviceability limit state; Shell structures; Structural elements; Textile reinforced concretes; Two state; Ultimate limit state; Building materials; Modular construction; Polymers; Reinforced concrete; Structural loads; Textiles; Finite element method; building material; composite; concrete; finite element analysis; industrial textile; industrial use; reinforcement; structural analysis",Article,Scopus
"Bucchignani E., Pezzella G., Matrone A.","Numerical simulation of liquid-structure interaction problems in a tank for aerospace applications",2009,"European Space Agency, (Special Publication) ESA SP",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-66949163997&partnerID=40&md5=24aa495e897e115ce1cb273e6d243f3e","The current perspectives in the aerospace require a particular care for the analysis of several phenomena involving the coupling between the mechanical behaviour and other physics fields such as the fluid-structure interaction problem. This issue is particularly felt within the Reusable Launch Vehicle (RLV) design since, during reentry, such kind of vehicles carries large quantities of Main Engine Cut Off (MECO) residual propellants. The management of the residual propellant remaining in the reusable stage after MECO during a nominal mission is a crucial point for the design with respect to: dimensioning and weight, landing safety issues, and post landing procedures.The goal of this paper is the unsteady numerical simulation of a RLV-like tank configuration, filled with propellant, such as liquid Oxygen (LO2) and/or liquid Hydrogen (LH2), subject to a typical reentry loading environment. The flowfield pressure and the stress field in the tank structure have been evaluated considering the motion of an incompressible fluid with a mobile free surface, in a tank with deforming walls under the action of the liquid pressure. An unsteady Finite Element formulation is used, instead, for modelling the tank. The coupling algorithm, based on a staggered method,belongs to the class of the partition treatment techniques, which allow to solve the fluid and structural fields by means of two distinct models.",,"Coupling algorithms; Cut-off; Finite element formulations; Fluid-structure interaction problem; Free surfaces; Incompressible fluid; Liquid hydrogens; Liquid oxygen; Liquid pressure; Loading environment; Mechanical behaviour; Numerical simulation; Reusable launch vehicles; Safety issues; Stress field; Structural fields; Structure interactions; Tank structure; Treatment techniques; Aerospace applications; Computer simulation; Explosives; Fluid structure interaction; Fluids; Hydrogen; Landing; Launching; Liquefied gases; Oxygen; Propellants; Reusability; Reusable rockets; Spacecraft propulsion; Tanks (containers); Structural design",Conference Paper,Scopus
"Xiaodong H., Xianghao K., Liping S.M.L.","Mechanical analysis of confectioning flaw of refractory alloy honeycomb sandwich structure",2009,"Proceedings of SPIE - The International Society for Optical Engineering","10.1117/12.815677","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66749116234&doi=10.1117%2f12.815677&partnerID=40&md5=53ef2fefdfc227f494d6f7b4bef0a471","Thermal protection system is one of the key technology of reusable launch vehicle (RLV). After C/C and ceramic-matrix composite used in space orbiter, one new-typed thermal protection systems (TPS)-ARMOR TPS is coming forth. ARMOR TPS is means adaptable, robust, metallic, operable, reusable TPS. The ARMOR TPS has many advantages, for example: fixing easily, longer life, good properties, short time of maintenance and service. The ARMOR TPS is one of important candidate structure of RLV. ARMOR thermal protection system in foreign countries for reusable launch vehicle is used instead of the traditional ceramic-matrix composite thermal protection system and C/C thermal protection system. Also the constituent feature of ARMOR thermal protection system is much better than the traditional TPS. In comparison with traditional TPS, the ARMOR TPS will be the best selection for all kinds of RLV. So the ARMOR thermal protection system will be used in aviation and spaceflight field more and more widely because of its much better performance. ARMOR TPS panel is above the whole ARMOR TPS, and the metal honeycomb sandwich structure is the surface of the ARMOR TPS panel. So the metal honeycomb sandwich structure plays an important role in the ARMOR TPS, while it bears the flight dynamic pressure and stands against the flight dynamic calefaction. The metal honeycomb sandwich structure is made using the technique of the whole braze welding. In the course of the vacuum high temperature braze welding, its surface will appear concave. The reasons which lead to the shortage are summarized and discussed. The difference of thermal expansion coefficient and pressure between the core and the panels may be the chief reasons. This paper will analyze the mechanics behavior of metal honeycomb sandwich structure in the course of the vacuum high temperature braze welding, then make sure the reasons and get a way to solve it. Haynes214 is a good material of face sheet at present. γ - TiAl and microlaminate materials are the candidate materials in the future. © 2009 SPIE.","Confectioning flaw; Honeycomb sandwich structure; Mechanical analysis; MTPS","Braze welding; Candidate materials; Confectioning flaw; Dynamic pressures; Face sheets; Foreign countries; High temperature; Honeycomb sandwich structure; Key technologies; Mechanical analysis; Mechanics behavior; MTPS; Reusable launch vehicles; Thermal expansion coefficients; Thermal Protection System; Traditional ceramics; Armor; Brazing; Ceramic materials; Composite materials; Composite micromechanics; Flight dynamics; Honeycomb structures; Launching; Light weight rolling stock; Metal analysis; Metals; Military vehicles; Missile launching systems; Refractory alloys; Reusability; Reusable rockets; Sandwich structures; Security systems; Structural metals; Surface structure; Thermal expansion; Thermal insulating materials; Trajectories; Vacuum; Vacuum welding; Welding; Heat shielding",Conference Paper,Scopus
"Xing K., Luong L.","Modelling and evaluation of product fitness for service life extension",2009,"Journal of Engineering Design","10.1080/09544820701834512","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69249211164&doi=10.1080%2f09544820701834512&partnerID=40&md5=ef50d41f4fc42ce70804b351d7b42316","Based on the concepts of the '3Rs' (reduce, reuse, and recycle), service life extension (SLE) is regarded as an environmentally friendly way to relieve rampant waste problems by prolonging the use-life of retiring products and preventing them with their unexplored value from being discarded too early.However, challenged by fast-changing technology and physical deterioration over time, a major concern in planning product SLE is how fit a product would be to serve an extra life. This paper intends to present a mathematic model and evaluation approach to provide a systematic estimate for a product's potential to serve an extended life. Using fuzzy logic, the model is formulated to represent a product's fitness for SLE based on its functional, physical, as well as structural characteristics. A number of indicators are integrated into the model to facilitate the evaluation and to identify weaknesses for improvement or redesign. © 2009 Taylor & Francis.","Fuzzy logic; Modularity; Remanufacture; Reuse; Service life extension",,Article,Scopus
"Zhao H., Yu N., Wang J., Zhuang D., Ding Y., Tan R., Yin D.","Preparation and catalytic activity of periodic mesoporous organosilica incorporating Lewis acidic chloroindate(III) ionic liquid moieties",2009,"Microporous and Mesoporous Materials","10.1016/j.micromeso.2009.03.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64549128622&doi=10.1016%2fj.micromeso.2009.03.006&partnerID=40&md5=5b376e1ea053217d20afa758fd7f1bfa","Preparation of novel periodic mesoporous organosilica (PMO) materials of SBA-15 incorporating Lewis acidic chloroindate(III) ionic liquid moieties was achieved via a multistep process, in which N-(3-triethoxysilylpropyl), N(3)-(3-trimethoxysilylpropyl-4,5-dihydroimidazolium chloride was firstly synthesized and used as bridging organosilica precursor to co-condense with tetraethoxysilane (TEOS) in the presence of P123, followed by removal of the template, then the addition of InCl3 gave rise to the PMO materials with Lewis acidity. The obtained PMO materials were well characterized. The XRD, TEM, and N2 adsorption-desorption results indicated that the PMO materials retained the structural integrity during the template extraction and successive InCl3-loading process. FT-IR and solid-state 29Si and 13C CP/MAS-NMR analyses showed the organic structure of the bridging organosilica precursor could be incorporated into the PMO materials invariantly. Compared with SBA-15 supported InCl3, the PMO materials revealed high efficiency and better reusability in the Friedel-Crafts reaction between benzene and benzyl chloride. More importantly, such immobilized chloroindate(III) ionic liquids had low moisture sensitivity, showing the great potential for practical applications. © 2009 Elsevier Inc. All rights reserved.","Friedel-Crafts reaction; Immobilization; Ionic liquid; Periodic mesoporous organosilica; SBA-15","Adsorption desorptions; Benzyl chlorides; Catalytic activities; High efficiencies; Immobilization; Lewis acidic; Lewis acidities; Loading process; Moisture sensitivities; Multistep process; NMR analysis; Organic structures; Organosilica; Periodic mesoporous organosilica; SBA-15; Template extractions; Tetraethoxysilane; Xrd , tem; Adsorption; Benzene; Chemical reactions; Chlorine compounds; Desorption; Friedel-Crafts reaction; Ionization of liquids; Ions; Materials; Mesoporous materials; Reusability; Signal processing; Ionic liquids",Article,Scopus
