,Authors,Article Title,Document Type,Author Keywords,Abstract,DOI,DOI Link
13,"Cheng, JCP; Das, M",Improving Collaboration in the Construction Industry through Context-Aware Web Services,Proceedings Paper,,"Collaboration technologies have been increasingly used for supporting the requirements of a multi-disciplinary construction project team in recent years. In particular, web services technology has been leveraged in the construction industry for distributed communication and information management through message exchanges. However, the current standardized web services are unsuitable for typical construction information, which is large in magnitude and diverse in scope. This paper presents our proposed context aware web service framework that uses standardized ontologies to facilitate efficient and faster exchange of construction information in real time. This paper also presents an example scenario illustrating the collaborative environment facilitated with the proposed web service framework.",,
136,"Cheng, CP; Lau, GT; Law, KH; Pan, JY; Jones, A",Improving access to and understanding of regulations through taxonomies,Article,,"Industrial taxonomies have the potential to automate information retrieval, facilitate interoperability and, most importantly, improve decision making - decisions that must comply with existing government regulations and codes of practice. However, it is difficult to find those regulations and codes most relevant to a particular decision. even though they are now in digital form, and often available online. The focus of this work is to map regulations and codes to existing industry-specific taxonomies that would improve their access and retrieval and facilitate their integration with application programs. Keyword matching is a commonly used technique for mapping from a single taxonomy to a single regulation. In this paper, we examine techniques to address two other mapping problems: from a single taxonomy to multiple regulations and from multiple taxonomies to a single regulation. Those techniques Cosine similarity, Jaccard coefficient, and market basket analysis - provide metrics for measuring the similarity between concepts from different taxonomies. We discuss these metrics and provide evaluations using examples from the building industry. These examples illustrate the potential regulatory benefits from the mapping between various taxonomies and regulations. (C) 2008 Elsevier Inc. All rights reserved.",10.1016/j.giq.2008.12.008,0.0
130,"Park, H; Liu, R",Improving for Construction Safety Design: Ontology Model of a Knowledge System for the Prevention of Falls,Proceedings Paper,,"Many accidents happen every year in the construction field. Accidents increase costs and construction time. Accordingly, the Occupational Safety and Health Administration has relevant safety regulations for the construction industry. Integration of construction safety strategies into the design phase can prevent potential safety hazards. Most accidents occurring in this field are falling from the roof. Therefore, this paper has narrowed the scope of this study to falls from the roof and has developed the knowledge modeling based on the safety rules provided by OSHA. To apply safety rules at the design stage automatically, safety knowledge or information must first be understandable by the computers. In this study, the knowledge system was developed through ontology modeling using the ontology editing program Protege. The developed ontology model has two superclasses. These include information on building components based on the most widely used building information modeling program, and knowledge about roof-related safety rules provided by OSHA. The safety plan must include safety accidents and rules as well as their countermeasures associated with the components at the design stage. This paper is the first step to safety management at the design stage, which is the development of ontology modeling so that software can recognize and understand the construction safety knowledge and information. Beginning with this modeling, if there is a potential risk of violating rules related to construction safety requirements, all relevant safety controls are carried out at the design stage. In other words, the design will be completed, and the safety management plan will be finished before construction starts so that the accidents will be prevented during construction.",,
51,"Abanda, FH; Oti, AH; Tah, JHM",Integrating BIM and new rules of measurement for embodied energy and CO2 assessment,Article,,"Embodied energy/CO2 computational models can help decision-makers choose appropriate technologies, building materials, systems and processes that minimize impacts on the environment. While existing models have been great in the assessment process, they often suffer from two main weaknesses. Firstly, models exist in silos and only fit for computing individual material type at any one time. Secondly, computational results obtained from most models are not aligned to standard measurement methods used in practice. In this study, a system that can automate the computation of embodied energy/CO2 of buildings and aligns the results to the UK New Rules of Measurement (NRM) has been proposed. The developed system was tested using case study houses with known dimensions. It allows the simultaneous determination of embodied energy/CO2 and cost and aligns the results to the UK NRM concepts. This is useful for simultaneously determining the environmental impact of building components and their corresponding costs.",10.1016/j.jobe.2017.06.017,0.0
126,"Howell, S; Rezgui, Y; Beach, T",Integrating building and urban semantics to empower smart water solutions,Article,,"Current urban water research involves intelligent sensing, systems integration, proactive users and data driven management through advanced analytics. The convergence of building information modeling with the smart water field provides an opportunity to transcend existing operational barriers. Such research would pave the way for demand-side management, active consumers, and demand-optimized networks, through interoperability and a system of systems approach. This paper presents a semantic knowledge management service and domain ontology which support a novel cloud-edge solution, by unifying domestic socio-technical water systems with clean and waste networks at an urban scale, to deliver value-added services for consumers and network operators. The web service integrates state of the art sensing, data analytics and middleware components. We propose an ontology for the domain which describes smart homes, smart metering, telemetry, and geographic information systems, alongside social concepts. This integrates previously isolated systems as well as supply and demand-side interventions, to improve system performance. A use case of demand-optimized management is introduced, and smart home application interoperability is demonstrated, before the performance of the semantic web service is presented and compared to alternatives. Our findings suggest that semantic web technologies and IoT can merge to bring together large data models with dynamic data streams, to support powerful applications in the operational phase of built environment systems. (C) 2017 The Authors. Published by Elsevier B.V.",10.1016/j.autcon.2017.02.004,0.0
75,"Usman, ZS; Tah, JHM; Abanda, FH; Nche, C",Integration of an ontology with IFC for efficient knowledge discovery in the construction domain,Proceedings Paper,,"In the most recent years, the Semantic Web applied to Building Information Modelling and Industry Foundation Classes are the most widely recognized efforts in the digitalization of products in the architectural, engineering and construction industry. This study performs knowledge discovery of construction products from domain experts to build an ontology. However, ontology developed becomes an isolated conceptualization. In order to get rich domain ontology, novel approach is to retrieve knowledge from domain-specific online product repositories such as the industry foundation classes. This study identifies similarities between the industry foundation classes and ontology likewise their differences with the hope that it would develop an enhanced knowledge conceptualization of the domain. Integration of IFC and ontology will mean that concepts represent well-established standard terms rich in domain knowledge. Other semantic web technologies can then be exploited on the resulting application to perform data querying, consistency checking, data reasoning, knowledge inference and so much more. Thus, the resulting ontology could be standardized and be easily applied for use in practice in the industry.",,
21,"Zhu, XY; Gao, B; Yang, XD; Yuan, YP; Ni, J",Interactions between the Built Environment and the Energy-Related Behaviors of Occupants in Government Office Buildings,Article,,"Human behaviors that greatly influence building energy consumption are stimulated by the indoor environment. However, the relative importance of different environmental factors remains unclear. Previous literature mostly focused on single behavior. Holistic study of multiple energy-related behaviors is scarce. To fill the gap, this study investigated 22 government office buildings in Sichuan using questionnaires and field measurement. Environmental factors were ranked based on the two dimensions of importance level'level  and satisfaction level . The key energy-related behaviors were identified by the comparative study between low- and high-energy-consuming buildings. Lastly, interactions between the building energy consumption, indoor environment quality, occupants' satisfaction, and human behaviors were analyzed. Questionnaires reveal that most occupants consider indoor air quality as the prior pain point  while feeling satisfied enough with the thermal environment. Although people attach less importance to the acoustic environment, they manifest evident discontent, suggesting that noise control is an urgent imperative. In contrast, occupants are relatively unconcerned with illuminance, which implies the feasibility of saving energy by reasonably reducing lighting requirements of some non-critical areas. The comparative study indicates that increased energy consumption was attributable to extra personal appliances, wasteful air conditioning habits, and the lack of ventilation in summer. The objective environment of high-energy-consuming buildings is slightly better. However, the difference in perceived satisfaction was not obvious. The findings of this study contribute to determining the most noteworthy environmental factor and the key energy-related behaviors and provide reference information for optimizing energy-saving strategies.",10.3390/su131910607,0.0
89,"McGlinn, K; Wagner, A; Pauwels, P; Bonsma, P; Kelly, P; O'Sullivan, D",Interlinking geospatial and building geometry with existing and developing standards on the web,Article,,"Geometric data plays a central role in the geospatial domain, architectural design and construction industry. For upcoming, new approaches to store building data, such as the Semantic Web, no universal common agreement exists on the combination of geometric and non-geometric data. It can therefore be unclear to users on how to represent their geometries, leading to a decelerated application and advancement of making building data available over the web. This gap can only be bridged if a common approach on the representation of geometries on the web is achieved. To first generate a common understanding of geometry representations, an overview of existing and developing geometry (web) standards needs to be given and discussed, i.e., the Industry Foundation Classes (IFC), CityGML, GeoSPARQL, and the OntoBREP and GEOM ontologies. This discussion needs to consider general contexts, e.g., 2D, 3D, detailed, or tessellated geometries, and specific use cases of the construction industry. Based on these discussions, this paper aims to propose a general recommendation for web-based geometry representations to enhance future applications of building data on the web. Due to the variety of use cases and their requirements, as well as technical constraints based on deviant interpretations of geometry descriptions from different geometry kernels, it became clear, that no approach or standard is generally superior to others. The biggest distinction identified in this paper is posed between the context of visualizing, where simplified, tessellated geometry holds the highest advantage, and (parametric) modeling, which requires semantically detailed geometry representations. Hence, we recommend to interlink non-geometric data with multiple geometry representations, to address all relevant contexts and use cases appropriately. The individual geometry representations should be chosen based on the relevant use cases for an optimal experience when using and exchanging geometry on the web. With this recommendation, the benefits of all discussed approaches can be exploited while avoiding their respective challenges.",10.1016/j.autcon.2018.12.026,0.0
1,"Shishehgarkhaneh, MB; Keivani, A; Moehler, RC; Jelodari, N; Laleh, SR","Internet of Things (IoT), Building Information Modeling (BIM), and Digital Twin (DT) in Construction Industry: A Review, Bibliometric, and Network Analysis",Review,,"The present study uses a bibliometric and systematic literature review (SLR) to examine the use of Building Information Modeling (BIM), the Internet of Things (IoT), and Digital Twins (DT) in the construction industry. The network visualization and other approaches based on the Web of Science (WOS) database and the patterns of research interactions were explored in 1879 academic publications using co-occurrence and co-citation investigations. Significant publications, conferences, influential authors, countries, organizations, and funding agencies have been recognized. Our study demonstrates that BIM, IoT, and DT in construction, Heritage BIM (HBIM), Smart Contracts, BIM, and Ontology, and VR and AR in BIM and DT are the main study themes. Finally, several prospective areas for future study are identified, including BIM and Metaverse technology, BIM and Artificial Intelligence (AI), Metaheuristic algorithms for optimization purposes in BIM, and the Circular Economy with BIM and IoT.",10.3390/buildings12101503,0.0
69,"Ferneley, E; Lima, C; Fies, B; Rezgui, Y; Wetherill, M",Interorganisational semantic webs to enable knowledge discovery and dissemination: technical support for the social process,Proceedings Paper,,"The research presented here aims to provide Information Communication Technology (ICT) support for knowledge management in the building and construction industry. The sector is knowledge intensive yet the use of ICTs is fragmented with heterogeneous information sources. This paper provides an overview of an approach that has been developed to provide access to such heterogeneous knowledge via a web enabled technology. The foundations of the supporting technology, the e-CKMI (E-COGNOS Knowledge Management Infrastructure) and supporting e-COSER (e-Cognos Ontology Server), are presented in this paper.",,
48,"Costa, R; Lima, C",KNOWLEDGE REPRESENTATIONS WITH ONTOLOGY SUPPORT FOR COLLABORATIVE ENGINEERING IN ARCHITECTURE ENGINEERING AND CONSTRUCTION,Article,,"This paper brings a contribution focused on collaborative engineering projects where knowledge plays a key role in the process. Collaboration is the arena, engineering projects are the target, knowledge is the currency used to provide harmony into the arena since it can potentially support innovation and, hence, a successful collaboration. The Building and Construction domain is challenged with significant problems for exchanging, sharing and integrating information among actors. Semantic gaps or lack of meaning definition at the conceptual and technical level, for example, are problems fundamentally originated through the employment of representations to map the `world' into models in an endeavour to anticipate other actors' views, vocabulary, and even motivations. One of the primary research challenges addressed in this work relates to the process of formalization and representation of document contents, where most existing approaches are limited and only take into account of the explicit, word- based information in the document. The research described in this paper explores how traditional knowledge representations can be enriched through incorporation of implicit information derived from the complex relationships (Semantic Associations) modelled by domain ontologies with the addition of information presented in documents, by providing a baseline for facilitating knowledge interpretation and sharing between humans and machines. The paper introduces a novel conceptual framework for representation of knowledge sources, where each knowledge source is semantically represented (within its domain of use) by a Semantic Vector. This work contributes to the enrichment of Semantic Vectors, using the classical vector space model approach extended with ontological support, employing ontology concepts and their relations in the enrichment process. The test bed for the assessment of the approach is the Building and Construction, using an appropriate domain Ontology. Preliminary results were collected using a clustering algorithm for document classification, which indicates that the proposed approach does improve the precision and recall of classifications. Future work and open issues are also discussed.",,
6,"Ferrada, X; Serpell, A",Knowledge Management and the Construction Industry,Article,,"Every day, companies generate new knowledge about their products, their customers and their processes, but in general this knowledge is lost because there are no appropriate mechanisms to capture, store and share this knowledge. Because of that, knowledge management appears as an approach that gives to these organizations a systematic and structured process for managing their knowledge and experience. For the construction industry, highly intensive in knowledge, this approach can be a very effective tool for increasing productivity and performance in their projects. Thus, the proper management of this resource becomes vital, especially in the current environment characterized by high competitiveness. This discipline has been implemented in various parts of the world for several years, but has not yet been widely disseminated in Chile. To help disseminate the main concepts of this approach and its implications for the construction industry, this article presents a summary of the state of the art, which includes a review of the theoretical aspects of the discipline and its relationship and impact in the construction industry.",,
116,"Dong, C; Wang, F; Li, H; Ding, LY; Luo, HB",Knowledge dynamics-integrated map as a blueprint for system development: Applications to safety risk management in Wuhan metro project,Article,,"Safety has always been a persistent problem in the construction industry, particularly for tunnel construction projects due to the inherent uncertainty in geotechnical conditions and the complexity of the tunnel construction process. Literatures and practices highlight the importance of safety knowledge to the construction safety. However, safety knowledge is not always provided in a convenient and timely manner. This paper develops a Knowledge-dynamics Integrated Map (KIM) to visualize safety knowledge flow in tunnel construction safety risk management. The KIM highlights the what, the who, and the why of knowledge flow by portraying its dynamics associated to the working processes. With the use of KIM, the safety knowledge flow barriers are identified so that knowledge flow facilitators can be designed. The KIM has been applied in Wuhan metro project as a blueprint for systematically developing effective safety knowledge management systems.",10.1016/j.autcon.2018.05.014,0.0
40,"Pan, M; Pan, W","Knowledge, attitude and practice towards zero carbon buildings: Hong Kong case",Article,,"The 'zero carbon building (ZCB)' approach has been hailed as an innovative strategy for addressing climate change and achieving a low carbon society. There has been burgeoning research on the technical aspects of ZCBs. However, the aspect of stakeholder engagement, albeit imperative for zero carbon development, has been largely overlooked in the literature. This paper examines stakeholder knowledge, attitude and practice (KAP) with regard to ZCBs in a systems manner, employing a new KAP model that integrates ontology, axiology and epistemology as the theoretical lens. The research was carried out through a questionnaire survey and focus group discussions with multiple stakeholders in the building industry in Hong Kong, which is a typical example of a high-density city. The results indicate the generally ambiguous and inconsistent knowledge, relatively negative attitude, and poor practice of stakeholders towards ZCBs. The statistical analysis findings reveal that differentiation exists between different stakeholder groups as to their knowledge, and this highlights the significant role that explicit ZCB knowledge plays in creating a knowledge-induced attitude that favours changes in practice leading to zero carbon developments. The applicability of the developed KAP model is verified using the case of Hong Kong, enabling the dialectics and complexities of stakeholder KAP towards ZCBs to be further clarified. Practical implications are provided to enhance the knowledge, shape the attitudes, and encourage the practices of building towards zero carbon in future cities. (C) 2020 Elsevier Ltd. All rights reserved.",10.1016/j.jclepro.2020.122819,0.0
146,"Zheng, Z; Zhou, YC; Lu, XZ; Lin, JR",Knowledge-informed semantic alignment and rule interpretation for automated compliance checking,Article,,"As an essential prodecure to improve design quality in the construction industry, automated rule checking (ARC) requires intelligent rule interpretation from regulatory texts and precise alignment of concepts from different sources. However, there still exists semantic gaps between design models and regulatory texts, hindering the exploitation of ARC. Thus, a knowledge-informed framework for improved ARC is proposed based on natural language processing. Within the framework, an ontology is first established to represent domain knowledge, including concepts, synonyms, relationships, constraints, etc. Then, semantic alignment and conflict resolution are introduced to enhance the rule interpretation process based on predefined domain knowledge and unsu-pervised learning techniques. Finally, an algorithm is developed to identify the proper SPARQL function for each rule, and then to generate SPARQL-based queries for model checking purposes, thereby making it possible to interpret complex rules where extra implicit data needs to be inferred. Experiments show that the proposed framework and methods successfully filled the semantic gaps between design models and regulatory texts with domain knowledge, which achieves a 90.1% accuracy and substantially outperforms the commonly used keyword matching method. In addition, the proposed rule interpretation method proves to be 5 times faster than the manual interpretation by domain experts. This research contributes to the body of knowledge of a novel framework and the corresponding methods to enhance automated rule checking with domain knowledge.",10.1016/j.autcon.2022.104524,0.0
125,"Ramyar, R",Learning from tradition: The role of environment perception layers in space making-the case of the Persian Garden,Article,,"Extensive geographical and temporal uses of a built environment with a unique characteristic and spatial pattern indicates timelessness qualities of the space. The organic qualities, which originated from within us and differentiated by inspiration from specific local ontology, have been perceived by different people in different periods of time. In order to identify the effectiveness of these environments, this paper studies and analyzes the Persian garden, which was made for recreation, was designed to fully engage the people, and respond to their spatial needs for the relaxation. This paper analyzed the Persian garden with local epistemological science and ancient literature to probe human understanding of space and to provide a model of the multi-layer perception of the environment, which helps us to understand the reason of why visitors perceive the environment appealing and to make effective use of these qualities in creating today spaces.",10.1016/j.jum.2020.02.002,0.0
91,"Ferguson, H; Vardeman, C; Nabrzyski, J",Linked Data View Methodology and Application to BIM Alignment and Interoperability,Proceedings Paper,,"Building Information Modeling needs better strategies for schema interoperability in order to begin solving some of the problems the building industry faces including discrepancies in simulation tool data, missing or incorrect data, and gaps in data sourcing transparency. Addressing these challenges so far has often resulted in further siloed translation tools that only work for the few formats for which they were built. An application of Linked Data Views (or Semantic Views) is presented as part of a larger, modular, and extensible framework that provides a method to automatically query, understand, and translate BIM instances into Linked Data. This bypasses the need for individual translators in order to access the multitude of simulations tools, allows multiple data stores to be compared properly for more accurate Decision Support, and can be connected to other Linked Data for verifying, correcting, and extending our knowledge through available resources in multiple locations.",,
133,"Langevin, J",Longitudinal dataset of human-building interactions in US offices,Article; Data Paper,,"Adaptive interactions between building occupants and their surrounding environments affect both energy use and environmental quality, as demonstrated by a large body of modeling research that quantifies the impacts of occupant behavior on building operations. Yet, available occupant field data are insufficient to explore the mechanisms that drive this interaction. This paper introduces data from a one year study of 24 U.S. office occupants that recorded a comprehensive set of possible exogenous and endogenous drivers of personal comfort and behavior over time. The longitudinal data collection protocol merges individual thermal comfort, preference, and behavior information from online daily surveys with datalogger readings of occupants' local thermal environments and control states, yielding 2503 survey responses alongside tens of thousands of concurrent behavior and environment measurements. These data have been used to uncover links between the built environment, personal variables, and adaptive actions, and the data contribute to international research collaborations focused on understanding the human-building interaction.",10.1038/s41597-019-0273-5,0.0
3,"Zeiler, W; van Houten, R; Boxem, G; van der Velden, J; Wortel, W; Haan, JF; Noom, P; Kamhuis, R; Hommelberg, M; Broekhuizen, H",MULTI-AGENTS FOR ENERGY EFFICIENT COMFORT Agents for the Energy Infrastructure of the Built Environment: Flexergy,Proceedings Paper,,"Synergy between end-user, building and the built environment is the ultimate in the intelligent comfort process control concept. This new comfort control technology is based on the use of agent technology and can further reduce energy consumption of buildings while at the same time improve individual comfort. The TU/e (Technische Universiteit Eindhoven) together with Kropman and ECN (Energy research Centre Netherlands) work together in the research for user based preference indoor climate control technology. Central in this approach is the whole building design process including the energy infrastructure which makes it possible to reduce energy consumption by tuning demand and supply of the energy needed to fulfil the comfort demand of the occupants of not just one building but a set of physical or virtual connected buildings.",,
36,"Li, X; Wu, P; Shen, GQP; Wang, XY; Teng, Y",Mapping the knowledge domains of Building Information Modeling (BIM): A bibliometric approach,Review,,"Building Information Modeling (BIM) has been recognized as an emerging technological innovation which can help transform the construction industry and it has been adopted broadly in the field of built environment. Due to the rapid development of BIM research, various stakeholders require a state-of-the-art review of the BIM research and implementation. The purpose of this paper is to provide an objective and accurate summary of BIM knowledge using 1874 published BIM-related papers. The results show that 60 key research areas, such as information systems, 3D modeling, design and sustainability and 10 key research clusters, such as architecture design studio, building information and lean construction, are extremely important for the development of BIM knowledge. The results are useful for the identification of research clusters and topics in the BIM community. More importantly, these results can help highlight how BIM-related research evolves over time, thus greatly contributing to understanding the underlying structure of BIM. This study offers useful and new insights to summarize the status quo of BIM knowledge and can be used as a dynamic platform to integrate future BIM developments.",10.1016/j.autcon.2017.09.011,0.0
154,"Vahdat, V",Meta-Virtuality: Strategies of Disembeddedness in Virtual Interiorities,Article; Early Access,,"To reclaim their seat in the rapidly growing market of virtual space, designers of the built environment can benefit from reevaluating theories that see the virtual as a mere extension/reflection of the physical. By claiming ontological autonomy from external worlds, the virtual is liberated from the hegemonic control of the physical. To explore the opportunities that such disruption in the physical/virtual continuum offers, I reflect on a series of pedagogical experiments that challenge the myth of total virtuality-the idea that the ultimate virtual experience is total immersion. The persistent obsession to fully immerse the user in a supposedly unmediated interiority of the virtual is evident in the minimization of the virtual reality apparatus to a state of almost nothingness. In this paper, I introduce a series of alienation/defamiliarization strategies, through which designers can invoke awareness about the mediation involved in a virtual experience-a condition that I refer to as metavirtual. One strategy emphasizes the pixelated ontology of the virtual space by techniques of glitching, low-resolution, low-fidelity, and low-color bitmap renders. Another involves manipulating the phenomenological expectations that our perception often experiences in non-virtual environments. This includes, not only a reconceptualization of the spatial object but also revisiting the agency of the subject in the virtual world. Different modes of spatial experience through portals, flying, and teleportation, affect the subject's perception of space, and thereby alter their measurement of time.",10.1111/joid.12230,0.0
2,"Kirillov, IA; Metcherin, SA; Klimenko, SV",Metamodel of Shared Situation Awareness for Resilience Management of Built Environment,Proceedings Paper,,"This report describes an ongoing Russian research program, which aimed at development of a methodological framework for a nation-wide multi-hazard crisis management system of systems (SoS) for built environment. In addition to a currently available system of separate departmental legacy cybersystems, targeted, mainly, at disaster response and recovery only, the proposed SoS shall provide a shared situational awareness of the stakeholders (operators and authorities, responsible for built environment - municipalities, Ministry of Emergency, Fire Brigades, Ambulance, Police, etc.) and the citizens under risk during at a whole life-cycle of hypothetical crisis, especially at pre-crisis and crisis stages. One of the cornerstone of crisis management SoS development is a common core ontology for conceptualization of risk-related activities within SoS framework. This article is focused on a proposed shared situation awareness meta-model and its distinctions from the prior art and concurrent developments.",10.1109/CW.2012.26,0.0
72,"Huitzil, I; Molina-Solana, M; Gomez-Romero, J; Bobillo, F",Minimalistic fuzzy ontology reasoning: An application to Building Information Modeling,Article,,"This paper presents a minimalistic reasoning algorithm to solve imprecise instance retrieval in fuzzy ontologies with application to querying Building Information Models (BIMs)-a knowledge representation formalism used in the construction industry. Our proposal is based on a novel lossless reduction of fuzzy to crisp reasoning tasks, which can be processed by any Description Logics reasoner. We implemented the minimalistic reasoning algorithm and performed an empirical evaluation of its performance in several tasks: interoperation with classical reasoners (Hermit and TrOWL), initialization time (comparing TrOWL and a SPARQL engine), and use of different data structures (hash tables, databases, and programming interfaces). We show that our software can efficiently solve very expressive queries not available nowadays in regular or semantic BIMs tools. (C) 2021 Elsevier B.V. All rights reserved.",10.1016/j.asoc.2021.107158,0.0
162,"Olugboyega, O; Oseghale, GE; Aigbavboa, C",Multiple holistic case study of project-level building information modelling (BIM) adoption in Nigeria,Article; Early Access,,"Purpose This study aims to undertake a contextual analysis of project-level building information modelling (BIM) adoption in Nigeria and demonstrate how BIM is applied across different projects in Nigeria. Design/methodology/approach This research generates contextual and holistic understandings of multiple project-level cases of BIM adoption through an interpretive paradigm guided by relativist ontology and subjectivist epistemology. Two models of project-level BIM adoption (ten-factor theory of BIM adoption and strategic-contingent model of BIM adoption) were merged to formulate the BIM adoption assessment scale (BIM-AAS). A qualitative-oriented case study protocol was developed to extract valid and reliable data from external and internal project data based on BIM-AAS features. The extracted data were analysed using the pattern-matching technique and cross-case analysis. Findings The results indicate that there was substantial use of BIM tools and technologies in the projects. All the projects adopted collaborative procurement and team and developed integrated building information models. The use of BIM tools, technologies and processes in the projects was found to be above average. The complexities and expectations levels of the projects compliment the nature of BIM adoption in the projects. Research limitations/implications The BIM-AAS adopted in this research is an excellent example of a project-level BIM adoption analytical tool. It can be assumed in future research. Also, this research contributes to the theory that the level of project complexity and expectations must align with the level of BIM adoption in projects. The study's findings ratify BIM tools, technologies and processes as the elements of project-level BIM adoption. Practical implications This research substantiates the actual nature and structure of BIM adoption in Nigeria, thereby simplifying the development of initiatives towards BIM adoption in projects and determining the appropriate strategies for BIM implementation and innovation in the Nigerian construction industry. The most important initiative that the Nigerian government can make to drive BIM implementation is the automating of code checking for building rules and regulations in Nigeria. Originality/value Previous studies have only reported cases of project-level BIM adoption using surveys and without a standardised project-level BIM adoption model to guide the analysis. This study is the first to formulate and use BIM adoption models for a uniform, critical and contextual analysis of project-level BIM adoption.",10.1108/CI-10-2021-0199,0.0
59,"Costin, A; Eastman, C",Need for Interoperability to Enable Seamless Information Exchanges in Smart and Sustainable Urban Systems,Article,,"Over the last few decades, the built environment and the architecture, engineering, construction, and operation (AECO) industry have grown in the amount of computer software, technologies, and automation to help improve all facets of the industry. This new era of smart and sustainable urban systems is enabling transformative change in the way urban communities are interacting among themselves and with the built environment to become more sustainable and resilient to meet the demands of the growing urban population. Interoperability has been shown to be a major barrier for the seamless transfer of information between the heterogeneous landscape of the internet of things (IoT) and smart cities. In order to facilitate interoperability of these systems, this paper conducts a holistic review of principles, methods, and requirements needed to achieve interoperability of smart and sustainable urban systems. Significantly, the use of ontologies, namely the semantic web, has been shown to be the most promising method to enable interoperability. Existing ontologies and frameworks that can enable smart and sustainable urban systems in the scope of the AECO industry are presented. Finally, various challenges revealed during the qualitative review are discussed to promote research opportunities. (c) 2019 American Society of Civil Engineers.",10.1061/(ASCE)CP.1943-5487.0000824,0.0
77,"Schoop, M; Jertila, A; List, T",Negoisst: a negotiation support system for electronic business-to-business negotiations in e-commerce,Article; Proceedings Paper,,"Electronic negotiations can range from simple offer exchanges to complex communicative acts concerning packages of products and services. In contrast to dominant approaches aiming at automating the negotiation process (e.g. auction models), we introduce the notion of negotiation support for human negotiators conducting complex electronic negotiations. The negotiation support system Negoisst for business-to-business electronic commerce is presented that is based on theories of communication and information systems and that combines communication and document management. Negoisst has been successfully validated for e-negotiations in the construction industry. (C) 2003 Elsevier B.V. All rights reserved.",10.1016/S0169-023X(03)00065-X,0.0
101,"Schwinn, M; Kuhn, N; Richter, S",ONTOLOGY-BASED KNOWLEDGE MANAGEMENT Graphical Query Editor for OWL Ontologies,Proceedings Paper,,"The OnToBau research project aims to provide a way to classify, archive and effectively use business knowledge with the assistance of an ontology-based knowledge archive for small and medium companies from construction industry. This archive is intended to pro-actively provide users with information to assist them in their daily business process handling. The system consists of four main parts. The document converters prepare the different resources (EMails, Paperdocuments, PDFs etc.) that should be stored in the knowledge archive for the enclosed inference system. The inference system is the core component and extracts the information from the preprocessed resources. Ontologies provide the necessary domain knowledge. In order to exploit the available knowledge, a personal agent monitors the current activities of the user and tries to infer the intention from his behaviors. At certain points it automatically offers the user helpful information. Again ontologies are used to represent information about the business processes. In addition, the user has the option to search for information in the archive through the graphical user interface. The importance of simple query systems has already been identified in the area of database systems. This paper gives an overview of the OnToBau research project presenting a first approach to visual query for information in the knowledge archive.",,
139,"Obonyo, EA; Anumba, CJ",ORGANIZATION - ORIENTED MULTI - AGENT SYSTEMS FOR CONSTRUCTION SUPPLY CHAINS,Article,,"The agent paradigm has been used by several researchers to build several complex construction industry-specific tools ranging from e-business applications to cross-disciplinary communication systems, supply-chain management and contract administration. Because of the slow progress in the maturity of the underlying infrastructure, such applications relied on platforms such as JADE based on agent-centered techniques which focus on the defining communication and interaction protocols based on individual agents' internal structure. An agent-centered approach undermines the potential for deploying a large-scale community of agents developed by different people. This paper discussed the potential for addressing this limitation using organizational abstraction to model multi-agent systems. It provides an overview of an agent-centered, JADE-based prototype system for construction specification and procurement. A critique of the agent-centered approach has been provided. The paper also reviews related work in organization-centered, agent systems. This is followed by a description of an organization-centered, JADE-based proof-of-concept based on construction products procurement requirements. The paper concludes with a discussion highlighting further work in the research. It specifically identifies the potential for enhancing the organization-centered MAS approach using ontologies.",,
137,"Wu, HT; Zhong, BT; Li, H; Guo, JD; Wang, YH",On-Site Construction Quality Inspection Using Blockchain and Smart Contracts,Article,,"Typically, on-site construction quality inspection (OCQI) is manually conducted, and its effectiveness highly depends on the self-discipline of responsible personnel. Furthermore, construction quality information is still recorded on paper, with the risk of document loss and data manipulation, jeopardizing quality accountability. Blockchain has attracted increasing attention from the construction industry because it can record information in an immutable and transparent way and automate some businesses with smart contracts. These properties can tackle information fraud and improve the automation level of OCQI. Unfortunately, very few documented blockchain solutions for OCQI exist. To fill the theoretical knowledge gap, the design thinking approach was adopted to present a blockchain-based conceptual framework. The consortium network and Hyperledger Fabric (HLF) were selected as the suitable blockchain type and development platform for OCQI. The consensus process in HLF and smart contracts-based compliance checking are illustrated. Moreover, the benefits of integrating the Internet of Things (IoT) and ontology technology with blockchain are analyzed in detail, which can facilitate the coevaluation of these three technologies. Finally, a prototype system was developed to vividly show the theoretical feasibility. The proposed blockchain solution can be fine-tuned and evaluated in future research. Challenges hindering the practical implementation of blockchains are systematically discussed within the technology-organization-environment (TOE) theory, which can be reused in future investigations to identify construction stakeholders' concerns on adopting blockchains.",10.1061/(ASCE)ME.1943-5479.0000967,0.0
