,Authors,Article Title,Document Type,Author Keywords,Abstract,DOI,DOI Link
44,"Alawamleh, M; Popplewell, K",Interpretive structural modelling of risk sources in a virtual organisation,Article,,"Speedier network decision making together with shorter time to bring items to market together with lower network operating costs all result from enhanced knowledge sharing. In addition reuse of enterprise and network knowledge resulting from improved capture means that any risk of repeating earlier project work is limited, repetition of past mistakes is reduced. Decisions are made with greater awareness of any risks involved and therefore there is likely to be a reduction in costs arising from faulty decisions and failed collaborations. While there are many advantages attached to the use of virtual organisations (VOs) there are also challenges, including risks that have become apparent through undertaking a review of the literature. In total 13 sources of risk were found stemming from the network related risks in a VO, where the emphasis of the study was placed. This paper contains a thorough study that will identify these threats as well as gaining a sound understanding of them by examining them one by one as they have been identified by the literature and previous studies. Subsequently, their relative importance will be analysed through the use of interpretive structural modelling (ISM) using information gathered in a questionnaire.",10.1080/00207543.2010.519735,0.0
120,"Mamat, TNAR; Saman, MZM; Sharif, S; Simic, V",Key success factors in establishing end-of-life vehicle management system: A primer for Malaysia,Article,,"In Malaysia, end-of-life vehicles are not properly managed. Their number keeps growing, as reflected by the increasing number of produced and registered vehicles every year. Improper management of end-of-life vehicles endangers environment and social life in Malaysia. Excessive water, air and soil pollution are among the primary effects of improper end-of-life vehicle management. These negative impacts have led to an initiative to develop a framework for establishing end-of-life vehicle management system in Malaysia. A set of preliminary factors and underlying items have been identified from previous research efforts. Then, a large survey, with 300 respondents comprising of vehicle manufacturers and distributors, part dealers, and end-of-life vehicle collectors; and high response rate, was conducted. Responses of the survey were factor-analysed using IBM SPSS Statistics version 20. As a result, the eight success factors namely management responsibility, performance management, capacity management, resource management, stakeholder responsibility, education and awareness, improvement and awareness, and cost management in implementing end-of-life vehicle management system in Malaysia and 33 underlying items are identified and thoroughly discussed. By conducting reliability analysis, all eight success factors are determined to be reliable. Linear relationship among the factors is then confirmed using structural equation modeling. Upon confirmation, the proposed framework containing factors and items, can be valuable for supporting authorities in establishing end-of-life vehicle management system not only in Malaysia, but also in other countries without proper end-of-life vehicle management system. (C) 2016 Elsevier Ltd. All rights reserved.",10.1016/j.jclepro.2016.06.183,0.0
226,"Curran, R; Gomis, G; Murphy, A; Castagne, S; Morenton, P; Rothwell, A",Knowledge Driven Optimization and Finite Element Analysis of Aircraft Structures,Proceedings Paper,,"The paper presents a knowledge driven methodology for the global integration of aircraft structural design based on structural analysis and manufacturing cost optimization relative to weight. The initial design of a fuselage structure is generated from a numerical Solution considering the weight and Manufacturing cost of the structure relative to Direct Operating Cost. That baseline configuration is then used as the geometrical definition that is analyzed at a more detailed level using the Finite Element Analysis (FEA) method. Fuselage panels are made of a skin-stringer assembly that locally buckles under normal flight loads. The finite element method has the potential to give a representation of the buckled shape as well as a value for the local critical buckling load of any mode investigated. The paper investigates the potential for adopting a suit of integration tools in the Dassault V5 platform in order to implement an iterative design, structural analysis and optimization process for fuselage panels. It is convenient to use the platform in order to obtain structural data that Would then he reused ill the optimization workbench built within the platform. Results from the fuselage finite element model are compared to both experimental data and theoretical predictions before being linked to the optimization tool. The fuselage panel is then optimized for minimum weight while still resisting all applied compressive load without buckling. The optimization process parameters are analyzed using statistical methods. It is shown that a fully integrated way of designing and optimizing fuselage panels is achievable. The paper therefore presents a methodology to implement and run an integrated design optimization of a structure loaded in compression. Consequently, the tool facilitates a concurrent engineering approach to the product development phase, both compressing lead time and improving the sharing of relevant multidisciplinary information, which traditionally tends to be carried out in a more serial manner.",,
143,"Mazzetti, P; Nativi, S; Santoro, M; Giuliani, G; Rodila, D; Folino, A; Caruso, S; Aracri, G; Lehmann, A",Knowledge formalization for Earth Science informed decision-making: The GEOEssential Knowledge Base,Article,,"During the past two centuries, the world has undergone deep societal, political, and economical changes that heavily affected human life. The above changes contributed to an increased awareness about the deep impact that policy decisions have at the local and the global level. Therefore, there is a strong need that policy-making and decision-making processes for a sustainable development be based on the best available knowledge about Earth system and environment. The recent advance of information technologies enables running complex models that use the large amount of Earth Observation datasets available. However, data and model interoperability are still limited to the syntactic level allowing to access and process datasets independently of their structural characteristics (data format, coordinate reference systems, service interface,.) but with no clear reference to their content (the semantic level) and context of use (the pragmatic level). This poses heavy limitations to the reusability of scientific processes and related workflows. The paper presents a general framework to address this issue through the design of a Knowledge Base supporting data and model semantic (and pragmatic) interoperability. In this framework, a general ontology represents the knowledge generation process for policy relevant decision-making, while multiple vocabularies formalize the semantics of data and models, identifying different types of observables, process variables, and indicators/indices. To evaluate the proposed approach to semantic interoperability of data and models, the Knowledge Base has been integrated with an advanced model-sharing framework, and a proof-of-concept has been developed for the assessment of one of the indicators of the Sustainable Development Goals defined by the United Nations.",10.1016/j.envsci.2021.12.023,0.0
212,"Helmerich, R",Knowledge representation system about existing bridges,Proceedings Paper,,"The paper presents an ontology-based system for retrieval and semantic organization of knowledge in the domain of existing bridges. The main goal of the work is to formalize knowledge about multidisciplinary aspects in bridge engineering, material sciences and testing in a set of ontologies. The addressed domain covers typical bridge structures, deterioration processes, typical defects, causes, materials and test (measurement) methods. Ontologies represent a novel information retrieval and processing system for simpler reuse, sharing and processing of information. Although basically developed in the domain of biomedicine, the free open source ontology editor Protege (2012) was applied to design ontologies in the technical domain of existing bridges. Protege follows worldwide standardized rules established by the www-consortium (W3C). The ontology is exemplarily populated with knowledge and data from the domain of historic iron and steel bridges retrieved from own tests and measurements carried out at the Federal Institute for Materials Research and Testing (Helmerich 2005). Typical causes, deterioration processes and defects are linked to typical structures, sensitive structural details and appropriate methods to detect these defects. All data is formalized to machine readable and processable information and at the same time understandable by humans. An increasing number of case studies or new findings in the domain can enrich the ontology any time and allows the immediate access to the recent findings by other researchers, owners, bridge inspectors or users. Fast knowledge extraction from the system allows inspectors, owners and structural engineers to learn about typical deterioration and defects from available lessons. Then, they can faster identify weak elements or details in historic steel bridges and optimize inspection and assessment strategies. BrOntEx is open for further extension to any bridge type and material in the future.",,
141,"Balasbaneh, AT; Sher, W; Yeoh, D; Koushfar, K",LCA & LCC analysis of hybrid glued laminated Timber-Concrete composite floor slab system,Article,,"The increasing request for energy-saving and saving materials and growing concern related to the impacts of materials used on environmental and economical has driven the construction industry toward redesigning critical structural systems and elements. This research proposes solutions for mitigating ecological effects and sustainable built environments. For example, the floor slab is considered the top environmental impact emission after walls compared to other non-load-bearing elements among different building components. Therefore, this research expands the new slab comprising Glued laminated timber (GLT) with concrete as a novel lightweight flooring system. The related methodology includes life cycle assessment (LCA) and life cycle cost (LCC) analysis. Thus, the environmental and economic impacts of three common slab systems were compared to the proposed slab. The evaluation results revealed that GLT-concrete has lower emissions in all environmental categories, namely: Global warming potential (GWP), Eutrophi-cation Potential (EP), human toxicity potential (HTP), fossil depletion potential (FDP), terrestrial Ecotoxicity (TE), and Acidification Potential (AP). Likewise, Embodied energy value showed that GLT-concrete has a lower value by 26%, 9%, and 24% than Lightweight steel slab, Precast reinforced slab, and Cofradal slab. Finally, the result of LCC shows a new GLT-concrete slab despite having a higher construction cost, but by considering the end of life scenario as reuse, it will have a lower total cost. Thus, current research can expand the assessment of environmentally friendly floor structures and step toward sustainable construction.",10.1016/j.jobe.2022.104005,0.0
171,"Stavridou, N; Koltsakis, E; Baniotopoulos, CC",Life Cycle Analysis of lattice and tubular wind turbine towers. A comparative study,Proceedings Paper,,"Wind energy is the most promising sustainable energy source as one can conclude from the recent boost of wind farms installed globally. It is rather important to investigate the total environmental impacts of wind energy, not only taking into account the zero CO2 emissions when producing electricity from wind but also assessing the total environmental burdens and resources requirement associated with the entire lifetime of all the processes related with the energy chain In order to quantify the environmental impacts of wind energy life cycle analysis (LCA) is performed. Life cycle analysis of tall onshore wind turbine towers is not very thoroughly investigated in literature, which is a first class opportunity to perform high-end research. More specifically in this work, studies examining the life cycle performance of two types of onshore wind turbine towers are investigated; lattice and tubular. The definition of life cycle analysis and the steps applied for its implementation are also discussed. For Wind Energy LCA five phases are usually taken into consideration: manufacturing and construction, onsite erection and assembling, transportation, operation and finally dismantling At the first steps of the present investigation, a typical system boundary is taken into account and a literature review summary describing the main conclusions from LCA studies on onshore wind turbine towers are presented. From recent LCA results on onshore wind turbines, the manufacturing stage is proved to have the greatest environmental impact, while recycling (that is used as a preferred scenario instead of reuse in the dismantling phase) is proved to act in the most favourable way. In the present study, two wind turbine towers of the same size and same energy production capacity are investigated and compared. Both structural systems, the tubular and the lattice one are proved robust enough and the total material used for their production is calculated in previous work of the research group. The two systems have different production methods, different amounts of material used and different mounting procedures which diversifies their lifecycle performance as a total and their performance in all LCA phases examined separately. Open LCA software was used to assess the lifecycle performance of the two different wind turbine tower types and very important conclusions were derived. After having performed the structural analysis of the two tower types, the LCA analysis completes the series of criteria that have to be taken into account when deciding between the two tower configurations towards more robust, more economical and more sustainable wind energy structures.",10.1088/1755-1315/410/1/012071,0.0
183,"Anuranjita, A; Berghorn, GH; Bates, D; Syal, MGM",Life Cycle Assessment Framework for Demolition and Deconstruction of Buildings,Proceedings Paper,,"Economic distress and deindustrialization over the past 50 years has led to wide-spread structural abandonment in the United States, peaking at an estimated 7.2 million abandoned homes in the United States in 2012. Such large-scale structural abandonment typically necessitates removal of buildings from the landscape, typically via demolition. While expedient, demolition contributes millions of tons of debris to landfills. Deconstruction has emerged as an alternate strategy to demolition, and reduces landfilling through the increased salvage and reuse of building materials. As a result, deconstruction has been suggested as an environmentally-friendly alternative to demolition; however, deconstruction is often costlier and more time-intensive. Despite these differences, little existing literature has focused on assessing the comparative environmental, social, and economic impacts of deconstruction and demolition. This research seeks to answer the question, what are the environmental, social, and economic impacts of building demolition and deconstruction? and proposes a preliminary sustainable life cycle assessment framework, which is the primary contribution. The framework focuses on development of a life cycle inventory matrix for observed environmental, economic, and social aspects related to demolition and deconstruction projects. The framework was developed (1) through a comprehensive literature review, (2) interviews with demolition and deconstruction professionals, and (3) field observation and measurement of selected impact categories. Flows for the assessment framework have been proposed as (1) environmental-landfilling of debris, energy use and fuel consumption, and air/water/soil pollution; (2) economic-energy and fuel costs, equipment and labor rates, value of salvaged materials, hazardous material abatement,and tax exemption; and (3) Social-public health, worker and jobsite safety, noise, and job creation and community involvement.",,
180,"Kumanayake, R; Luo, HB",Life cycle carbon emission assessment of a multi-purpose university building: A case study of Sri Lanka,Article,,"Buildings are known to significantly affect the global carbon emissions throughout their life cycle. To mitigate carbon emissions, investigation of the current performance of buildings with regard to energy consumption and carbon emissions is necessary. This paper presents a process-based life cycle assessment methodology for assessing carbon emissions of buildings, using a multi-storey reinforced concrete building in a Sri Lankan university as a case study. The entire cradle-to-grave building life cycle was assessed and the life span of the building was assumed as 50 years. The results provide evidence of the significance of operation and material production stages, which contributed to the total carbon emissions by 63.22% and 31.59% respectively. Between them, the main structural materials, concrete and reinforcement steel made up 61.91% of the total carbon emitted at the material production stage. The life cycle carbon emissions of the building were found to be 31.81 kg.m(-2) CO2 per year, which is comparable with the values obtained in similar studies found in the literature. In minimizing the life cycle carbon emissions, the importance of identifying control measures for both building operation and material production at the early design stage were emphasized. Although the other life cycle stages only contributed to about 5.19% of the life cycle carbon emissions, they should also receive attention when formulating control strategies. Some of the recommended strategies are introducing energy efficiency measures in building design and operation, using renewable energy for building operation and manufacturing of materials, identifying designs that can save mass material quantities, using alternative materials that are locally available in Sri Lanka and implementing material reuse and recycling. This study is one of the first to undertake a life cycle carbon emissions assessment for a building in the Sri Lankan context, with the hope of facilitating environmentally-friendly buildings and promoting sustainable construction practices in the country.",10.15302/J-FEM-2018055,0.0
14,"Eckelman, MJ; Brown, C; Troup, LN; Wang, LZ; Webster, MD; Hajjar, JF",Life cycle energy and environmental benefits of novel design-for-deconstruction structural systems in steel buildings,Article,,"Design for Deconstruction (DID) is a design approach that enables reuse of durable building components, including structural materials, across multiple building projects. An important DfD strategy is the use of prefabricated modular building assemblies and reversible connections, in contrast to cast-in-place composite systems that must be demolished at building end-of-life. In this paper we evaluate a novel DID flooring system consisting of pre-cast concrete planks and clamped connections. Life cycle energy and environmental benefits of using this DM system are evaluated using life cycle assessment (LCA) across four impact categories of interest to the building and construction sector including fossil fuel use, greenhouse gas emissions, respiratory effects, and photochemical smog formation. Eight different DM building designs are tested for 0-3 reuses compared with a traditional structural design, with energy and environmental benefits accruing from substitution of avoided structural materials. Designs reflect expected loads and current code requirements, while the additional time required for deconstruction of DM buildings is accounted for in the construction schedules. Monte Carlo simulation is used to generate 95% confidence intervals for the results. In general, DID designs result in higher initial (original building) energy use and environmental impacts, but have statistically lower impacts than traditional designs if flooring planks are used at least once. Reusing planks three times as designed decreases impacts by a mean value of of 60-70%, depending on the building configuration and impact category. Energy use and environmental impacts from eventual recycling and/or disposal of the reusable components are significant, and emphasize the relative benefits of reuse over recycling.",10.1016/j.buildenv.2018.07.017,0.0
165,"Jayalath, A; Navaratnam, S; Ngo, T; Mendis, P; Hewson, N; Aye, L",Life cycle performance of Cross Laminated Timber mid-rise residential buildings in Australia,Article,,"Engineering wood products have significant potential as a sustainable alternative for concrete and steel in construction. Cross Laminated Timber (CLT) can add value to conventional timber products due to its high strength-to-weight ratio, simple installation, aesthetic features and environmental benefits. Recent changes in the national construction code permit structural timber buildings with a height of up to 25m, which demonstrates the strong commitment of the construction industry to adopt more sustainable practices. This paper aims to compare life cycle greenhouse gas emissions (LCGHGE) and life cycle cost (LCC) of CLT and reinforced concrete (RC) in identical midrise residential buildings in three most populated cities in Australia. It has shown that the CLT building has 30 % less LCGHGE compared with the RC building over a life span of 50 years in Melbourne, and 34% and 29% reduction in LCGHCE in Sydney and Brisbane, respectively. The results from LCC analysis showed that CLT building is 1.3% lower than conventional RC in Melbourne, and 0.9% lower in Sydney and Brisbane. The initial and end of life phases reflected reductions in LCGHGE and LCC for the CLT building whilst the operation phase incurred higher values. The extended service life of buildings has a major impact on the operational phase while changes in the discount rate have strong effects on the lifecycle operational and maintenance costs. Overall the CLT building outperformed the RC building in terms of LCGHGE and LCC across three cities. However, further savings in the operational phase with energy efficient methodologies and reuse or recycling of timber products at the end of life of the building can reinforce CLT as a sustainable alternative to RC construction. (c) 2020 Elsevier B.V. All rights reserved.",10.1016/j.enbuild.2020.110091,0.0
126,"Marini, A; Passoni, C; Belleri, A",Life cycle perspective in RC building integrated renovation,Proceedings Paper,,"Enormous resources are invested in Europe for the transition into a sustainable, low carbon, and resilient society. In the construction sector, these concepts are slowly being applied to the renovation of the existing building stock by enforcing their deep and holistic renovation targeting sustainability, safety and resilience. Effectiveness of such an approach to the renovation with respect to traditional retrofit actions emerges when broadening the time frame of the analyses, shifting from the construction time to a life cycle perspective. In this case, the potential of the holistic approach becomes clear in reducing costs, impacts on the inhabitants and impacts on the environment over the building life cycle. Within such a new perspective, new technology options are needed to innovatively combine structural retrofit, architectural restyling and energy efficiency measures. Furthermore, a new design approach conjugating the principles of sustainability, safety and resilience over the building life cycle is required. In such a transition, synergistic and cooperative work of researchers, design professionals, and all the stakeholders in the construction sector is required. In this paper, the basic features of an expanded Life Cycle Thinking (eLCT) approach will be presented, which not only entails the use of recyclable/reusable materials, but also encourages interventions carried out from the outside the buildings to reduce building downtime and avoid inhabitant relocation. In addition, such an expanded LCT fosters the adoption of reparable, easy maintainable, adaptable and fully demountable solutions, such as those featuring dry, demountable and pre-fabricated components. Finally, it addresses the need to account for the End of Life scenario from the initial design stages to guarantee selective dismantling and reuse or recycle to reduce construction waste. Finally, a discussion on the main barriers and challenges in the transition towards this new approach to the renovation of existing building stock is briefly presented. Copyright (C) 2018 Elsevier B.V. All rights reserved.",10.1016/j.prostr.2018.11.005,0.0
170,"Kim, J; Kim, SA",Lifespan Prediction Technique for Digital Twin-Based Noise Barrier Tunnels,Article,,"Noise barrier tunnels (NBTs) comprise prefabricated components that are easily replaceable, reusable, and have the capacity to improve performance when applied to components as their replacements. Reusing NBTs is more price competitive and environmentally friendly than producing new components. However, determining the remaining life of components before they need to be dismantled, using existing NBTs and their maintenance methods, is a considerable challenge. Therefore, this study used a prototype of the digital twin of an NBT to predict the condition and life of tunnel components using numerical behavior analyses. The prototype of the digital twin used in this study could be used to analyze behaviors using a gyro sensor, thereby enabling life analyses. Girders are structural components that have shorter life expectancies than components close to the ground. Component analysis results indicated that our proposed method confirmed changes in the life of girders and column components. Moreover, a negligible change in the life of the purlin component was confirmed. Life cycles management using digital twins can help reduce NBT installation costs, facilitate resource recycling, and make the installation process eco-friendly as they can aid in identifying components that require replacements in the initial designing stage and establish a procurement plan.",10.3390/su12072940,0.0
200,"Guan, DB; Hubacek, K; Tillotson, M; Zhao, HY; Liu, WD; Liu, Z; Liang, S",Lifting China's Water Spell,Article,,"China is a country with significant but unevenly distributed water resources. The water stressed North stays in contrast to the water abundant and polluted South defining China's current water environment. In this paper we use the latest available data sets and adopt structural decomposition analysis for the years 1992 to 2007 to investigate the driving forces behind the emerging water crisis in China. We employ four water indicators in China, that is, freshwater consumption, discharge of COD (chemical oxygen demand) in effluent water, cumulative COD and dilution water requirements for cumulative pollution, to investigate the driving forces behind the emerging crisis. The paper finds water intensity improvements can effectively offset annual freshwater consumption and COD discharge driven by per capita GDP growth, but that it had failed to eliminate cumulative pollution in water bodies. Between 1992 and 2007, 225 million tonnes of COD accumulated in Chinese water bodies, which would requires 3.2-8.5 trillion m(3) freshwater, depending on the water quality to the recipient water bodies to dilute pollution to a minimum reusable standard. Cumulative water pollution is a key driver to pollution induced water scarcity across China. In addition, urban household consumption, export of goods and services, and infrastructure investment are the main factors contributing to accumulated water pollution since 2000.",10.1021/es501379n,0.0
191,"Martins, C; Santos, P; da Silva, LS",Lightweight steel-framed thermal bridges mitigation strategies: A parametric study,Article,,"In building applications (e.g. industrial, offices and residential), the use of lightweight steel-framed structural elements is increasing given its advantages, such as exceptional strength-to-weight relation, great potential for recycling and reuse, humidity shape stability, easy prefabrication and rapid on-site erection. However, the high thermal conductivity of steel presents a drawback, which may lead to thermal bridges if not well designed and executed. Furthermore, given the high number of steel profiles and its reduced thickness, it is not an easy task to accurately predict its thermal performance in laboratory and even less in situ. In a previous article, the authors studied the importance of flaking heat loss in lightweight steel-framed walls. This article discusses several thermal bridges mitigation strategies to improve a lightweight steel-framed wall model, which increase its thermal performance and reduce the energy consumption. The implementation of those mitigation strategies leads to a reduction of 8.3% in the U-value, comparatively to the reference case. An optimization of the wall module insulation layers is also performed (e.g. making use of new insulation materials: aerogel and vacuum insulation panels), which combined with the mitigation approaches allows a decrease of 68% in the U-value, also relatively to the reference case. Some design rules for lightweight steel-framed elements are also presented.",10.1177/1744259115572130,0.0
234,"Gallego-Schmid, A; Chen, HM; Sharmina, M; Mendoza, JMF",Links between circular economy and climate change mitigation in the built environment,Review,,"The construction sector represents one of the most significant sources of waste generation in the European Union (EU), with nearly one billion tonnes of construction and demolition waste annually. This sector also contributes a third of the annual EU greenhouse gas (GHG) emissions. Accordingly, construction represents one priority area for intervention within the EU Action Plan for the Circular Economy. Increasing resource efficiency through slowing, closing, and narrowing material and energy loops, is key to mitigating climate change. However, this review paper demonstrates that the analysis of links between circular economy solutions and climate change mitigation has been scarce, despite a recent sharp increase in related literature, with 20 articles (83%) published in 2018-2019. Slowing resource solutions have been the focus of the research and could bring up to 99% savings in GHG emissions per functional unit, where material reuse stands out as the most promising alternative. Closing resource solutions can reduce emissions by 30-50% per functional unit, but results are highly dependent on recycling efficiencies and transportation distances to recovery facilities. Solutions for narrowing resource loops can bring additional GHG savings, but they remain understudied. Despite the promising results for mitigating GHG emissions, this article argues that the circular economy solutions do not always result by default in emission reductions and that a case-by-case quantification is crucial. The implementation of these solutions should be accompanied with further methodological development, such as proper allocation procedures, accurate definition of the system boundaries and integration of forecasts. (C) 2020 Elsevier Ltd. All rights reserved.",10.1016/j.jclepro.2020.121115,0.0
83,"MAHER, ML; BALACHANDRAN, B",MULTIMEDIA APPROACH TO CASE-BASED STRUCTURAL DESIGN,Article,,"Case-based reasoning provides an approach to the reuse of previous design experience through the storage, retrieval, and adaptation of specific design projects. One of the major issues to be addressed in the application of case-based reasoning to structural design is the representation of design projects in case memory. This representation provides the basis for reasoning about retrieval and adaptation. A schema for representing structural design projects that includes the function and behavior of the structure as well as geometry is required for a flexible indexing system that can identify a relevant case. A multimedia representation provides the visualization of the structure that augments the symbolic indexing schema. The implementation of a multimedia database with a flexible indexing schema involves a heterogeneous environment that combines object-oriented representations and CAD systems. A prototype of a case-based system aimed at evaluating the potential of the combined multimedia and case-based-reasoning technologies to assist structural designers at conceptual design stage is presented.",10.1061/(ASCE)0887-3801(1994)8:3(359),0.0
2,"Pongiglione, M; Calderini, C",Material savings through structural steel reuse: A case study in Genoa,Article,,"One of the most challenging issues in the field of sustainable design is that of limiting the environmental impact of structural systems, as they contribute significantly to raw material consumption, global carbon emissions and solid waste production. This paper addresses the approach of the reuse of steel structure without melting which allows for savings in steel mass and the reduction of waste amounts offering moreover an opportunity to avoid environmental burdens related to the recycling process. Recent studies have stressed the technical feasibility of this strategy, which appears particularly effective in those countries in which a building's life is rather short, such as in Japan and US, though its application encounters more difficulties in most European countries, owing to longer building use. Besides stressing the architectural and structural feasibility of the above-mentioned strategy, this research work aims to quantify the mass savings that are achievable in this manner by presenting a real case study set in Italy. It consists in a railway station, which has been designed keeping in mind the partial employment of structural elements recovered from an old industrial building that is no longer in use. To estimate the amount of steel saved, two different structural models for the designed building have been carried out and compared. In the first one, the structure has been designed on the assumption of the reusing of recovered structural elements; in the second one, the same structure has been designed considering the use of new elements only. The final result of the analysis shows that steel reuse allowed for savings of up to 30% of steel. (C) 2014 Elsevier B.V. All rights reserved.",10.1016/j.resconrec.2014.02.011,0.0
5,"Iacovidou, E; Purnell, P","Mining the physical infrastructure: Opportunities, barriers and interventions in promoting structural components reuse",Review,,"Construction is the most resource intensive sector in the world. It consumes more than half of the total global resources; it is responsible for more than a third of the total global energy use and associated emissions; and generates the greatest and most voluminous waste stream globally. Reuse is considered to be a material and carbon saving practice highly recommended in the construction sector as it can address both waste and carbon emission regulatory targets. This practice offers the possibility to conserve resources through the reclamation of structural components and the carbon embedded in them, as well as opportunities for the development of new business models and the creation of environmental, economic, technical and social value. This paper focuses on the identification and analysis of existing interventions that can promote the reuse of construction components, and outlines the barriers and opportunities arising from this practice as depicted from the global literature. The main conclusions that derive from this study are that the combination of incentives that promote reuse of construction components and recycling of the rest of the construction materials with the provision of specialised education, skills and training would transform the way construction sector currently operates and create opportunities for new business development. Moreover, a typology system developed based on the properties and lifetime of construction components is required in order to provide transparency and guidance in the way construction components are used and reused, in order to make them readily available to designers and contractors. Smart technologies carry the potential to aid the development and uptake of this system by enabling efficient tracking, storage and archiving, while providing information relevant to the environmental and economic savings that can be regained, enabling also better decision-making during construction and deconstruction works. However, further research is required in order to investigate the opportunities and constraints of the use of these technologies. (C) 2016 The Authors. Published by Elsevier B.V.",10.1016/j.scitotenv.2016.03.098,0.0
222,"Cui, Z; Weston, RH",Model Driven Engineering of Economy of Scope Systems,Proceedings Paper,,"As product lifetimes fall so must the useful life of production systems, unless the next generation of production systems can realise economies of scope, i.e. be capable of efficient reconfiguration to realise multiple value streams through their lifetime. Analysis is made with reference to product dynamics observed in the furniture industry. Three common business models for this industry are explicitly documented using an ISO Enterprise Modelling technique. This gave rise to specific case Enterprise Models (EMs) that provide input data and structural design guides to 'context dependent Simulation Models (SMs)'. The SMs can be reused on an ongoing basis to inform 'process', 'resource' and 'product' aspects of production systems design. The SMs can also predict business benefits arising from alternative configurations of production systems. The modelling methods and concepts have been applied to case study production systems drawn from the furniture industry and have enable possible future impacts of product variance and product volume variation to be analysed.",10.1007/978-1-84800-241-8_70,0.0
104,"Bag, S; Mondal, N; Dubey, R",Modeling barriers of solid waste to energy practices: An Indian perspective,Article,,"India is rapidly urbanizing and the class I cities contribute more than 72 percent of the total solid waste generated in urban areas. However managing solid waste scientifically has become one of the biggest challenges in front of state and local authorities. Limited space for dumping and skilled manpower is a constraint for managing the solid wastes. Illegal dumping outside cities and unscientific processing often leads to foul odor generation, leachate contaminating the water streams and spreading of germs detrimental to public health and society. Globally environmental scientists are looking for innovative and sustainable methods for recovering the useful components from waste consisting of value and can be reused. Presently several waste to energy projects have gained popularity across the world. Unfortunately none of these practices have gained popularity in India and further motivated in pursuing the present study. The objective of the study is twofold. First authors assessed the current status of solid waste management practices in India. Secondly the leading barriers are identified and interpretive structural modeling technique is performed to identify the contextual interrelationships between leading barriers influencing the solid waste to energy programs in the country. The dependence and driving power of the barriers are further analyzed. Finally the conclusions are drawn which may assist policy makers in designing sustainable waste management programs.",10.7508/gjesm.2016.01.005,0.0
204,"Chen, Y; Huang, J; Xie, YB; Zhang, ZN",Modeling detailed design knowledge with the extended structure-behavior-function model,Article,,"Detailed design is often a time-consuming and experience-dependent engineering process, where various detailed design knowledge can be reused. This paper proposes a formal approach for modeling detailed design knowledge for effective reuse. An extended structure-behavior-function model is developed for representing the structural, behavioral, and functional information in various life cycle periods of a detailed design. Based on the extended structure-behavior-function model, an issue-and solution-based approach is then developed to model the detailed knowledge of a mechanical design. The proposed approach is implemented in a detailed design knowledge modeling system, with a fixture design knowledge modeling as a brief example.",10.1017/S0890060413000164,0.0
6,"Mohammed, M; Shafiq, N; Elmansoury, A; Al-Mekhlafi, AA; Rached, EF; Zawawi, NA; Haruna, A; Rafindadi, AD; Ibrahim, MB","Modeling of 3R (Reduce, Reuse and Recycle) for Sustainable Construction Waste Reduction: A Partial Least Squares Structural Equation Modeling (PLS-SEM)",Article,,"There is a lack of awareness and knowledge among the Malaysian construction industry about waste management reduction. Numerous nations worldwide have understood and have incorporated the concept of the 3R (reduce, reuse, and recycle) in waste management, and it has worked out well. This study investigated construction waste issues and developed a model for sustainable reduction by applying 3R using a partial least squares structural equation modeling PLS-SEM in Malaysia. The research methodology adopted the quantitative and qualitative approaches by sending a survey questionnaire to the relevant stakeholders to obtain their views or perceptions and interviewing an expert in the related field about waste reduction in the Malaysian construction industry. Three hundred thirty questionnaires were collected within six months of submission. The significant factors are determined using mean ranking for the reduce, reuse and recycle elements. Based on the results, the exploratory power of the study model is considered sustainable with R-2 values of 0.83%. At the same time, the results of relationships between improving factors, policy-related factors, construction waste generated, and sustainable construction waste reduction were significant. Also, the findings revealed that the top factors for waste generation on reducing, reusing, and recycling are lack of design and documentation, and lack of guidance for effective construction waste-collecting. The paper will explore different and dynamic practices, such as recycling, reuse of construction waste management cost reduction, enabling stakeholders and managers to estimate and quantify the actual size of CWM costs and benefits for sustainable development goals.",10.3390/su131910660,0.0
32,"Bittencourt, ES; Fontes, CHD; Rodriguez, JLM; Avila, S; Ferreira, AMS",Modeling the Socioeconomic Metabolism of End-of-Life Tires Using Structural Equations: A Brazilian Case Study,Article,,"Socioeconomic metabolism (SEM) is the exchange of materials and energy between society and the environment involving the social, economic and environmental sectors. In this paper, a boundary was defined between the economic (consumption) and environmental (waste recovery) limits in a city of 300,000 inhabitants in relation to the circulation (generation, reuse and disposal) of end-of-life tires (ELTs). The objective was to elaborate a theoretical structural model to evaluate the socioeconomic metabolism of waste (SEMw) by means of technical constructs (direct material flows (DMF), reverse material flows (RMF), socioeconomic environment (SEF) and sociodemographic factors (SDF)). Structural Equation Modeling (SEMm) was performed using Partial Least Squares Structural Equation Modeling (SmartPLS) software. The results obtained from the hypotheses show the causal relationships between the technical and social constructs and suggest guidelines for supporting the planning and management of urban solid waste in the collection and final disposal of ELTs. The processed information also contributes to the analysis of the city's socioeconomic scenarios in relation to the disposal of ELTs. One of the hypotheses tested (RMF have a direct effect on SEMw) shows the importance of managing ELTs through the correct final disposal of waste and recycling. SEMw was evaluated from the perception of the local society and it is concluded that it is possible to plan public policies to avoid the formation of waste inventory in the city.",10.3390/su12052106,0.0
