,Unnamed: 0.1,Unnamed: 0,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Use in Thesis,Priority,Use for Thesis,index
42,55.0,74.0,M3PMQWQ9,journalArticle,,"Bertin, Ingrid; Feraille, Adélaïde; Laratte, Bertrand; Roy, Robert Le","Design for Reuse (DfReu) applied to buildings; anticipate disassembly for the End-of-Life (EoL), in order to preserve resources.",,,,,,"The construction and building industry is the principal emitter of GHG in France with 116 million tons of CO2 equivalent, i.e. 33% of total GHG, according to CITEPA, 2015; and the biggest consumer of material. These emissions have two distinct causes: energy consumption or functional energy (electricity, heating, ventilation, etc.) and energy used during its construction, known as embodied energy (production of materials, transport, site, etc.). The research work presented aims at setting up an infinite cycle of use of materials by their reuse and answering in particular to the problems of circular economy. Structural work and foundations represent the majority of the embodied energy of a building. The research effort is therefore focused on the structural elements.",,2020-11-25 20:45:42,2022-04-16 21:35:51,,6,,,,,,,,,,,,,en,,,,,Zotero,,,,/Users/leonhardschonfelder/Zotero/storage/GATQSRAU/Bertin et al. - Design for Reuse (DfReu) applied to buildings; ant.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Look at conclusion. Reuse of building elements,
43,56.0,75.0,J4ATRSA3,journalArticle,2018.0,"Kanters, Jouri",Design for Deconstruction in the Design Process: State of the Art,Buildings,,2075-5309,10.3390/buildings8110150,http://www.mdpi.com/2075-5309/8/11/150,"Stricter building regulations have resulted in the construction of buildings with a low energy use during the operation phase. It has now become increasingly important to also look at the embodied energy, because it might, over the lifespan of the building, equal the energy used for operating the building. One way to decrease the embodied energy is to reuse building materials and components or to prepare the building for deconstruction; a term called design for deconstruction (DfD). While design for deconstruction has showed environmental, social, and economic benefits, hardly any building designed and built today is designed for deconstruction. The aim of this literature review is to understand the state-of-art of design for deconstruction and how it affects the design process. In most of the literature, general construction principles are specified that promote the design for deconstruction and focus on (a) the overall building design, (b) materials and connections, (c) construction and deconstruction phase, and (d) communication, competence, and knowledge. Furthermore, the reuse potential of specific building materials is discussed, as well as the available tools for DfD. Additionally, the current barriers for DfD as specified by the literature show lack of competence, regulations, and other related elements.",2018-11-06,2022-04-16 21:29:08,2022-04-16 21:35:41,2022-04-16 21:29:08,150,,11.0,8,,Buildings,Design for Deconstruction in the Design Process,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/BHSPJT5V/Kanters - 2018 - Design for Deconstruction in the Design Process S.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,"Look at part ""reuse potential"" otherwise discard",
44,59.0,78.0,MIZM6PH4,journalArticle,2009.0,"Straub, Ad",Dutch standard for condition assessment of buildings,Structural Survey,,0263-080X,10.1108/02630800910941665,https://www.emerald.com/insight/content/doi/10.1108/02630800910941665/full/html,"Purpose – This paper aims to provide insight into the use of a standard for condition assessment. Design/methodology/approach – The paper is based on a literature review, an analysis of the development, content and practical use of the Dutch Standard for Condition Assessment of Buildings, and the ﬁndings of several research projects about condition assessment and maintenance planning by Dutch housing associations.",2009-04-03,2022-04-21 14:36:56,2022-04-21 14:36:57,2022-04-21 14:36:56,23-35,,1.0,27,,,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/ZAKLXUKK/247818.pdf; /Users/leonhardschonfelder/Zotero/storage/XFM6QW7I/259262.pdf; /Users/leonhardschonfelder/Zotero/storage/K2UGVXPG/Straub - 2009 - Dutch standard for condition assessment of buildin.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,"standardization of condition assessment of buildings. Tbh - only use if still applicable in Thesis: e.g. look at this when ""standardizing"" in RDF or in the ontology (?)",
45,61.0,80.0,AVT4SBT5,journalArticle,2016.0,"Iacovidou, Eleni; Purnell, Phil","Mining the physical infrastructure: Opportunities, barriers and interventions in promoting structural components reuse",Science of The Total Environment,,00489697,10.1016/j.scitotenv.2016.03.098,https://linkinghub.elsevier.com/retrieve/pii/S0048969716305228,"Construction is the most resource intensive sector in the world. It consumes more than half of the total global resources; it is responsible for more than a third of the total global energy use and associated emissions; and generates the greatest and most voluminous waste stream globally. Reuse is considered to be a material and carbon saving practice highly recommended in the construction sector as it can address both waste and carbon emission regulatory targets. This practice offers the possibility to conserve resources through the reclamation of structural components and the carbon embedded in them, as well as opportunities for the development of new business models and the creation of environmental, economic, technical and social value. This paper focuses on the identiﬁcation and analysis of existing interventions that can promote the reuse of construction components, and outlines the barriers and opportunities arising from this practice as depicted from the global literature. The main conclusions that derive from this study are that the combination of incentives that promote reuse of construction components and recycling of the rest of the construction materials with the provision of specialised education, skills and training would transform the way construction sector currently operates and create opportunities for new business development. Moreover, a typology system developed based on the properties and lifetime of construction components is required in order to provide transparency and guidance in the way construction components are used and reused, in order to make them readily available to designers and contractors. Smart technologies carry the potential to aid the development and uptake of this system by enabling efﬁcient tracking, storage and archiving, while providing information relevant to the environmental and economic savings that can be regained, enabling also better decision-making during construction and deconstruction works. However, further research is required in order to investigate the opportunities and constraints of the use of these technologies.",2016-07,2022-05-03 15:32:23,2022-05-03 15:32:23,2022-05-03 15:32:23,791-807,,,557-558,,Science of The Total Environment,Mining the physical infrastructure,,,,,,,en,,,,,DOI.org (Crossref),,,,"/Users/leonhardschonfelder/Zotero/storage/BFH52C9W/Iacovidou und Purnell - 2016 - Mining the physical infrastructure Opportunities,.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"Introduction - Reuse of structural building elements. Can help to link reuse, reusability and reuse of structural elements to Big Data (?)",
46,62.0,83.0,BRSUECL3,journalArticle,2019.0,"Akanbi, Lukman A.; Oyedele, Lukumon O.; Omoteso, Kamil; Bilal, Muhammad; Akinade, Olugbenga O.; Ajayi, Anuoluwapo O.; Davila Delgado, Juan Manuel; Owolabi, Hakeem A.",Disassembly and deconstruction analytics system (D-DAS) for construction in a circular economy,Journal of Cleaner Production,,09596526,10.1016/j.jclepro.2019.03.172,https://linkinghub.elsevier.com/retrieve/pii/S0959652619308637,"Despite the relevance of building information modelling for simulating building performance at various life cycle stages, Its use for assessing the end-of-life impacts is not a common practice. Even though the global sustainability and circular economy agendas require that buildings must have minimal impact on the environment across the entire lifecycle. In this study therefore, a disassembly and deconstruction analytics system is developed to provide buildings’ end-of-life performance assessment from the design stage. The system architecture builds on the existing building information modelling capabilities in managing building design and construction process. The architecture is made up of four different layers namely (i) Data storage layer, (ii) Semantic layer, (iii) Analytics and functional models layer and (iv) Application layer. The four layers are logically connected to function as a single system. Three key functionalities of the disassembly and deconstruction analytics system namely (i) Building Whole Life Performance Analytics (ii) Building Element Deconstruction Analytics and (iii) Design for Deconstruction Advisor are implemented as plug-in in Revit 2017. Three scenarios of a case study building design were used to test and evaluate the performance of the system. The results show that building information modelling software capabilities can be extended to provide a platform for assessing the performance of building designs in respect of the circular economy principle of keeping the embodied energy of materials perpetually in an economy. The disassembly and deconstruction analytics system would ensure that buildings are designed with design for disassembly and deconstruction principles that guarantee efﬁcient materials recovery in mind. The disassembly and deconstruction analytics tool could also serve as a decision support platform that government and planners can use to evaluate the level of compliance of building designs to circular economy and sustainability requirements.",2019-06,2022-08-30 15:30:38,2022-08-30 15:30:38,2022-08-30 15:30:38,386-396,,,223,,Journal of Cleaner Production,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/KYG7IX3U/Akanbi et al. - 2019 - Disassembly and deconstruction analytics system (D.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,"Look at Data storage layer. Otherwise discard, since the paper is more for newly built buildings",
47,64.0,85.0,FFUJK6CJ,journalArticle,2019.0,"Akanbi, Lukman; Oyedele, Lukumon; Davila Delgado, Juan Manuel; Bilal, Muhammad; Akinade, Olugbenga; Ajayi, Anuoluwapo; Mohammed-Yakub, Naimah",Reusability analytics tool for end-of-life assessment of building materials in a circular economy,"World Journal of Science, Technology and Sustainable Development",,2042-5945,10.1108/WJSTSD-05-2018-0041,https://www.emerald.com/insight/content/doi/10.1108/WJSTSD-05-2018-0041/full/html,"Purpose – In a circular economy, the goal is to keep materials values in the economy for as long as possible. For the construction industry to support the goal of the circular economy, there is the need for materials reuse. However, there is little or no information about the amount and quality of reusable materials obtainable when buildings are deconstructed. The purpose of this paper, therefore, is to develop a reusability analytics tool for assessing end-of-life status of building materials.",2019-01-07,2022-10-23 13:02:50,2022-10-23 13:02:50,2022-10-23 13:02:50,40-55,,1.0,16,,WJSTSD,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/Y8BYD4SU/Akanbi et al. - 2019 - Reusability analytics tool for end-of-life assessm.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Reusability - Tool and information,
48,65.0,87.0,7XSUXZ8M,document,,,Evaluating reuse potential Material profiles - re-use vision for project workflow,,,,,,No Abstract,,2022-11-23 08:58:25,2022-11-23 08:59:41,,,,,,,,,,,,,ARUP,,,,,,,,,,,/Users/leonhardschonfelder/Zotero/storage/S89AMNIM/Evaluating reuse potential Material profiles_re-use_vision for project workflowv2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Reusability,
49,68.0,90.0,Y38EWKQ3,document,2020.0,,A guide for identifying the reuse potential of construction products,,,,,,No Abstract,2020,2022-11-23 15:32:58,2022-11-27 12:09:53,,,,,,,,,,,,,INTERREG,,,,,,,,,,,/Users/leonhardschonfelder/Zotero/storage/JRP9KUW5/Asses.frame_fcrbe_a_guide_for_identifying_the_reuse_potential_of_construction_products.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Reusability ,
50,70.0,93.0,YL22PAKU,journalArticle,2021.0,"Charef, Rabia; Emmitt, Stephen",Uses of building information modelling for overcoming barriers to a circular economy,Journal of Cleaner Production,,09596526,10.1016/j.jclepro.2020.124854,https://linkinghub.elsevier.com/retrieve/pii/S0959652620348988,"The current linear economy approach of the construction industry is partly responsible for the environmental impact of the sector. The urgent need to move towards a more circular approach is becoming a priority and concurrently the use of building information modelling (BIM) is now mandated in many countries. However, the use of BIM for the management of a building’ end-of-life is still quite rare. A literature review was conducted to explore the state of the art of BIM uses in the building industry, which included academic sources and non-academic studies. This was followed by 20 semi-structured interviews with experts in the ﬁeld of architecture and circular economy or BIM. The aim was to explore what would be the BIM uses that may help practitioners to adopt a circular economy approach. Analysis of the data identiﬁed 35 BIM uses that may foster the implementation of a circular economy approach. 28 of these were extracted from the literature, of which 19 were reported by the interviewees as having potential for helping with the management of the building’s end-of-life and recovered materials. Seven new BIM uses were identiﬁed from analysis of the interview data, which may provide guidance and support for the adoption of the circular economy approach.",2021-02,2020-12-24 11:23:49,2022-11-18 16:50:04,2022-04-16 21:17:09,124854,,,285,,Journal of Cleaner Production,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/WCKHLCVS/Charef und Emmitt - 2021 - Uses of building information modelling for overcom.pdf; /Users/leonhardschonfelder/Zotero/storage/M8NZXYWG/S0959652620348988.html,,BIM,Circular economy; Building information modelling; End-of-Life; Material bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Overview BIM - literature review,
51,71.0,97.0,EGVI9TJQ,journalArticle,2014.0,"Akbarnezhad, A.; Ong, K.C.G.; Chandra, L.R.",Economic and environmental assessment of deconstruction strategies using building information modeling,Automation in Construction,,09265805,10.1016/j.autcon.2013.10.017,https://linkinghub.elsevier.com/retrieve/pii/S0926580513001854,"Choosing the most sustainable deconstruction strategy requires assessment of the effects of various contributing factors including prices and energy embodiment of the materials and components, the travelling distances, energy use and cost associated with the recycling processes, inﬂation rate, costs of designing the components for reuse-ability, costs of disassembly and re-assembly. Furthermore, a typical building comprises thousands of different components with various characteristics which may affect their reusability and recyclability. These lead to an enormous amount of information that needs to be stored and made available for analysis prior to and during the deconstruction stage. The present study proposes a framework for evaluating and comparing the effects of various alternative deconstruction strategies on cost, energy use and carbon footprint of construction using the information provided by a typical building information model. The results of a case study are presented to illustrate the potential applications of the proposed method.",2014-01,2022-04-16 21:41:19,2022-04-21 14:36:00,2022-04-16 21:41:19,131-144,,,37,,Automation in Construction,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/SXE84XZ8/Akbarnezhad et al. - 2014 - Economic and environmental assessment of deconstru.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Look into conclusion - used for existing or new building?,
52,72.0,98.0,PBTIGPHC,journalArticle,2020.0,"Akbarieh, Arghavan; Jayasinghe, Laddu Bhagya; Waldmann, Danièle; Teferle, Felix Norman",BIM-Based End-of-Lifecycle Decision Making and Digital Deconstruction: Literature Review,Sustainability,,2071-1050,10.3390/su12072670,https://www.mdpi.com/2071-1050/12/7/2670,"This article is the second part of a two-part study, which explored the extent to which Building Information Modelling (BIM) is used for End-of-Lifecycle (EoL) scenario selection to minimise the Construction and Demolition Waste (CDW). The conventional literature review presented here is based on the conceptual landscape that was obtained from the bibliometric and scientometric analysis in the ﬁrst part of the study. Seven main academic research directions concerning the BIM-based EoL domain were found, including social and cultural factors, BIM-based Design for Deconstruction (DfD), BIM-based deconstruction, BIM-based EoL within LCA, BIM-aided waste management, Material and Component Banks (M/C Banks), oﬀ-site construction, interoperability and Industry Foundation Classes (IFC). The analysis highlights research gaps in the path of raw materials to reusable materials, i.e., from the deconstruction to M/C banks to DfD-based designs and then again to deconstruction. BIM-based EoL is suﬀering from a lack of a global framework. The existing solutions are based on local waste management policies and case-speciﬁc sustainability criteria selection. Another drawback of these ad hoc but well-developed BIM-based EoL prototypes is their use of speciﬁc proprietary BIM tools to support their framework. This disconnection between BIM tools and EoL tools is reportedly hindering the BIM-based EoL, while no IFC classes support the EoL phase information exchange.",2020-03-28,2022-04-21 14:20:10,2022-04-21 14:20:10,2022-04-21 14:20:10,2670,,7.0,12,,Sustainability,BIM-Based End-of-Lifecycle Decision Making and Digital Deconstruction,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/GACNH3AV/Akbarieh et al. - 2020 - BIM-Based End-of-Lifecycle Decision Making and Dig.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Look at Material and Components Banks - information stored? Link to BIM? Look at conclusion and add to list of Papers about BIM to read! ,
53,73.0,99.0,9BEZ74J2,journalArticle,2020.0,"Jayasinghe, Laddu Bhagya; Waldmann, Daniele",Development of a BIM-Based Web Tool as a Material and Component Bank for a Sustainable Construction Industry,Sustainability,,2071-1050,10.3390/su12051766,https://www.mdpi.com/2071-1050/12/5/1766,"The construction industry consumes an enormous amount of global resources and produces more waste than any other sector. The need to move toward sustainable development in construction requires signiﬁcant changes in construction and demolition (C&D) waste management. The estimation of waste, recycling materials and reusable components could be vital in waste management, achieving huge eﬃciency in the construction industry. Moreover, a typical building comprises of an extensive amount of materials and components with various characteristics. This study proposes a Building Information Modelling (BIM)-based system to allow the circular economy by storing information of the materials and components of buildings and by eﬀectively managing the recycling of materials and reuse of components. A tool which serves as a Material and Component (M&C) bank was developed with PHP and MYSQL by making use of a web browser able to extract the materials and component information of a building through the BIM model. This information is vital for several uses such as quantiﬁcation of C&D waste and assessing for the design for deconstruction. It can also be used to obtain the information of the reusable condition of the components and instructions for the reconstruction.",2020-02-27,2022-04-21 14:26:48,2022-04-21 14:26:48,2022-04-21 14:26:48,1766,,5.0,12,,Sustainability,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/SCTJZBB6/Jayasinghe und Waldmann - 2020 - Development of a BIM-Based Web Tool as a Material .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"look at way of storing information (methodology), PHP and MySQL",
54,74.0,100.0,G39569KZ,journalArticle,2020.0,"Bertin, Ingrid; Mesnil, Romain; Jaeger, Jean-Marc; Feraille, Adélaïde; Le Roy, Robert",A BIM-Based Framework and Databank for Reusing Load-Bearing Structural Elements,Sustainability,,2071-1050,10.3390/su12083147,https://www.mdpi.com/2071-1050/12/8/3147,"In a context of intense environmental pressure where the construction sector has the greatest impact on several indicators, the reuse of load-bearing elements is the most promising by avoiding the production of waste, preserving natural resources and reducing greenhouse gas emissions by decreasing embodied energy. This study proposes a methodology based on a chain of tools to enable structural engineers to anticipate future reuse. This methodology describes the design of reversible assemblies, the addition of complementary information in the building information modeling (BIM), reinforced traceability, and the development of a material bank. At the same time, controlling the environmental impacts of reuse is planned by carrying out a life cycle assessment (LCA) at all stages of the project. Two scenarios for reuse design are applied with the toolchain proposed. A. “design from a stock” scenario, which leads to 100% of elements being reused, using only elements from stock. B. “design with a stock” scenario, which seeks to integrate as many reused elements available in the stock as possible. The case study of a high-rise building deconstructed to rebuild a medium-rise building demonstrated that the developed toolchain allowed the inclusion of all reuse elements in a new structural calculation model.",2020-04-14,2022-04-21 14:26:53,2022-11-08 14:51:10,2022-04-21 14:26:53,3147,,8.0,12,,Sustainability,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/HVFK6C2W/Bertin et al. - 2020 - A BIM-Based Framework and Databank for Reusing Loa.pdf,,Reuse; Reusability; Structural elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Integration of MP in BIM (?) - look at method and is it for new or existing buildings? ,
55,77.0,106.0,72RSMML9,journalArticle,2020.0,"Xing, Ke; Kim, Ki Pyung; Ness, David",Cloud-BIM Enabled Cyber-Physical Data and Service Platforms for Building Component Reuse,Sustainability,,2071-1050,10.3390/su122410329,https://www.mdpi.com/2071-1050/12/24/10329,"While the Circular Economy in the built environment is often viewed in terms of recycling, more value can be obtained from buildings and physical components by their reuse, aided by stewardship and remanufacture, to ensure optimum performance capability. The use of cyber-physical information for online identiﬁcation, examination and exchange of reusable components may improve their life-cycle management and circularity. To this end, a bi-directional data exchange system is established between physical building components and their virtual Building Information Modeling (BIM) counterparts, so that their life-cycle information—including history of ownership, maintenance record, technical speciﬁcations and physical condition—can be tracked, monitored and managed. The resultant prototype Cloud-based BIM platform is then adapted to support an ongoing product-service relationship between suppliers/providers and users/clients. A case study from a major new hospital, focusing upon an example of internal framed glazed systems, is presented for ”proof of concept” and to demonstrate the application of the proposed method. The result of the case study shows that, informed by the life-cycle data from the Cloud-BIM platform, a “lease with reuse” service option is able to deliver a lower total cost and less carbon intensity for each unit of frame-glazed module. This leads to a higher level of eco-eﬃciency, coupled with decreased consumption of material resources and reduced generation of waste. The research is expected to serve as a step forward in the era of Industry 4.0 and illuminate a more sophisticated way to manage building assets.",2020-12-10,2022-10-09 10:23:05,2022-10-09 10:23:05,2022-10-09 10:23:05,10329,,24.0,12,,Sustainability,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/CTV4G292/Xing et al. - 2020 - Cloud-BIM Enabled Cyber-Physical Data and Service .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Look at connection cloud based and which information are stored - does this correlate with the information needed for reusability and MPs?,
56,78.0,107.0,6A3FKNTM,journalArticle,2021.0,"Sanchez, Benjamin; Rausch, Christopher; Haas, Carl; Hartmann, Timo",A framework for BIM-based disassembly models to support reuse of building components,"Resources, Conservation and Recycling",,09213449,10.1016/j.resconrec.2021.105825,https://linkinghub.elsevier.com/retrieve/pii/S0921344921004341,"Reuse of building components and materials is essential in order to reduce global building waste and resource depletion. Reuse can also improve residual utility for building components and materials. Selective disassembly enables such reuse. Implementation of selective disassembly planning for buildings requires accurate and correct analytical disassembly models for building archetypes, which can be provided using Building Information Modeling (BIM). However, appropriate level-of-detail (LoD) for the required BIM-based parametric disassembly models and a methodology for automatically extracting the corresponding parameters from a BIM are unknown. These knowledge gaps are addressed by developing such a methodology for the appropriate LoD. This study aims to describe and validate a methodology for determining parameters for BIM-based disassembly models to support the reuse of building components towards a circular economy in the construction industry. Taking building structures as an example, disassembly model principles for typical building parts are proposed. Then, a frame­ work of disassembly parametric models is determined and applied for BIM. Based on this framework, a method for automatically determining the necessary parameters is developed, and the critical attributes are suggested. Finally, the disassembly parameters of BIM elements are defined and demonstrated for four case studies in order to validate the consistency and effectiveness of this method. The results indicate useful disassembly models are properly produced within a reasonable amount of time.",2021-12,2022-10-23 13:02:43,2022-10-23 13:02:44,2022-10-23 13:02:43,105825,,,175,,"Resources, Conservation and Recycling",,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/AVZADTWV/Sanchez et al. - 2021 - A framework for BIM-based disassembly models to su.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Look at conclusion.,
57,79.0,108.0,IMP7U9PP,journalArticle,2019.0,"Sattler, Léa; Lamouri, Samir; Pellerin, Robert; Maigne, Thomas",Interoperability aims in Building Information Modeling exchanges: a literature review,IFAC-PapersOnLine,,24058963,10.1016/j.ifacol.2019.11.180,https://linkinghub.elsevier.com/retrieve/pii/S2405896319311309,"Lack of interoperability has been identified as an obstacle to collaboration in BIM (Building Information Modeling). This paper reviews the practical context in which interoperability issues are raised in the literature. More precisely, the following questions are addressed: what exactly is expected from a given BIM data exchange? What is interoperability needed for? This review shows that the strong need in interoperability between different AEC trades is being addressed in the literature: an integrative BIM approach is emerging. However, some gaps persist in more basic and fundamental usages, like checking and querying BIM data.",2019,2022-10-30 16:51:11,2022-11-27 12:11:47,2022-10-30 16:51:11,271-276,,13.0,52,,IFAC-PapersOnLine,Interoperability aims in Building Information Modeling exchanges,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/MVFE7C8G/Sattler et al. - 2019 - Interoperability aims in Building Information Mode.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Link to BIM from other sources?,
58,80.0,110.0,67EKXUPM,conferencePaper,1996.0,"Zhang, Hong-Chao; Kuo, Tsai",Graph-based approach to disassembly model for end-of-life product recycling,,978-0-7803-3642-1,,10.1109/IEMT.1996.559739,,"Manufacturing industries are beginning to face one of the consequences resulting from the rapid development which has occurred during the last decade. The most evident effect is that landfill capacity is being used up. Therefore, a systematic approach to recycling is both urgent and imperative. It has been also recognized that appropriate disassembly of used products is necessary in order to make recycling economically and environmentally viable in the current state of the art reprocessing technology. This paper proposes a graph-based heuristic approach to the disassembly model. The model is embedded on a graph representation and object-oriented modeling, which is obtained by generating disassembly sequences. Information exchange within the disassembly model is done through three phases: (1) disassembly analysis, (2) database and data management, and (3) recycling cost minimization. With graph representation, the problem of identifying the optimal disassembly and recycling strategy is transformed into a graph search problem. By solving the graph search problem, one can determine the termination of disassembly, generate the disassembly sequence, calculate the disassembly cost, select recycling plans, monitor the material flow, and evaluate environmental compatibility of the product. In addition, this paper illustrates the prototype using personal computer disassembly as an example",1996-11-14,2022-11-07 13:33:26,2022-11-08 16:33:21,,254,,,,,,,,,,,,,,,,,,ResearchGate,,Journal Abbreviation: Proceedings of the IEEE/CPMT International Electronic Manufacturing Technology (IEMT) Symposium Publication Title: Proceedings of the IEEE/CPMT International Electronic Manufacturing Technology (IEMT) Symposium,,; /Users/leonhardschonfelder/Zotero/storage/8EBPECN7/Zhang_Kuo_1996_Graph-based approach to disassembly model for end-of-life product recycling.pdf,https://www.researchgate.net/publication/3669371_Graph-based_approach_to_disassembly_model_for_end-of-life_product_recycling,Graph Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Look at database and data management,
59,81.0,111.0,F9T7URFD,journalArticle,2020.0,"Zhao, Qin; Li, Yuchao; Hei, Xinhong; Yang, Mingsong",A Graph-Based Method for IFC Data Merging,Advances in Civil Engineering,,1687-8086,10.1155/2020/8782740,https://www.hindawi.com/journals/ace/2020/8782740/,"Collaborative work in the construction industry has always been one of the problems solved by BIM (Building Information Modeling) technology. The integration of IFC (Industry Foundation Classes) data as a general building information standard is one of the indispensable functions in collaborative work. The most practical approach of merging IFC data depends on GUID (Global Universal Identifier) comparison at present. However, GUID is not stable in current applications and often changes when exported. The intact representation of relationships between IFC entities is an essential prerequisite for proper association of IFC entities in IFC mergence. This paper proposes a graph-based method for IFC data merging. The IFC data are represented as a graphical data structure, which completely preserves the relationship between IFC entities. IFC mergence is accomplished by associating other data with an isomorphic graph that is obtained by mining the IFC graph. The feasibility of the method is proven by a program, and the method can ignore the impacts of GUID and other factors.",2020-07-26,2022-11-07 13:33:28,2022-11-08 16:33:26,2022-08-25 16:17:40,e8782740,,,2020,,,,,,,,,,en,,,,,www.hindawi.com,,Publisher: Hindawi,,/Users/leonhardschonfelder/Zotero/storage/4DAPLZUE/8782740.html; /Users/leonhardschonfelder/Zotero/storage/ELFEF4V6/Zhao et al_2020_A Graph-Based Method for IFC Data Merging.pdf,,BIM; IFC; Graph Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Look at conclusion. Pro for using GraphBased DB? ,
60,82.0,113.0,3FQRB26B,journalArticle,2014.0,"Volk, Rebekka; Stengel, Julian; Schultmann, Frank",Building Information Modeling (BIM) for existing buildings — Literature review and future needs,Automation in Construction,,09265805,10.1016/j.autcon.2013.10.023,https://linkinghub.elsevier.com/retrieve/pii/S092658051300191X,"While BIM processes are established for new buildings, the majority of existing buildings is not maintained, refurbished or deconstructed with BIM yet. Promising beneﬁts of efﬁcient resource management motivate research to overcome uncertainties of building condition and deﬁcient documentation prevalent in existing buildings.",2014-03,2022-11-23 08:49:20,2022-11-23 08:49:20,2022-11-23 08:49:20,109-127,,,38,,Automation in Construction,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/2C9EKZSJ/Volk et al. - 2014 - Building Information Modeling (BIM) for existing b.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BIM for existing buildings - look at conclusion otherwise discard,
