Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Rivera-Aguilera A., Téllez-Bertadillo J.J., Harari-Betancourt V.M.","9938862400;55227337000;55227337300;","Learning materials reusability in higher education: Elements for designing digital collections from a knowledge management perspective",2010,"Proceedings of the ASIST Annual Meeting","47",,,"","",,1,"10.1002/meet.14504701260","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861426971&doi=10.1002%2fmeet.14504701260&partnerID=40&md5=00fffa9f9a69904d3456be7b3bb0f33e","Biblioteca Francisco Xavier Clavigero, Universidad Iberoamericana Ciudad de México, Prolongación Reforma 880, Lomas de Santa Fe, México D.F., Mexico","Rivera-Aguilera, A., Biblioteca Francisco Xavier Clavigero, Universidad Iberoamericana Ciudad de México, Prolongación Reforma 880, Lomas de Santa Fe, México D.F., Mexico; Téllez-Bertadillo, J.J., Biblioteca Francisco Xavier Clavigero, Universidad Iberoamericana Ciudad de México, Prolongación Reforma 880, Lomas de Santa Fe, México D.F., Mexico; Harari-Betancourt, V.M., Biblioteca Francisco Xavier Clavigero, Universidad Iberoamericana Ciudad de México, Prolongación Reforma 880, Lomas de Santa Fe, México D.F., Mexico","This paper reports on an exploratory reusability study of digital learning material. Materials from eight university professors and the corresponding chat interviews were collected and analyzed from a qualitative inquiry perspective and using the grounded theory method. Sensitizing initial concepts from education, design, computer and information science were used in the initial approach to collect data, but the analysis results were rooted in actual material and chat texts. Interviews with university professors and the analysis of different digital learning materials led the research team to define eight categories or code families which are related to reusability. Such code families are: (1) learning promotion, (2) access, (3) emotional appeal, (4) technical suitability, (5) effective graphical and textual communication, (6) creativity, (7) collaboration, and (8) subject authority and the y offer the structural elements for designing and implementing collections of digital learning material. The latter are the basis for knowledge management oriented systems aimed at sharing and preserving digital learning materials.","Digital collections; Digital learning materials; Knowledge management",,Conference Paper,"Final","",Scopus,2-s2.0-84861426971
"Ansari I.A., Watkins K.G., Sharp M.C., Hutchinson R., Potts R.","12239189300;7101970101;23670845000;7201522465;36603172100;","Modification of alumíníum surface using picosecond laser for printing applications",2010,"Materials Research Society Symposium Proceedings","1230",,,"128","133",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957765651&partnerID=40&md5=5606854efd7b6d4bc510cc1068ae5dd6","Department of Engineering, Laser Group, University of Liverpool, Birkenhead, CH41 9HP, United Kingdom; General Engineering Research Institute, Liverpool John Moores University, Liverpool, L3 3AF, United Kingdom; Derwent Technology, Whitewynn, Aughton Ruddings, Ellerton, York, Y042 4PN, United Kingdom; J. P. Imaging Ltd., Lairdside Laser Engineering Centre (LLEC), Birkenhead, CH41 9HP, United Kingdom","Ansari, I.A., Department of Engineering, Laser Group, University of Liverpool, Birkenhead, CH41 9HP, United Kingdom; Watkins, K.G., Department of Engineering, Laser Group, University of Liverpool, Birkenhead, CH41 9HP, United Kingdom; Sharp, M.C., General Engineering Research Institute, Liverpool John Moores University, Liverpool, L3 3AF, United Kingdom; Hutchinson, R., Derwent Technology, Whitewynn, Aughton Ruddings, Ellerton, York, Y042 4PN, United Kingdom; Potts, R., J. P. Imaging Ltd., Lairdside Laser Engineering Centre (LLEC), Birkenhead, CH41 9HP, United Kingdom","Ultrafast picosecond laser pulses of wavelength of 1064nm have allowed the surface modification of anodised aluminium plates for a potential industrial application. The interaction of the laser pulses with the substrate created a hydrophilic surface, giving a contact angle of less than 10 degrees. On examination under a Scanning Electron Microscope (SEM), it was observed that these surfaces have an interesting 'lotus-leaf like structure. It has been found that these laser processed hydrophilic surfaces revert to hydrophobicity with time. The potential for application in the printing industry is strong and offers the possibility of reusability and sustainability of the plate material. Initial trials have confirmed this possibility. This technology would offer extra advantages as a non-chemical process without the need for a developer, thereby reducing the overall costs and environmental impact of printing. © 2010 Materials Research Society.",,"1064 nm; Aluminium plates; Chemical process; Hydrophilic surfaces; Overall costs; Picosecond laser; Picosecond laser pulse; Printing applications; Printing industry; Scanning electron microscopes; Surface modification; Ultra-fast; Contact angle; Environmental impact; Hydrophilicity; Industrial applications; Laser pulses; Plates (structural components); Printing; Reusability; Scanning electron microscopy; Ultrafast lasers; Surfaces",Conference Paper,"Final","",Scopus,2-s2.0-77957765651
"Luo J., Ding L., Wan Y., Paullier P., Jaffrin M.Y.","56539060600;7403132992;7402417332;6507964211;7006123114;","Application of NF-RDM (nanofiltration rotating disk membrane) module under extreme hydraulic conditions for the treatment of dairy wastewater",2010,"Chemical Engineering Journal","163","3",,"307","316",,88,"10.1016/j.cej.2010.08.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956648491&doi=10.1016%2fj.cej.2010.08.007&partnerID=40&md5=9fda11939109cacbcc3cd9bd03e3572b","EA 4297 TIMR, University of Technology of Compiegne, 60205 Compiegne Cedex, France; The National Key Laboratory of Biochemical Engineering, Institute of Process Engineering, Chinese Academy of Sciences, Beijing 100190, China; UMR 6600, University of Technology of Compiegne, 60205 Compiegne Cedex, France","Luo, J., EA 4297 TIMR, University of Technology of Compiegne, 60205 Compiegne Cedex, France, The National Key Laboratory of Biochemical Engineering, Institute of Process Engineering, Chinese Academy of Sciences, Beijing 100190, China; Ding, L., EA 4297 TIMR, University of Technology of Compiegne, 60205 Compiegne Cedex, France; Wan, Y., The National Key Laboratory of Biochemical Engineering, Institute of Process Engineering, Chinese Academy of Sciences, Beijing 100190, China; Paullier, P., UMR 6600, University of Technology of Compiegne, 60205 Compiegne Cedex, France; Jaffrin, M.Y., UMR 6600, University of Technology of Compiegne, 60205 Compiegne Cedex, France","Dairy wastewater can be concentrated by membrane technology to produce reusable water, and the retentate with high concentration could be reutilized as feed supplement for animals or substrate for biohydrogen production. Treatment of a model dairy wastewater (diluted skim milk) by nanofiltration (NF) with a rotating disk membrane (RDM) module was investigated using a NF membrane NF270 (Dow-Filmtec). Compared with the Desal-5 DK (Ge-Osmonics) membrane studied previously, the NF270 membrane gave much higher permeate flux, but same rejection. At a high enough shear rate for reducing concentration polarization, permeate flux and solutes rejection increased while specific energy per m3 of permeate decreased when transmembrane pressure (TMP) rose from 10 to 40bar. Because the RDM module could produce very high shear rates, concentration of dairy wastewater by NF could be operated under extreme hydraulic conditions that combined extreme TMP with high shear rate. Process efficiency and permeate quality were improved by operating under these condition, while membrane fouling was a little higher than when operating below critical flux. A real dairy wastewater was also treated by NF270 under same hydraulic conditions, and results were very similar to those of model solution. Membrane fouling was decreased by raising pH above 9. Irreversible fouling was almost removed using a commercial cleaning agent at high shear rate in a short time. The RDM module appeared to be a suitable technology to treat dairy waste without any biological and chemical treatments. Permeate qualities were suitable for reuse or discharge in river. These results from laboratory-scale tests can be very useful in the analysis of membrane process under extreme hydraulic conditions and can serve as valuable guide for process design in industrial application. © 2010 Elsevier B.V.","Effluent; Milk; Nanofiltration; Shear rate; Water reuse","Bio-hydrogen production; Chemical treatments; Cleaning agents; Concentration polarization; Critical flux; Dairy wastes; Dairy wastewater; Feed supplement; High concentration; High shear rate; Hydraulic conditions; Irreversible fouling; Laboratory scale; Membrane process; Milk; Model solution; NF membranes; Osmonics; Permeate flux; Permeate quality; Process efficiency; Retentate; Shear rates; Skim milks; Specific energy; Transmembrane pressures; Water reuse; Agricultural wastes; Animals; Computer software reusability; Dairies; Disks (structural components); Effluents; Germanium; Hydraulics; Industrial applications; Membrane fouling; Membrane technology; Nanofiltration; Process engineering; Rotating disks; Rotation; Shear deformation; Thermomechanical pulping process; Wastewater; Wastewater reclamation; Wastewater treatment; Water conservation; Water supply; Wheels; Water filtration; Animalia",Article,"Final","",Scopus,2-s2.0-77956648491
"Shaukat A.K., Kamal M.A.","57205950951;8127752600;","Study of visco-elastic properties of shoppers waste for its reuse as construction material",2010,"Construction and Building Materials","24","8",,"1340","1351",,6,"10.1016/j.conbuildmat.2009.12.035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951203889&doi=10.1016%2fj.conbuildmat.2009.12.035&partnerID=40&md5=8657a37eefd4c73165f6af855905c037","Department of Civil Engineering, University of Engineering and Technology, Taxila, 47050, Pakistan","Shaukat, A.K., Department of Civil Engineering, University of Engineering and Technology, Taxila, 47050, Pakistan; Kamal, M.A., Department of Civil Engineering, University of Engineering and Technology, Taxila, 47050, Pakistan","Plastic shoppers are made of low molecular weight organic materials. Due to throw away culture and non-decaying properties of shoppers, the waste has increased to alarming level since reuse or recycle industry is incompatible with the waste generation. The waste problems have attracted world-wide recognition and multiple solutions to tackle the problems are under consideration. There exists a great potential for reuse of shopper waste in construction industry. The waste has been used to fabricate compressed shoppers waste (CSW) blocks. This paper discusses the fabrication and testing of CSW-blocks as a construction material and determination of its visco-elastic properties. Based on properties, design charts have been developed for design of structural components using CSW-blocks as material. Application of design charts is also explained. © 2010.","Construction material; Reuse; Shopper waste; Visco-elastic","Construction material; Construction materials; Design charts; Low molecular weight; Multiple solutions; Organic materials; Structural component; Visco-elastic; Viscoelastic properties; Waste generation; Waste problems; Cements; Construction industry; Design; Elasticity; Materials",Article,"Final","",Scopus,2-s2.0-77951203889
"Baker K.H., Harrow D.I., Ritchey B.A.","7401611265;57472683300;36718848700;","Tricosan in greywater: Implications for reuse",2010,"Low Impact Development 2010: Redefining Water in the City - Proceedings of the 2010 International Low Impact Development Conference",,,,"1036","1048",,1,"10.1061/41099(367)90","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954948780&doi=10.1061%2f41099%28367%2990&partnerID=40&md5=37d1bd669b8669273ab1c87a9da722ea","Life Science Program, Penn State Harrisburg, 777 W. Harrisburg Pike, Middletown, PA 17057, United States; Life Science Program, Penn State Harrisburg, United States","Baker, K.H., Life Science Program, Penn State Harrisburg, 777 W. Harrisburg Pike, Middletown, PA 17057, United States; Harrow, D.I., Life Science Program, Penn State Harrisburg, United States; Ritchey, B.A., Life Science Program, Penn State Harrisburg, United States","Greywater is household wastewater containing all used water except sewage. In order to conserve water, it has been proposed to use greywater for irrigational purposes. If this was the case, greywater would travel straight from the house to outside for use, minimizing the need for installing pipelines and such to carry the water elsewhere. However the widespread use of a variety of antibacterial and there subsequent presence in greywater raises concerns regarding impact on environment and health. Our research looked at the possible modification of microbial communities within the soil due to the presence of a commonly used antibacterial agent, triclosan. Along with the community structure, we also looked at any antibiotic resistance due to the constant exposure to triclosan. This experiment involved of three groups: control, greywater only and greywater with triclosan. Each group consisted of four soil filled columns treated with their designated solutions on a weekly basis. The effluent was collected from each column and cultured onto plates. Isolates were then taken from the plates for further testing. Our findings show that under constant exposure, the community structure did, in fact, change showing two very distinct heterotrophic populations between those that were treated with triclosan and those that were not. It was also seen that due to the exposure to triclosan, resistance to the four tested antibiotics (ampicillin, chloramphenicol, streptomycin and tetracycline) increases. Our results indicate that triclosan in greywater can have significant impacts on soil microbes. The changing of the microbial community structure could lead to a change in available nutrients and the form those nutrients are found. While the antibacterial products may be present in very minute concentrations, their constant presence may be selecting for bacteria that are resistant to all types of antibiotics, thus making it harder to treat. It is possible that all this is avoidable by treating the greywater before using it or by removing antibacterial products. In congruence with our data, there is a need for further investigation. © 2010 ASCE.","Residential location; Wastewater management; Water reclamation","Antibacterial agent; Antibiotic resistance; Community structures; Greywater; Household wastewater; Microbial communities; Microbial community structures; Residential locations; Significant impacts; Soil microbes; Triclosan; Wastewater management; Water reclamation; Antibiotics; Bacteria; Effluents; Nutrients; Plates (structural components); Sewage; Social sciences; Soils; Wastewater; Wastewater reclamation",Conference Paper,"Final","",Scopus,2-s2.0-77954948780
"Jin G., Yin B., Zhao Q.","55449236600;7101984213;56325092800;","Enhance reusability with application-level software components",2010,"2nd International Workshop on Education Technology and Computer Science, ETCS 2010","2",,"5460090","7","10",,,"10.1109/ETCS.2010.514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953068071&doi=10.1109%2fETCS.2010.514&partnerID=40&md5=13e6348b135792d078f4b2f81dbc6372","School of Computer Science, Beihang University, Beijing, China","Jin, G., School of Computer Science, Beihang University, Beijing, China; Yin, B., School of Computer Science, Beihang University, Beijing, China; Zhao, Q., School of Computer Science, Beihang University, Beijing, China","This study proposes a component design method based on an application-level component granularity model. The component functional scope is enlarged to cover an overall and standalone use case, and a descriptive language is equipped to straightforwardly express the object requirements. Necessary structural elements and interactive interfaces are combined into the model, jointly providing expanding and assembling mechanism. A collection of prototype components is generalized from common business aspects in extensive application environments, and is mapped into a suite of UI patterns and calculation patterns. The prototype components are launched into domain-oriented system development practice for evaluation. © 2010 IEEE.","Application-level component; Component; Component granularity; Component reusability; UI patterns","Application environment; Business aspects; Component; Component design; Component reusability; Interactive interfaces; Software component; Structural elements; System development; Computer science; Education computing; Engineering education; Reusability; Computer software reusability",Conference Paper,"Final","",Scopus,2-s2.0-77953068071
"Bugaychenko D.Y., Soloviev I.P.","23391756300;36958335500;","Application of multiroot decision diagrams for integer functions",2010,"Vestnik St. Petersburg University: Mathematics","43","2",,"92","97",,2,"10.3103/S1063454110020056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856196752&doi=10.3103%2fS1063454110020056&partnerID=40&md5=5699c92d75f438213167a515f1908a57","St. Petersburg State University, Universitetskaya nab. 7/9, St. Petersburg 199034, Russian Federation","Bugaychenko, D.Y., St. Petersburg State University, Universitetskaya nab. 7/9, St. Petersburg 199034, Russian Federation; Soloviev, I.P., St. Petersburg State University, Universitetskaya nab. 7/9, St. Petersburg 199034, Russian Federation","New data structures for representation of integer functions and matrices are proposed, namely, multiroot binary decision diagrams (MRBDD). Algorithms for performing standard operations on functions and matrices represented by MRBDDs are presented. Thanks to the more efficient reuse of structural elements, representation by multiroot binary decision diagrams is more efficient than the widely used multiterminal binary decision diagrams (MTBDD). Experimental results are given, which show that multiroot binary decision diagrams are a promising alternative to multiterminal binary decision diagrams, in particular, in probabilistic verification, manipulation of probability distributions, analysis of Petri nets, and other computational models. © 2010 Allerton Press, Inc.","binary decision diagrams; function and matrices representation; multi-terminal binary decision diagrams",,Article,"Final","",Scopus,2-s2.0-84856196752
"Atzeni P., Gianforme G., Toti D.","7004011825;22937326700;35811442100;","Polymorphism in Datalog and Inheritance in a Metamodel",2010,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","5956 LNCS",,,"114","132",,2,"10.1007/978-3-642-11829-6_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951119487&doi=10.1007%2f978-3-642-11829-6_10&partnerID=40&md5=b979b79b43ddadbcc9cb9865f768aac2","Dipartimento di Informatica e Automazione, Roma Tre University, Rome, Italy","Atzeni, P., Dipartimento di Informatica e Automazione, Roma Tre University, Rome, Italy; Gianforme, G., Dipartimento di Informatica e Automazione, Roma Tre University, Rome, Italy; Toti, D., Dipartimento di Informatica e Automazione, Roma Tre University, Rome, Italy","We discuss the restructuring of a metamodel designed for representing several data models in a uniform way. This metamodel is currently used within MIDST, our Model Management proposal for performing translations of schemas and databases from a model to another. Such a restructuring is carried out by introducing hierarchies and, consequently, extending Datalog by providing it with inheritance and polymorphism in order to take advantage of them. In comparable scenarios, where predicates of the metamodel share structural elements and rules are syntactically and semantically similar, the use of hierarchies and a particular form of polymorphism provide significant advantages. These advantages range from simplifying the specification of elementary and complete translations (i.e. Datalog rules and programs, respectively) to ensuring a higher level of reuse for them, thus further improving the development of such rule-based systems. © 2010 Springer Berlin Heidelberg.",,"Data models; Datalog; Meta model; Model management; Rule based system; Schemas; Structural elements; Computer software reusability; Polymorphism",Conference Paper,"Final","",Scopus,2-s2.0-77951119487
"Lukaszewska E., Fragiacomo M., Johnsson H.","23479633200;34770161400;23480072700;","Laboratory tests and numerical analyses of prefabricated timber-concrete composite floors",2010,"Journal of Structural Engineering","136","1",,"46","55",,87,"10.1061/(ASCE)ST.1943-541X.0000080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73449091543&doi=10.1061%2f%28ASCE%29ST.1943-541X.0000080&partnerID=40&md5=fc0257ed68c4dd460b32029f43419555","Dept. of Civil, Mining and Environmental Engineering, Lule Univ. of Technology, 971 87 Lule, Sweden; Dept. of Architecture and Planning, Univ. of Sassari, Palazzo del Pou Salit, Piazza Duomo 6, 07041 Alghero, Italy","Lukaszewska, E., Dept. of Civil, Mining and Environmental Engineering, Lule Univ. of Technology, 971 87 Lule, Sweden; Fragiacomo, M., Dept. of Architecture and Planning, Univ. of Sassari, Palazzo del Pou Salit, Piazza Duomo 6, 07041 Alghero, Italy; Johnsson, H., Dept. of Civil, Mining and Environmental Engineering, Lule Univ. of Technology, 971 87 Lule, Sweden","This paper describes tests on a novel composite floor system constructed by connecting prefabricated concrete slabs to timber joists. Seven types of shear connectors have been developed and tested: lag screws, either alone or combined with a notch cut from each timber joist; metal plates embedded in the concrete slab and either nailed or glued to the joists; dowels embedded in the concrete and glued to the timber; and toothed metal plates embedded in the concrete and pressed into the timber. Four-point bending tests to failure were performed on five, full-scale, 4.8 m long specimens connected with lag screws or metal plates nailed to the timber. Values of deflection and relative slip between the concrete slab and the timber obtained in these tests showed high correspondence with values obtained from a uniaxial finite element model developed for nonlinear analyses of composite beams. The model was also used to perform a numerical analysis to failure of composite beams with the other four connection systems that were developed but not tested on full-scale specimens. The outcomes of the experimental tests and numerical analyses show that the newly developed system can provide good structural performance, especially if connections with coach screws and notches in the timber are used. The economic advantages of prefabrication and the possibility to disassemble the structure and reuse the timber beams and concrete panels at the end of the service life make the proposed floor system very promising. © 2010 ASCE.","Composite structures; Connectors; Precast concrete; Prefabrication; Timber construction; Wood","Composite beam; Composite floors; Concrete panels; Economic advantages; Experimental test; Finite element models; Floor systems; Four-point bending test; Laboratory test; Metal plates; Prefabricated concrete slabs; Relative slip; Shear connector; Structural performance; Timber beam; Timber construction; Timber joists; Timber-concrete composites; Bending tests; Composite beams and girders; Concrete blocks; Concrete slabs; Failure analysis; Floors; Gluing; Numerical analysis; Plates (structural components); Precast concrete; Quality assurance; Screws; Structure (composition); Testing; Wooden construction; Timber",Article,"Final","",Scopus,2-s2.0-73449091543
"Guggemos A.A., Plaut J.M., Bergstrom E., Gotthelf H., Haney J.","6507579441;55399670300;56112187400;55597223400;56112468300;","Greening the structural steel process: A case study of the national renewable energy laboratory",2010,"Structures Congress 2010",,,,"1393","1404",,1,"10.1061/41130(369)127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898430644&doi=10.1061%2f41130%28369%29127&partnerID=40&md5=790a4fa04fb3b781b4e07b3f25704983","Department of Construction Management, Colorado State University, 1584 Campus Delivery, Fort Collins, CO 80523-1584, United States; Institute for the Built Environment, Colorado State University, 1584 Campus Delivery, Fort Collins, CO 80523-1584, United States","Guggemos, A.A., Department of Construction Management, Colorado State University, 1584 Campus Delivery, Fort Collins, CO 80523-1584, United States; Plaut, J.M., Institute for the Built Environment, Colorado State University, 1584 Campus Delivery, Fort Collins, CO 80523-1584, United States; Bergstrom, E., Department of Construction Management, Colorado State University, 1584 Campus Delivery, Fort Collins, CO 80523-1584, United States; Gotthelf, H., Department of Construction Management, Colorado State University, 1584 Campus Delivery, Fort Collins, CO 80523-1584, United States; Haney, J., Department of Construction Management, Colorado State University, 1584 Campus Delivery, Fort Collins, CO 80523-1584, United States","The National Renewable Energy Laboratory (NREL) project in Golden, Colorado used an integrated design process in an effort to achieve a LEED Platinum rating. To support the sustainability goals of the project, the structural engineers incorporated the reuse of oil and gas piping as structural columns. LEED, however, does not address specific issues related to the greening of the structural steel design, fabrication, and erection processes. This study focused on the role of the structural steel industry and is divided into two parts: (1) individual and group interviews to identify potential environmental improvements for the structural steel delivery process and (2) a preliminary environmental life cycle assessment of the reused gas piping. Environmental improvements in the steel delivery process could be achieved through the use of an integrated steel delivery process. In addition, the salvaged gas piping used for columns was environmentally superior to standard structural columns. © 2010 American Society of Civil Engineers.",,"Building materials; Columns (structural); Life cycle; Research laboratories; Steel construction; Steelmaking; Environmental improvements; Environmental life cycle assessment; Erection process; Integrated design process; National Renewable Energy Laboratory; Structural engineer; Structural steel design; Structural steels; Sustainable development",Conference Paper,"Final","",Scopus,2-s2.0-84898430644
"Atzeni P., Gianforme G., Toti D.","7004011825;22937326700;35811442100;","Polymorphism in datalog and inheritance in a metamodel (extended abstract)",2010,"SEBD 2010 - Proceedings of the 18th Italian Symposium on Advanced Database Systems",,,,"398","405",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890962577&partnerID=40&md5=a74e2761c657eb6947130dfd1004980c","Dipartimento di Informatica e Automazione, Roma Tre University, Rome, Italy","Atzeni, P., Dipartimento di Informatica e Automazione, Roma Tre University, Rome, Italy; Gianforme, G., Dipartimento di Informatica e Automazione, Roma Tre University, Rome, Italy; Toti, D., Dipartimento di Informatica e Automazione, Roma Tre University, Rome, Italy","We discuss the restructuring of a metamodel designed for representing several data models in a uniform way. This metamodel is currently used within MIDST, our Model Management proposal for performing translations of schemas and databases from a model to another. Such a restructuring is carried out by introducing hierarchies and, consequently, extending Datalog by providing it with inheritance and polymorphism in order to take advantage of them. In comparable scenarios, where predicates of the metamodel share structural elements and rules are syntactically and semantically similar, the use of hierarchies and a particular form of polymorphism provide significant advantages. These advantages range from simplifying the specification of elementary and complete translations (i.e. Datalog rules and programs, respectively) to ensuring a higher level of reuse for them, thus further improving the development of such rule-based systems.",,"Database systems; Datalog; Extended abstracts; Meta model; Model management; Rule-based system; Structural elements; Computer software reusability",Conference Paper,"Final","",Scopus,2-s2.0-84890962577
"Contreras-Miranda W., Cloquell-Ballester V., de Contreras M.O.","53877045600;10141224000;53877107600;","Multicriteria decision making techniques in the selection of structural components from wood technology, for construction of social housing in Venezuela [Las técnicas de decisión multicriterio en la selección de componentes estructurales, a partir de la tecnología de la madera, para construcción de viviendas sociales en Venezuela]",2010,"Madera Bosques","16","3",,"7","22",,2,"10.21829/myb.2010.1631163","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054926044&doi=10.21829%2fmyb.2010.1631163&partnerID=40&md5=4345efbd4ff3706f526f170780a6f1bf","Universidad de Los Andes, Facultad de Ciencias Forestales y Ambientales, Centro de Estudios Forestales y Ambientales de Posgrado, Laboratorio Nacional de Productos Forestales, Mérida, Venezuela; Universidad Politécnica de Valencia (UPV), Departamento de Proyectos de Ingeniería e Innovación, Valencia, Spain; Universidad de Los Andes, Facultad de Arquitectura y Diseño, Escuela de Diseño Industrial, Mérida, Venezuela","Contreras-Miranda, W., Universidad de Los Andes, Facultad de Ciencias Forestales y Ambientales, Centro de Estudios Forestales y Ambientales de Posgrado, Laboratorio Nacional de Productos Forestales, Mérida, Venezuela; Cloquell-Ballester, V., Universidad Politécnica de Valencia (UPV), Departamento de Proyectos de Ingeniería e Innovación, Valencia, Spain; de Contreras, M.O., Universidad de Los Andes, Facultad de Arquitectura y Diseño, Escuela de Diseño Industrial, Mérida, Venezuela","The design methodologies require applying techniques in the phase of generating options, selecting methods to achieve the best of them, and thereby meeting the needs of the various requirements of the project. In the forest industry, the case of engineering glued laminated timber is not immune to these demands. Using the methodology of Integrated Environmental Design (IED) and the Muticriteria Technical Decision (MCTD) method, referred to the stage, it was possible to achieve the successful consolidation of design and conceptual development of a new constructive component of structural quality with technical innovation criteria based on the use of optional materials and new manufacturing processes. First, a total of 53 alternatives to the structural elements were generated with the creative brainstorming technique. Secondly, a selection technique was carried out according to the environmental, socio-economic and technological change, which came to define alternative 7. Using the Expert Choice 2000, it was chosen among the last 7, option number 39. This one met the requirements of the above factors in terms of cost, quality, resistance and Ecodesign principles, such as reduced energy consumption, use of alternative raw materials such as grass, recycling and reuse of raw materials, among others.","Alternative materials; Development; Eco-efficiency; Industrial Ecology; Innovation",,Article,"Final","",Scopus,2-s2.0-80054926044
"Afsarmanesh H., Ermilova E.","6701350766;16233106200;","The management of ontologies in the VO breeding environments domain",2010,"International Journal of Services and Operations Management","6","3",,"257","292",,20,"10.1504/IJSOM.2010.031954","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951438557&doi=10.1504%2fIJSOM.2010.031954&partnerID=40&md5=601b84d24634541fa10b5b5f678929ae","Department of Computer Science, University of Amsterdam, Netherlands","Afsarmanesh, H., Department of Computer Science, University of Amsterdam, Netherlands; Ermilova, E., Department of Computer Science, University of Amsterdam, Netherlands","The elements and aspects endogenous to Virtual Organisations Breeding Environments (VBEs) constitute a wide variety of entities, concepts and functionalities that are interrelated and together represent the structural, component, functional and behavioural perspectives of these environments. Nevertheless, VBE elements and aspects need to be modelled in a unified manner and their specification made accessible to both its human actors and its software subsystems that are involved either in supporting the management of the VBE itself or its daily operation, e.g., the creation of Virtual Organisations (VOs). This paper addresses the problem areas of the engineering and management of the VBE domain ontology as supported by the Ontology Discovery and Management System (ODMS), addresses the approaches for specification, construction, decomposition, adaptation/customisation and manipulation of the VBE ontology and introduces an extensive list of generic VBE elements by providing their textual descriptions. Furthermore, due to the complexity of endogenous VBE elements, the ODMS introduces the partitioning of the VBE ontology into a set of sub-ontologies. In addition to knowledge interoperability and reuse, the ODMS also supports the semi-automated discovery/analysis of new ontology elements from online text corpora, assisted by human experts within the VBE. Copyright © 2010 Inderscience Enterprises Ltd.","Collaborative networks; Ontology engineering; Ontology partitioning; VBE management; VBE ontology specification; VBEs; Virtual Organisations Breeding Environments",,Article,"Final","",Scopus,2-s2.0-77951438557
"Chen B., Xiao N., Cai Z., Wang Z., Wang J.","7408611903;7006517717;57072282500;8589764100;56259417500;","Fast, on-demand software deployment with lightweight, independent virtual disk images",2009,"8th International Conference on Grid and Cooperative Computing, GCC 2009",,,"5280155","16","23",,2,"10.1109/GCC.2009.63","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72349095906&doi=10.1109%2fGCC.2009.63&partnerID=40&md5=455060e92d47cc53e51efc7423703116","School of Computer, National University of Defense Technology, Changsha, China","Chen, B., School of Computer, National University of Defense Technology, Changsha, China; Xiao, N., School of Computer, National University of Defense Technology, Changsha, China; Cai, Z., School of Computer, National University of Defense Technology, Changsha, China; Wang, Z., School of Computer, National University of Defense Technology, Changsha, China; Wang, J., School of Computer, National University of Defense Technology, Changsha, China","This paper proposes a novel software deployment approach based on lightweight, independent virtual disk images. The main goal of our approach is to provide a new software provision mode as convenient and flexible as that in the tool-toolbox model so as to reduce software management cost and to improve software reusability at a finer granularity in local or distributed virtual machine environments. With our approach, the traditional one-piece large-sized virtual disk image is split into a Base Virtual Disk (BVD) image and multiple small-sized Software Virtual Disk (SVD) images at a basic granularity of a single kind of software. By applying a file system metadata extraction (FSME) approach, most SVDs can be made fully independent. Only the small-sized SVDs installed with user-required software are distributed to users and are made usable/unusable by performing low-cost SVD operations at user sides, which could greatly reduce the software deployment cost. We have built a working prototype based on QEMU virtual machine monitor (VMM) and ext2 file system on Linux system. Experiments on the prototype system show that our approach effectively supports low-cost, on-demand software deployment in virtual machine environments. © 2009 IEEE.","COW; Software deployment; Virtual disk image; Virtual machine; Virtual machine monitor","Distributed virtual machines; File systems; Linux systems; Metadata extraction; On-demand software; Prototype system; Software deployment; Software management; Software reusability; Virtual disk; Virtual machine environments; Virtual machine monitors; Virtual machines; Computer operating systems; Computer science; Cost reduction; Disks (structural components); Grid computing; Metadata; Reusability; Singular value decomposition; Computer software reusability",Conference Paper,"Final","",Scopus,2-s2.0-72349095906
