,Authors,Title,Year,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type
328,"Dolenc M., Katranuschkov P., Gehre A., Kurowski K., Turk Ž.",The inteligrid platform for virtual organisations Interoperability,2007,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35948964818&partnerID=40&md5=76a0ea5224a6512ecbe521f9d5b56754,"The EU project InteliGrid (2004-2007) combined and extended the state-of-the-art research and technologies in the areas of semantic interoperability, virtual organisations and grid technology to provide diverse engineering industries with a platform prototype with flexible, secure, robust, interoperable, pay-perdemand access to information, communication and processing infrastructure. This paper presents some of the key findings and developments related to the semantic grid architecture for virtual organisations and primarily distributed engineering in construction. After a general introduction to the overall vision of the InteliGrid project, the paper presents key identified user roles in the system as well as top end user requirements. This is followed by a description of the system architecture including conceptual, service frameworks and key developed components that the system offers. The paper concludes with a description of an integrated demonstration from the architecture, engineering and construction sector that has been the basis for requirements and validation of the results.",Engineering collaboration; InteliGrid; Interoperability; Ontologies; Semantic grid; Service oriented architecture; Virtual organisation,Architectural design; Construction industry; Interoperability; Ontology; Robust control; Semantic Web; Societies and institutions; Virtual reality; Engineering collaboration; InteliGrid; Semantic grid; Service oriented architecture; Virtual organizations; Project management,Article
180,"Luggo A.D., Scandurra S.",The knowledge of the architectural heritage in hbim systems from the discrete model to the parametric model,2016,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021704289&partnerID=40&md5=8008a59aaf5266cac506043e48e69baf,"The application of BIM to architectural heritage and therefore the parameterization of its ele-ments show a certain complexity, because the historical built environment must be subject to systematic readings, in order to detect an information system based on ontologically defined elements, which must be associated with data able to document their material, historical and constructive peculiarities. With reference to a case study, this paper examines some theoretical implications and operational procedures concerning the transition from discrete three-dimensional model of point clouds to a parametric model. © 2016 University of L'Aquila, Department of Civil Construction, Building and Architecture, Environmental Engineering. All rights reserved.",Architectural heritage; BIM; Hbim; Modeling; Ontology,,Article
78,Warzoszczak P.,"The later carnap and contemporary metaphysical debates. Part II, was the later carnap a proponent of epistemicism? [Późny Carnap a współczesne spory ontologiczne. Cz. II. Czy Carnap był zwolennikiem epistemizmu?]",2012,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872070479&partnerID=40&md5=36a003b44980ca8e8b80ac24ddd8af7c,"In the paper I consider the prospects of interpreting late Carnap views on ontology as being in part a sort of epistemism. More precisely, I argue that the theses that he maintained in the Empirism, Semantics, and Onotology and the volume of The Library of Living Philosophers devoted to his philosophy put him close to proponents of epistemicism, according to which ontological debates over truth-values of metaphysical theses need not to be verbal disputes, but the prospects of resolving them are meager, since there are no evidences that could support either given metaphysical thesis or its negation. Most likely, Carnap should be read as a proponent of a more radical version of this view, since he maintained that in principle there are no such evidences. I find this view fit well with Carnap's argumentative strategy against substantial character of metaphysical debates, since he stresses the lack of evidences in favour of or against metaphysical claims as the main reason for his deflationism in ontology. However, what is the most worrisome in taking this route of interpreting late Carnap views on ontology is that among the presuppositions of epistemicism is the thesis that one can make sense of the talk about truth-values of metaphysical claims, whereas Carnap maintained they lack truth-values due to lack of cognitive contents. But taking the change of his view on the nature of semantic values in the volume of The Library of Living Philosophers devoted to his philosophy, where he claimed that extralinguistic entities should serve a role of semantic values and the notion of truth should be defined relatively to a given interpretation in a given model, I find his opinion on metaphysical claims unjustified, since one can define the the notion of truth for these claims relatively to models and hence make a talk about their truth values (relatively to models) sensible. It doesn't follow from that that one can also make a sense of a claim being absolutely true, since it would require to take one model to be special one in the sense that it fits the way reality is, which is something that the proponent of epistemicism deny on the ground that there are no evidences that could be taken to show that one of the models of a given language is special in this respect. I also discuss applications of the inference to the best explanation in argumentation in favour of various sorts of realism and argue that this kind of argumentation always leaves room for some ontological dispute between parties from which one deny the existence of entities that the other argued for through application of the inference to the best explanation and hence that no metaphysical debate can be resolved by application of the inference to the best explanation under the threat of circularity. The paper is the continuation of considerations made in my paper The Later Carnap and Contemporary Metaphysical Debates. Part I, in which I've argued that one can treat Carnap to be also a proponent of fictionalism. In effect, Carnap's deflationism in ontology seems to be a combination of fictionalism and epistemicism.",Carnap; Deflationism; Epistemicism; Fictionalism; Metaontology; Ontology,,Article
74,Tabaczek M.,The metaphysics of downward causation: Rediscovering the formal cause,2013,10.1111/zygo.12012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878399381&doi=10.1111%2fzygo.12012&partnerID=40&md5=48ebac582decca414c3f17ebd2ba74a9,"The methodological nonreductionism of contemporary biology opens an interesting discussion on the level of ontology and the philosophy of nature. The theory of emergence (EM), and downward causation (DC) in particular, bring a new set of arguments challenging not only methodological, but also ontological and causal reductionism. This argumentation provides a crucial philosophical foundation for the science/theology dialogue. However, a closer examination shows that proponents of EM do not present a unified and consistent definition of DC. Moreover, they find it difficult to prove that higher-order properties can be causally significant without violating the causal laws that operate at lower physical levels. They also face the problem of circularity and incoherence in their explanation. In our article we show that these problems can be overcome only if DC is understood in terms of formal rather than physical (efficient) causality. © 2013 by the Joint Publication Board of Zygon.",Aristotle; Downward causation; Efficient cause; Emergence; Formal cause; Higher-level properties; Nonreductive physicalism; Supervenience,,Article
105,"Mamoutova O.V., Shirokova S.V., Uspenskij M.B., Loginova A.V.",The ontology-based approach to data storage systems technical diagnostics,2019,10.1051/e3sconf/20199108018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064377488&doi=10.1051%2fe3sconf%2f20199108018&partnerID=40&md5=09139d6e1883e4844a2fe4515fdc298d,"Monitoring and diagnosing the state of data storage systems, as well as assessing reliability and troubleshooting, require a formalized health model. A comparative analysis of existing knowledge representation methods has shown that an ontological approach is well suited for this task. This paper introduces a machine-represented data storage reliability ontology with an expert health model as baseline data. Classes of the ontology include the key terms of the reliability domain. Stated requirements for data interpretation tools allow further processing of the ontology-based knowledge base. Described ontology-based diagnostic systems have shown their applicability in the case of data storage systems in the construction industry. © The Authors, published by EDP Sciences, 2019.",,Construction industry; Data mining; Economics; Knowledge based systems; Knowledge representation; Memory architecture; Ontology; Reliability; Comparative analysis; Data interpretation; Data storage systems; Diagnostic systems; Knowledge representation method; Ontological approach; Ontology-based knowledge base; Technical diagnostics; Digital storage,Conference Paper
160,"Arnold J.D.M., Lafreniere D.",The persistence of time: Vernacular preservation of the postindustrial landscape,2017,10.1353/cot.2017.0006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042043762&doi=10.1353%2fcot.2017.0006&partnerID=40&md5=e5403fa1a6acab8f6d3aa7accd5ec0ae,"Formal historic preservation is a professional and sanctioned approach to the conservation of our historically significant built cultural heritage. Postindustrial landscapes are, by definition, functionally and materially obsolete, and in many cases derelict and decaying. While they hold historical significance, these sites are often not widely perceived as valuable contributors to our heritage. Yet these landscapes persist. We argue that the material persistence of these features is the result of generally unrecognized processes of informal material conservation. In this paper, we outline a new framework, vernacular preservation, an ontology for heritage professionals to use in considering how to approach and recognize nonformal interventions that result in the protection of heritage resources. Here, we use the postindustrial landscape of Michigan's Keweenaw Peninsula-a former copper-mining district- to illustrate how vernacular preservation differs from formal historic preservation, reviewing the process of vernacular preservation and how it is activated in practice. Vernacular preservation constitutes perhaps the most traditional, common, and widespread mechanism of material conservation of the historical built environment yet has been largely invisible, little discussed, and undertheorized by the heritage preservation community. Understanding this preservation process begins by acknowledging its existence and by extending the heritage dialogue to include these underrepresented historical properties and their important role in defining postindustrial landscapes. We conclude the paper with a discussion on how this novel approach to thinking about preservation extends broadly to the field and should be given greater attention. © 2017 University of Pennsylvania Press. All Rights Reserved.",,,Review
33,Milford S.,The problem with Sandra addressing the unfortunate consequences of relational ontological personhood,2020,10.1163/15743012-02703004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098087619&doi=10.1163%2f15743012-02703004&partnerID=40&md5=9b62f86ed51abd6cb84398ff8d130110,"The orangutan, Sandra, has been legally granted the status of ‘non-human person.’ Although, a great victory for those who promote animal rights, this has raised questions about the contemporary approaches to personhood. Recent relational ontological shifts, evident in both secular and theological anthropology, risks unfortunate consequences. Like a snake eating its own tail, without proper circumspection, relational ontology is in danger of postulating a problematic circularity of persons creating persons out of nothing. This article explores these recent shifts, the possible pitfalls of relational ontology, and proposes certain theological desiderata. © Koninklijke Brill NV, leiden, 2020.",Human rights; Personhood; Relational ontology; Theological anthropology; Theological ethics,,Article
361,Daniels J.M.,The rise and fall of the Pacific Northwest log export market,2005,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-20444493641&partnerID=40&md5=5a391f8b08758dd8e57edaf8069f68ad,"For decades, softwood log exports were an important component of international wood products trade from the Pacific Northwest (PNW) region of the United States. Log exports to the Pacific Rim began in earnest after the Columbus Day Storm of 1962 generated billions of board feet of salvaged timber. This market was maintained and expanded owing to Japan's demand for high-quality logs for its construction industry. Contentious debate surrounding disproportionate gains and losses to forest product market participants in the PNW (timber owners, mill owners, communities, and consumers) led to government intervention and restriction of volumes available for export. The debate ended and the market declined as a result of three factors: reductions in timber harvesting from PNW forests, changes in Asia's demand, and globalization of wood markets. These changes with implications for trade and timber market participants are discussed.).",Forest products trade; Globalization; Japan; Log exports; Pacific Northwest trade; Softwood log trade; Spotted owl,export; forest product; globalization; timber market; North America; oceanic regions; Pacific Ocean; Pacific Rim; United States; Western Hemisphere; World,Review
287,"Nawari N.O., Sgambelluri M.",The role of national BIM standard in structural design,2010,10.1061/41130(369)151,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053145623&doi=10.1061%2f41130%28369%29151&partnerID=40&md5=015c97c4e94df588b91c39ee3d238837,"All the different entities utilizing BIM technology in the construction and building industry including architects, engineers, contractors, and software developers, have diverse nomenclatures, diverse vocabularies, geometries, computing paradigms, data formats, data schemas, scales and fundamental world-views. They also have different requirements for accuracy, verisimilitude, and rendering performance. These various organizations have different standards and business processes for which they have developed their own paper and digital delivery procedures. To solve these problems, The National BIM standard (NBIMS) establishes standard definitions for building information exchanges to support critical business contexts using standard semantics and ontologies. This Standard forms the foundation for accurate and efficient communication and commerce that are needed by the construction industry. This paper investigates the general objectives of this standard, its relationship to structural engineering practice and focuses on the importance of involvement and contribution of structural engineering community to this standard. The standard is still in its infancy and the evolution and maturity of NBIMS will help to establish advanced design, communication and simulation tools that give the structural engineering community an opportunity to change the way it works in the industry, including open collaboration between stakeholders, design for optimum structure, increased energy efficiency, flexibility, constructability, comfort, and sustainability. It is important to note that agencies in the government and private sectors are currently adopting and enforcing the NBIM standard and it is becoming critical that the structural engineering community understands and delivers projects consistent with these NBIMS standards. © 2010 American Society of Civil Engineers.",,Communication; Construction industry; Energy efficiency; Semantics; Structural design; Structural optimization; Computing paradigm; Critical business; Efficient communications; Information exchanges; Optimum structures; Rendering performance; Software developer; Standard definitions; Architectural design,Conference Paper
58,Grahovac V.,The tenacity of “vicious circularity” in kant and husserl: On transcendental deduction and categorial intuition,2018,10.21638/2226-5260-2018-7-1-32-56,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052026703&doi=10.21638%2f2226-5260-2018-7-1-32-56&partnerID=40&md5=6076ae3acf0965b90a1d228b661d250d,"In this paper, I explore the strategy of circularity employed by Kant and Husserl in their treatment of categoriality. I focus on the relation between transcendental and metaphysical deductions in Kant’s Critique of Pure Reason, and on the problem of “epistemic foundationalism” and categoriality in Husserl’s Sixth Logical Investigation. I propose that the strategy of circularity is manifested through the peculiar self-enclosure of the categories of transcendental deduction vis-à-vis metaphysical deduction (Kant) and categorial intuition vis-à-vis sensuous intuition (Husserl). Although it is usually regarded as a deficient and damaging occurrence in argumentation, circularity appears to be a crucial component in the analysis of both thinkers. The analytical realms recognized by both these thinkers, is acknowledged as continually dependent upon the self-evidential “contingency” of the realms they are supposed to hierarchically overarch. The strict separation between the transcendental and phenomenological realms and their addressees appears to be founded on mutual circularity, where the relation between investigator and investigated extends beyond their separation and reconciliation. Both Kant and Husserl, through the circular relationship with empiricism-rationalism and psychologism radically re-articulated the logic-ontology and founding-founded polarities. © VEDRAN GRAHOVAC, 2018.",Categorial intuition; Categoriality; Circularity; Husserl; Kant; Metaphysical deduction; Transcendental deduction,,Article
49,Livadas S.,The transcendence of the ego in continental philosophy - Convergences and divergences,2019,10.21638/2226-5260-2019-8-2-573-601,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079142306&doi=10.21638%2f2226-5260-2019-8-2-573-601&partnerID=40&md5=31e43d4c43db662955c2f21089b5e124,"This article deals with a core matter of continental philosophy which is the nature of the ego taken as a concept originating in the subjective idealism of the German school of the early nineteenth century and further developed in its various ramifications throughout the twentieth century. The main philosophical positions I will discuss are Husserl's phenomenology of the ego in his later transcendental phase, the Heideggerean view of the nature of Dasein, and Sartre's approach of the Being-for-itself as mainly exposed in Being and Nothingness. The central idea defended throughout this article is that self-constituting temporality as immanently induced may serve as a common foundation of the nature of the transcendental ego both in the Husserlian phenomenology and in the Heideggerean and Sartrean alternative positions; further, I will hold that, as consequence, the ultimate question about the possibility of an ontology of the pure ego is transposed to the question of the origin and foundation of inner temporality. Yet, in this case one is set to face anew the circularity of an infinite regression in terms of reflecting-reflected and the inevitability of the subjective character of the origin of temporality. Besides this key question - a primary issue of this article - I will address the issue of the convergences and diff erences regarding aspects of the essential nature of the Husserlian ego, the Heideggerean Dasein, and the Sartrean Being-for-itself, especially regarding the widely debated topic of the 'exteriority' of the latter two 'egological' concepts with regard to the world in contrast to the 'interiority' of the Husserlian absolute ego. © STATHIS LIVADAS, 2019.",Absolute flux of consciousness; Being-for-itself; Being-in-itself; Dasein; Ecstatic; Infinite regression; Temporal unity; Transcendental ego,Absolute flux of consciousness; Being-for-itself; Being-in-itself; Dasein; Ecstatic; Infinite regression; Temporal unity; Transcendental ego; Philosophical aspects,Article
8,Raab J.,The unbearable circularity of easy ontology,2021,10.1007/s11229-020-02946-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096806263&doi=10.1007%2fs11229-020-02946-z&partnerID=40&md5=c33beab10ec3e0e67f13f108198e4a61,"In this paper, I argue that Amie Thomasson’s Easy Ontology rests on a vicious circularity that is highly damaging. Easy Ontology invokes the idea of application conditions that give rise to analytic entailments. Such entailments can be used to answer ontological questions easily. I argue that the application conditions for basic terms are only circularly specifiable showing that Thomasson misses her self-set goal of preventing such a circularity. Using this circularity, I go on to show that Easy Ontology as a whole collapses. © 2020, The Author(s).",Amie Thomasson; Application conditions; Circularity; Deflationary metaontology; Easy ontology,,Article
64,Coda P.,The unity of reciprocal love: the charism of Chiara Lubich and the theology of Klaus Hemmerle,2017,10.1080/21692327.2016.1271347,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017557380&doi=10.1080%2f21692327.2016.1271347&partnerID=40&md5=d59c4a3ca18af426421b15604e2d5d99,"This article examines the Trinitarian anthropology inherent in the ‘charism of unity’ that characterizes the Focolare Movement stemming from the mystical experience of Chiara Lubich (1920–2008). After describing the theological cornerstones of this charism―namely the evangelical centrality of the commandment of reciprocal love, the circularity between theology and anthropology and Jesus Forsaken as the Christological key to understanding and achieving unity―the article studies its cultural implications as reflected in the philosophical and theological contribution of Klaus Hemmerle (1929–1994). In dialogue with modern thought, Hemmerle in fact draws from and develops the anthropological meaning of the charism of unity as a feasible way to respond to the most acute challenges of today. © 2016 International Journal of Philosophy and Theology.",Agape; anthropology; christology; Jesus Forsaken; mariology; ontology; relation; trinitarian ontology; trinity; unity,,Article
176,Scott L.M.,Theory and research in construction education: the case for pragmatism,2016,10.1080/01446193.2016.1151539,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977275215&doi=10.1080%2f01446193.2016.1151539&partnerID=40&md5=59f86b11ef8f4c159a3888babd2044a8,"The education of the construction professional, like many others, has been shaped and nurtured by well-intentioned educationalists throughout the ages. While there has been much discourse around the theoretical underpinnings of construction education, not much has been set in writing. A philosophical position has not always been to the forefront of those pioneering and well-intentioned construction educationalists. There has been, rather, a ‘systems thinking’ approach, a sense of wanting to prepare an educational experience that would equip the future leaders in construction to ensure they would develop the knowledge, skills and competences to take their place in an ever-changing architecture, engineering and construction (AEC) industry. Now, at least around Europe, there is an ever-increasing attempt to identify the paradigms within which construction education sits comfortably, thus attempting to pave the way for the future. This could be called a philosophical positioning. There follows an exploration of the evolution of the education of the construction professional through a review of the literature and other sources in an attempt to make some sense of this journey. The paper also presents the discourse from the educational research perspective where the connection between the role of theory and philosophy has been a matter of discussion for many years. Biesta in his work calls for the intelligent use of theory and philosophy and advocates pragmatic positioning in regard to discourse. This pragmatic framework offers the freedom to gain control over what construction education constitutes as it offers a way of thinking that allows the educationalist freedom to challenge. What is presented and debated is the discussion that has been documented with a view to offering some perspective on its importance. Some philosophical perspective is also offered around the developments with the added suggestion that AEC is firmly seated in the ‘pragmatic’ paradigm. Much progress has been achieved to date but it is now time to offer a possible further step forward. While a pragmatic philosophical position is suggested it is not to imply that this is the only tool that might be used. The freedom to work within the pragmatic paradigm offers diversity that can draw together some of the thoughts that challenge and build the arguments about the role and position of theory in construction education. © 2016 Informa UK Limited, trading as Taylor & Francis Group.",Construction education; Philosophy; Pragmatism and research,"Construction; Ontology; Philosophical aspects; Architecture , engineering and construction industries; Construction education; Construction professionals; Educational experiences; Educational research; philosophy; Skills and competences; Systems thinking; Education; construction industry; education; philosophy; research; theoretical study; Europe",Article
30,Wiryomartono B.,Theory of the Built Environment: After and Beyond Platonism,2022,10.1007/978-3-030-92280-1_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124147444&doi=10.1007%2f978-3-030-92280-1_1&partnerID=40&md5=bef6e1e566b27e861eef51abd3d700ba,"This chapter is an attempt to overview the available theories on the built environment concerning its presence in terms of ontology. This study argues that the presence of a man-made environment has been forgotten or falling into oblivion as the focus of theoretical investigation and exploration in architectural studies. Since most available theories see the built environment as a permanent object of the thinking subject, its theoretical construction is established from a subjective standpoint or worldview. There is a necessity for an alternative theory that sees the built environment as a phenomenon of the daily life-world experience, which happens and gathers people, places, and temporalities systematically and regularly (see Part I figure). These kinds of theories have been considerably marginalized and neglected. This study attempts to unveil and unfold the necessity for such an alternative theory of the built environment beyond Platonism. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Platonism; Prospective theory; The thing; Theoretical question; Vitruvian doctrine,,Book Chapter
169,Yan X.,Thoughts on passive design strategies of green building in China,2017,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020860474&partnerID=40&md5=435bf16dbf058870a970e0006889ed20,"With the rapid development of China's economy and society, the construction industry also occupies a larger scale in the current market economy. People are increasingly aware that the building plays an important role in the communication between man and nature as a kind of industry which is closely related to their life and life. Based on the thought of harmony between man and nature and the basic strategy of China's energy environmental protection, China should pay attention to the development of local green building. In order to achieve the goal of sustainable development of energy conservation and emission reduction, the passive design strategy in China's construction industry has got a high degree of attention. In this paper, on this basis, area zoning characteristics and building ontology specific were considered in combination, research on passive building design strategies was deepen, it was hoped to provide valuable reference for the development of green building in our country, efforts were made to build a resource-saving and environment-friendly society in China the goal.",Environment friendly; Green building; Passive design strategy; Resource conserving,Buildings; Construction industry; Economics; Emission control; Environmental protection; Historic preservation; Industrial economics; Planning; Sustainable development; Economy and society; Energy conservation and emission reductions; Environment friendly; Green buildings; Passive buildings; Passive design strategies; Resource conserving; Resource savings; Architectural design,Article
25,"van Capelleveen G., Amrit C., Zijm H., Yazan D.M., Abdi A.",Toward building recommender systems for the circular economy: Exploring the perils of the European Waste Catalogue,2021,10.1016/j.jenvman.2020.111430,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092650465&doi=10.1016%2fj.jenvman.2020.111430&partnerID=40&md5=7fdc3d43606fba483c4f78b5fbeb3ca2,"The growth in the number of industries aiming at more sustainable business processes is driving the use of the European Waste Catalogue (EWC). For example, the identification of industrial symbiosis opportunities, in which a user-generated item description has to be annotated with exactly one EWC tag from an a priori defined tag ontology. This study aims to help researchers understand the perils of the EWC when building a recommender system based on natural language processing techniques. We experiment with semantic enhancement (an EWC thesaurus) and the linguistic contexts of words (learned by Word2vec) for detecting term vector similarity in addition to direct term matching algorithms, which often fail to detect an identical term in the short text generated by users. Our in-depth analysis provides an insight into why the different recommenders were unable to generate a correct annotation and motivates a discussion on the current design of the EWC system. © 2020 The Author(s)",Circular economy; European waste catalogue (EWC); Industrial symbiosis; Recommender system; Tag recommendation,algorithm; data processing; depth determination; detection method; numerical model; support vector machine; algorithm; article; economic aspect; linguistics; natural language processing; symbiosis; commercial phenomena; comprehension; semantics; Algorithms; Commerce; Comprehension; Semantics,Article
24,"Elshani D., Wortmann T., Staab S.",Towards Better Co-Design with Disciplinary Ontologies: Review and Evaluation of Data Interoperability in the AEC Industry,2022,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139385786&partnerID=40&md5=de7c352df6a3a6e9dcf7851a36352399,"In the building industry, disciplines have specific requirements for capturing, storing and representing information. As a result, one physical object yields several disciplinary representations, allowing designers to describe design options discipline-specifically and thus explore design differently. In a co-design approach, data from disciplines must be integrated and interoperable. But in current practice, interoperability problems between different software often hinders data integration. This paper presents a review and evaluation of interoperability paradigms in centralized, decentralized, and federated data, and it gives AEC application examples for each approach. It discusses data schemas (e.g. IFC) and interoperability tools (e.g. Speckle, BHoM). It also relates the interoperability tools to semantic web standards that are used to share information. It argues the advantages of federated data interoperability and suggests using design tools that employ such a mechanism. Furthermore, this paper suggests developing modular disciplinary ontologies to support collaborative design tools. Such federated interoperability, supported by modular disciplinary ontologies, can provide a solid ground to share and exchange data flexibly. © 2022 Copyright for this paper by its authors.",alignment; Building Information Modelling (BIM); Co-Design; Data mapping; Interoperability; Knowledge representation; Ontologies,Architectural design; Construction industry; Data integration; Interoperability; Ontology; AEC industry; Building industry; Building information modeling; Building Information Modelling; Co-designs; Data interoperability; Data mappings; Knowledge-representation; Modulars; Ontology's; Knowledge representation,Conference Paper
16,"Klein J.-F., Wurster M., Stricker N., Lanza G., Furmans K.",Towards Ontology-based Autonomous Intralogistics for Agile Remanufacturing Production Systems,2021,10.1109/ETFA45728.2021.9613486,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122967353&doi=10.1109%2fETFA45728.2021.9613486&partnerID=40&md5=731115ec4634b5d0a9f831e3b076ea0c,"Remanufacturing, previously characterised by manual and cost-intensive processes, is a decisive step towards a resource-conserving circular economy. Uncertain product states, inconsistent quality, and fluctuating availability of end-of-life products not only pose major challenges for the automation of remanufacturing, but also for intralogistics, which has hardly been considered in the literature to date. This paper gives a concept overview on an ontology-based autonomous intralogistics system embedded in the fluid automation framework, describes and illustrates the main cyber-physical components and shows exemplary workflows. The presented concept is currently implemented as part of the AgiProbot research project. © 2021 IEEE.",Autonomous guided vehicle; Intralogistics; Material transfer; Ontology; Remanufacturing,Agile manufacturing systems; Automatic guided vehicles; Autonomous vehicles; Autonomous guided vehicles; Circular economy; Cost-intensive; Material transfers; Ontology's; Ontology-based; Product state; Production system; Remanufacturing; Resource conserving; Ontology,Conference Paper
354,"Lima C., Storer G., Zarli A., Ferreira Da Silva C.",Towards a framework for managing standards-based semantic e-resources in the european construction industry,2005,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27644554377&partnerID=40&md5=ff3c6789d1d78a1f4e25439096e504e0,"This paper presents the current status of the FUNSIEC project3, which is a feasibility project that aims at evaluating the potential use of Semantic Resources4 (SRs) in e-business matters, through the development of the Open Semantic Infrastructure for the European Construction Sector (OSIECS). This infrastructure is designed within the scope of the FUNSIEC framework. The requirements of OSIECS are identified, the SRs to compose OSIECS are selected, the OSIECS Meta-schema/Schema are created through the application of mapping techniques to the respective Meta-schemas/Schemas of the selected SRs, the conceptual architecture of OSIECS is designed, and the preliminary picture of the OSIECS infrastructure is drawn. This work discusses all these topics.",E-business; Ontologies; Open semantic infrastructure; Semantic resources,Computer architecture; Construction industry; Electronic commerce; Information management; Management information systems; Mapping; Metadata; Project management; Resource allocation; E-business; Ontologies; Open semantic infrastructure; Semantic resources; Semantics,Conference Paper
340,"Lima C., Yurchyshyna A., Zarli A., Vinot B., Storer G.",Towards a knowledge-based comprehensive approach for the management of (e)regulations in construction,2006,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61849128365&partnerID=40&md5=591b321ababc896e0ecd6d82611381c6,"The Construction Industry is a major user of rules and regulations affecting products and components, project execution and construction activity. Regardless of what or where, buildings and infrastructures are subject to planning and building control, health and safety provision, environmental regulation and much more. Governments publish their rules (laws and regulations) to which Construction products must comply. E-government strategies have been deployed around the world aiming to simplify the application of those rules to control and inspect building projects, but this is not enough. There is still something missing regarding the enforcement and application of such rules on the edge of the e-world. This paper proposes a preliminary insight into innovative work aiming to deliver a sound solution to help the Construction sector to find its place in the even more regulated world. This work is pursued as part of a PhD thesis which has just started. It introduces a formal ontological approach of conformity models for regulations represented through OWL-based ontologies and a set of RuML Rules. The rationale behind the work, its current status, challenges foreseen in the near future are also included in the paper. © 2006 Taylor & Francis Group.",,Buildings; Construction industry; Environmental regulations; Government data processing; Knowledge based systems; Ontology; Building controls; Building projects; Construction activities; Construction products; Construction sectors; Current status; E governments; Health and safeties; Ontological approaches; Phd thesis; Project executions; Rules and regulations; Laws and legislation,Conference Paper
34,"Li B., Schultz C., Teizer J., Golovina O., Melzner J.","Towards a unifying domain model of construction safety, health and well-being: SafeConDM",2022,10.1016/j.aei.2021.101487,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120859278&doi=10.1016%2fj.aei.2021.101487&partnerID=40&md5=881185be739197f8906d91fe05196f54,"Specific occupational construction safety, health, and well-being related knowledge and information are scattered and fragmented. Despite technological advancements of information and knowledge management, a link between safety management and information models is still missing. In this paper we present first steps towards a unifying formal (logic-based) domain model of construction safety, called SafeConDM, that consists of: (1) a semantically rich ontology of hazard, safety concepts, and concept relationships that builds on, and integrates with, existing construction safety ontologies and building information models; (2) a set of first-order if-then rules linking construction site states with the potential for specific hazards to occur that we define in a novel way using spatial artefacts. We present a prototype software tool, based on our ASP4BIM tool that implements SafeConDM for construction hazard analysis and safe construction planning decision support, and empirically evaluate our tool on three real-world construction building models. © 2021 Elsevier Ltd",Building information modelling; Fall hazards; Logic programming; Occupational health and safety; Rule checking,Architectural design; Computer circuits; Construction; Construction industry; Decision support systems; Health; Health hazards; Industrial hygiene; Information theory; Knowledge management; Logic programming; Occupational risks; Software prototyping; Building Information Modelling; Construction safety; Domain model; Fall hazard; Logic-programming; Occupational health and safety; Ontology's; Rule checking; Technological advancement; Well being; Ontology,Article
